ID,Weight,Nested,Procedure,SlideImage,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16
0,1,,SlideProc,block 2 matrix 1.bmp,DI,NE,DI,DI,NE,NE,DI,DI,NE,DI,NE,NE,DI,NE,NE,DI
1,1,,SlideProc,block 2 matrix 2.bmp,DI,DI,DI,NE,NE,DI,DI,DI,NE,NE,NE,NE,NE,DI,DI,NE
2,1,,SlideProc,block 2 matrix 3.bmp,DI,DI,NE,DI,DI,NE,DI,DI,NE,DI,NE,NE,NE,NE,NE,DI
3,1,,SlideProc,block 2 matrix 4.bmp,DI,DI,DI,NE,NE,NE,NE,DI,NE,DI,DI,NE,DI,NE,DI,NE
4,1,,SlideProc,block 2 matrix 5.bmp,DI,DI,NE,NE,DI,NE,DI,DI,NE,DI,NE,NE,NE,NE,DI,DI
5,1,,SlideProc,block 2 matrix 6.bmp,NE,NE,DI,NE,DI,DI,NE,DI,NE,NE,DI,NE,DI,DI,DI,NE
6,1,,SlideProc,block 2 matrix 7.bmp,DI,NE,DI,NE,DI,NE,DI,DI,NE,NE,DI,DI,NE,NE,NE,DI
7,1,,SlideProc,block 2 matrix 8.bmp,DI,NE,DI,DI,NE,NE,DI,DI,NE,DI,NE,NE,DI,NE,DI,NE
8,1,,SlideProc,block 2 matrix 9.bmp,DI,DI,NE,NE,DI,NE,NE,DI,DI,DI,DI,NE,NE,NE,DI,NE
9,1,,SlideProc,block 2 matrix 10.bmp,DI,NE,NE,NE,NE,DI,NE,DI,DI,DI,NE,NE,DI,DI,NE,DI
10,1,,SlideProc,block 2 matrix 11.bmp,NE,NE,DI,DI,NE,NE,DI,DI,DI,DI,NE,NE,NE,DI,DI,NE
11,1,,SlideProc,block 2 matrix 12.bmp,DI,DI,DI,NE,NE,NE,DI,NE,DI,NE,DI,NE,DI,NE,NE,DI
12,1,,SlideProc,block 2 matrix 13.bmp,NE,NE,NE,DI,DI,NE,DI,DI,NE,DI,NE,DI,DI,NE,NE,DI
13,1,,SlideProc,block 2 matrix 14.bmp,DI,NE,DI,NE,DI,DI,NE,DI,DI,NE,DI,NE,NE,NE,NE,DI
14,1,,SlideProc,block 2 matrix 15.bmp,DI,NE,DI,NE,DI,NE,DI,NE,NE,DI,NE,NE,DI,DI,DI,NE
15,1,,SlideProc,block 2 matrix 16.bmp,DI,DI,NE,NE,NE,DI,DI,DI,NE,NE,NE,DI,DI,NE,NE,DI
16,1,,SlideProc,block 2 matrix 17.bmp,DI,DI,NE,NE,DI,NE,DI,NE,NE,DI,NE,DI,DI,NE,DI,NE
17,1,,SlideProc,block 2 matrix 18.bmp,NE,DI,NE,DI,DI,NE,NE,DI,NE,DI,DI,DI,NE,NE,DI,NE
18,1,,SlideProc,block 2 matrix 19.bmp,DI,NE,NE,NE,DI,NE,DI,NE,NE,DI,NE,DI,DI,DI,DI,NE
19,1,,SlideProc,block 2 matrix 20.bmp,NE,NE,NE,DI,NE,DI,NE,NE,DI,DI,NE,NE,DI,DI,DI,DI
20,1,,SlideProc,block 2 matrix 21.bmp,NE,DI,DI,DI,NE,DI,NE,NE,NE,DI,NE,NE,DI,NE,DI,DI
21,1,,SlideProc,block 2 matrix 22.bmp,NE,NE,NE,NE,DI,DI,NE,DI,NE,DI,NE,DI,NE,DI,DI,DI
22,1,,SlideProc,block 2 matrix 23.bmp,NE,DI,NE,NE,DI,NE,DI,NE,DI,DI,NE,DI,NE,DI,DI,NE
23,1,,SlideProc,block 2 matrix 24.bmp,DI,DI,NE,NE,NE,DI,DI,DI,NE,NE,NE,DI,DI,DI,NE,NE
24,1,,SlideProc,block 2 matrix 25.bmp,DI,NE,DI,DI,NE,DI,DI,NE,NE,NE,NE,NE,DI,DI,DI,NE
25,1,,SlideProc,block 2 matrix 26.bmp,NE,DI,NE,DI,DI,NE,NE,DI,NE,DI,DI,DI,NE,NE,DI,NE
26,1,,SlideProc,block 2 matrix 27.bmp,DI,DI,NE,NE,DI,NE,DI,NE,NE,NE,DI,DI,NE,NE,DI,DI
27,1,,SlideProc,block 2 matrix 28.bmp,DI,DI,NE,DI,NE,NE,DI,DI,NE,NE,DI,NE,DI,NE,NE,DI
28,1,,SlideProc,block 2 matrix 29.bmp,NE,NE,DI,NE,NE,DI,DI,DI,NE,NE,NE,DI,DI,NE,DI,DI
29,1,,SlideProc,block 2 matrix 30.bmp,DI,DI,NE,NE,DI,NE,NE,NE,DI,DI,DI,NE,DI,DI,NE,NE
