-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.50
  0 (direct)     13.50     4.00     4.75
  2 (control)    22.25     4.00     2.00
  1 (profile)    28.25     4.00     5.25
  1 (profile)    37.50     4.00     3.50
  1 (profile)    45.00     4.00     4.50
  2 (control)    53.50     4.00     3.00
  1 (profile)    60.50     4.00     6.50
  2 (control)    71.00     4.00     2.75
  0 (direct)     77.75     4.00     2.75
  2 (control)    84.50     4.00     7.00
  0 (direct)     95.50     4.00     1.25
  0 (direct)    100.75     4.00     2.25
  0 (direct)    107.00     4.00     4.25
  1 (profile)   115.25     4.00     1.00
  0 (direct)    120.25     4.00     6.75
  0 (direct)    131.00     4.00     3.25
  2 (control)   138.25     4.00     1.25
  2 (control)   143.50     4.00     3.00
  1 (profile)   150.50     4.00     5.25
  0 (direct)    159.75     4.00     5.75
  1 (profile)   169.50     4.00     5.50
  2 (control)   179.00     4.00     5.50
  1 (profile)   188.50     4.00     6.00
  1 (profile)   198.50     4.00     4.50
  2 (control)   207.00     4.00     6.25
  1 (profile)   217.25     4.00     2.25
  2 (control)   223.50     4.00     2.50
  1 (profile)   230.00     4.00     6.25
  2 (control)   240.25     4.00     5.00
  1 (profile)   249.25     4.00     7.00
  1 (profile)   260.25     4.00     1.00
  0 (direct)    265.25     4.00     2.50
  2 (control)   271.75     4.00     1.75
  0 (direct)    277.50     4.00     3.50
  0 (direct)    285.00     4.00     6.75
  0 (direct)    295.75     4.00     5.00
  2 (control)   304.75     4.00     4.25
  1 (profile)   313.00     4.00     1.75
  0 (direct)    318.75     4.00     3.75
  2 (control)   326.50     4.00     6.50
  0 (direct)    337.00     4.00     3.75
  2 (control)   344.75     4.00     1.50
  2 (control)   350.25     4.00     5.75
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     2.50
  0 (direct)     14.50     4.00     1.75
  0 (direct)     20.25     4.00     3.00
  1 (profile)    27.25     4.00     4.25
  2 (control)    35.50     4.00     3.75
  1 (profile)    43.25     4.00     1.25
  2 (control)    48.50     4.00     3.75
  2 (control)    56.25     4.00     5.50
  0 (direct)     65.75     4.00     3.50
  0 (direct)     73.25     4.00     2.25
  1 (profile)    79.50     4.00     2.00
  1 (profile)    85.50     4.00     7.00
  1 (profile)    96.50     4.00     6.50
  2 (control)   107.00     4.00     3.00
  2 (control)   114.00     4.00     4.75
  0 (direct)    122.75     4.00     6.75
  2 (control)   133.50     4.00     5.00
  1 (profile)   142.50     4.00     1.50
  2 (control)   148.00     4.00     2.25
  2 (control)   154.25     4.00     6.75
  0 (direct)    165.00     4.00     1.50
  1 (profile)   170.50     4.00     3.50
  2 (control)   178.00     4.00     2.75
  0 (direct)    184.75     4.00     2.75
  0 (direct)    191.50     4.00     6.25
  1 (profile)   201.75     4.00     6.50
  0 (direct)    212.25     4.00     7.00
  2 (control)   223.25     4.00     6.25
  2 (control)   233.50     4.00     5.25
  1 (profile)   242.75     4.00     2.50
  0 (direct)    249.25     4.00     6.00
  1 (profile)   259.25     4.00     1.75
  0 (direct)    265.00     4.00     5.00
  0 (direct)    274.00     4.00     4.50
  2 (control)   282.50     4.00     1.25
  0 (direct)    287.75     4.00     4.50
  1 (profile)   296.25     4.00     5.50
  1 (profile)   305.75     4.00     1.00
  0 (direct)    310.75     4.00     5.25
  1 (profile)   320.00     4.00     3.25
  0 (direct)    327.25     4.00     1.00
  2 (control)   332.25     4.00     4.25
  2 (control)   340.50     4.00     5.75
  1 (profile)   350.25     4.00     5.75
  2 (control)   360.00     4.00     0.00

