-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.00
  2 (control)    13.00     4.00     1.75
  1 (profile)    18.75     4.00     1.00
  0 (direct)     23.75     4.00     4.50
  0 (direct)     32.25     4.00     4.25
  1 (profile)    40.50     4.00     7.00
  2 (control)    51.50     4.00     3.25
  1 (profile)    58.75     4.00     6.50
  1 (profile)    69.25     4.00     6.25
  0 (direct)     79.50     4.00     5.25
  2 (control)    88.75     4.00     5.75
  0 (direct)     98.50     4.00     4.75
  2 (control)   107.25     4.00     5.00
  1 (profile)   116.25     4.00     3.75
  2 (control)   124.00     4.00     1.25
  0 (direct)    129.25     4.00     2.50
  0 (direct)    135.75     4.00     3.75
  0 (direct)    143.50     4.00     2.50
  1 (profile)   150.00     4.00     5.50
  2 (control)   159.50     4.00     6.00
  1 (profile)   169.50     4.00     7.00
  2 (control)   180.50     4.00     1.25
  0 (direct)    185.75     4.00     3.50
  2 (control)   193.25     4.00     2.00
  1 (profile)   199.25     4.00     6.50
  0 (direct)    209.75     4.00     3.00
  2 (control)   216.75     4.00     2.75
  2 (control)   223.50     4.00     5.00
  1 (profile)   232.50     4.00     2.25
  1 (profile)   238.75     4.00     2.75
  1 (profile)   245.50     4.00     6.25
  2 (control)   255.75     4.00     1.50
  2 (control)   261.25     4.00     5.25
  2 (control)   270.50     4.00     1.50
  0 (direct)    276.00     4.00     5.75
  0 (direct)    285.75     4.00     1.75
  1 (profile)   291.50     4.00     3.50
  2 (control)   299.00     4.00     2.25
  2 (control)   305.25     4.00     6.75
  1 (profile)   316.00     4.00     6.75
  0 (direct)    326.75     4.00     3.00
  0 (direct)    333.75     4.00     5.50
  0 (direct)    343.25     4.00     4.50
  1 (profile)   351.75     4.00     4.25
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     1.25
  1 (profile)    13.25     4.00     1.50
  1 (profile)    18.75     4.00     3.50
  1 (profile)    26.25     4.00     4.75
  0 (direct)     35.00     4.00     5.50
  1 (profile)    44.50     4.00     2.00
  2 (control)    50.50     4.00     2.50
  1 (profile)    57.00     4.00     6.50
  1 (profile)    67.50     4.00     3.75
  1 (profile)    75.25     4.00     2.50
  2 (control)    81.75     4.00     2.75
  2 (control)    88.50     4.00     6.00
  0 (direct)     98.50     4.00     6.50
  0 (direct)    109.00     4.00     5.75
  0 (direct)    118.75     4.00     7.00
  1 (profile)   129.75     4.00     2.25
  1 (profile)   136.00     4.00     5.25
  1 (profile)   145.25     4.00     5.00
  2 (control)   154.25     4.00     2.25
  2 (control)   160.50     4.00     6.75
  0 (direct)    171.25     4.00     1.75
  0 (direct)    177.00     4.00     6.25
  0 (direct)    187.25     4.00     4.25
  2 (control)   195.50     4.00     6.25
  0 (direct)    205.75     4.00     5.75
  1 (profile)   215.50     4.00     4.25
  2 (control)   223.75     4.00     1.00
  2 (control)   228.75     4.00     1.00
  1 (profile)   233.75     4.00     5.25
  0 (direct)    243.00     4.00     5.50
  1 (profile)   252.50     4.00     7.00
  2 (control)   263.50     4.00     6.75
  2 (control)   274.25     4.00     2.75
  0 (direct)    281.00     4.00     3.00
  0 (direct)    288.00     4.00     3.50
  1 (profile)   295.50     4.00     3.75
  2 (control)   303.25     4.00     1.25
  2 (control)   308.50     4.00     4.50
  0 (direct)    317.00     4.00     1.75
  0 (direct)    322.75     4.00     1.50
  0 (direct)    328.25     4.00     3.00
  2 (control)   335.25     4.00     4.50
  2 (control)   343.75     4.00     3.25
  1 (profile)   351.00     4.00     5.00
  0 (direct)    360.00     4.00     0.00

