-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     3.00
  2 (control)    15.00     4.00     1.25
  1 (profile)    20.25     4.00     2.75
  1 (profile)    27.00     4.00     5.00
  2 (control)    36.00     4.00     6.50
  2 (control)    46.50     4.00     5.75
  1 (profile)    56.25     4.00     6.25
  2 (control)    66.50     4.00     2.50
  0 (direct)     73.00     4.00     1.00
  0 (direct)     78.00     4.00     5.75
  0 (direct)     87.75     4.00     4.25
  2 (control)    96.00     4.00     1.00
  2 (control)   101.00     4.00     5.00
  2 (control)   110.00     4.00     4.50
  1 (profile)   118.50     4.00     5.50
  2 (control)   128.00     4.00     6.75
  1 (profile)   138.75     4.00     6.50
  0 (direct)    149.25     4.00     3.75
  0 (direct)    157.00     4.00     7.00
  0 (direct)    168.00     4.00     4.50
  2 (control)   176.50     4.00     3.50
  2 (control)   184.00     4.00     6.25
  1 (profile)   194.25     4.00     4.75
  0 (direct)    203.00     4.00     2.00
  1 (profile)   209.00     4.00     3.25
  0 (direct)    216.25     4.00     5.50
  2 (control)   225.75     4.00     6.75
  1 (profile)   236.50     4.00     5.25
  0 (direct)    245.75     4.00     5.25
  0 (direct)    255.00     4.00     1.75
  2 (control)   260.75     4.00     6.00
  1 (profile)   270.75     4.00     3.00
  1 (profile)   277.75     4.00     1.50
  1 (profile)   283.25     4.00     7.00
  2 (control)   294.25     4.00     2.75
  1 (profile)   301.00     4.00     2.25
  1 (profile)   307.25     4.00     1.25
  2 (control)   312.50     4.00     2.50
  0 (direct)    319.00     4.00     1.50
  0 (direct)    324.50     4.00     2.25
  1 (profile)   330.75     4.00     3.75
  1 (profile)   338.50     4.00     1.75
  0 (direct)    344.25     4.00     3.50
  0 (direct)    351.75     4.00     4.25
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.75
  0 (direct)     13.75     4.00     3.50
  1 (profile)    21.25     4.00     5.50
  2 (control)    30.75     4.00     2.75
  2 (control)    37.50     4.00     2.75
  1 (profile)    44.25     4.00     5.00
  2 (control)    53.25     4.00     5.00
  1 (profile)    62.25     4.00     2.25
  2 (control)    68.50     4.00     3.50
  0 (direct)     76.00     4.00     1.75
  0 (direct)     81.75     4.00     6.50
  1 (profile)    92.25     4.00     1.25
  1 (profile)    97.50     4.00     4.50
  2 (control)   106.00     4.00     6.00
  1 (profile)   116.00     4.00     7.00
  0 (direct)    127.00     4.00     2.50
  2 (control)   133.50     4.00     6.75
  0 (direct)    144.25     4.00     6.25
  0 (direct)    154.50     4.00     4.25
  0 (direct)    162.75     4.00     5.50
  1 (profile)   172.25     4.00     5.25
  2 (control)   181.50     4.00     6.25
  0 (direct)    191.75     4.00     5.75
  1 (profile)   201.50     4.00     2.50
  1 (profile)   208.00     4.00     2.00
  2 (control)   214.00     4.00     5.75
  0 (direct)    223.75     4.00     1.00
  2 (control)   228.75     4.00     5.25
  2 (control)   238.00     4.00     3.00
  1 (profile)   245.00     4.00     3.75
  2 (control)   252.75     4.00     6.75
  0 (direct)    263.50     4.00     4.25
  0 (direct)    271.75     4.00     4.50
  0 (direct)    280.25     4.00     7.00
  1 (profile)   291.25     4.00     1.50
  1 (profile)   296.75     4.00     3.75
  2 (control)   304.50     4.00     2.25
  0 (direct)    310.75     4.00     3.00
  1 (profile)   317.75     4.00     3.25
  1 (profile)   325.00     4.00     1.00
  2 (control)   330.00     4.00     4.75
  0 (direct)    338.75     4.00     1.25
  2 (control)   344.00     4.00     1.50
  2 (control)   349.50     4.00     6.50
  1 (profile)   360.00     4.00     0.00

