-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.75
  1 (profile)    13.75     4.00     6.25
  0 (direct)     24.00     4.00     1.00
  2 (control)    29.00     4.00     2.75
  1 (profile)    35.75     4.00     3.50
  0 (direct)     43.25     4.00     6.50
  2 (control)    53.75     4.00     1.25
  1 (profile)    59.00     4.00     2.50
  0 (direct)     65.50     4.00     6.50
  2 (control)    76.00     4.00     4.25
  1 (profile)    84.25     4.00     3.00
  0 (direct)     91.25     4.00     6.25
  1 (profile)   101.50     4.00     4.25
  1 (profile)   109.75     4.00     3.75
  2 (control)   117.50     4.00     5.50
  2 (control)   127.00     4.00     2.00
  0 (direct)    133.00     4.00     5.50
  2 (control)   142.50     4.00     7.00
  2 (control)   153.50     4.00     2.25
  1 (profile)   159.75     4.00     3.75
  1 (profile)   167.50     4.00     7.00
  1 (profile)   178.50     4.00     3.50
  2 (control)   186.00     4.00     4.50
  1 (profile)   194.50     4.00     5.00
  0 (direct)    203.50     4.00     5.25
  0 (direct)    212.75     4.00     3.00
  1 (profile)   219.75     4.00     2.75
  2 (control)   226.50     4.00     2.25
  1 (profile)   232.75     4.00     4.75
  0 (direct)    241.50     4.00     1.25
  0 (direct)    246.75     4.00     5.75
  2 (control)   256.50     4.00     6.00
  2 (control)   266.50     4.00     1.75
  2 (control)   272.25     4.00     5.75
  0 (direct)    282.00     4.00     4.50
  0 (direct)    290.50     4.00     6.75
  2 (control)   301.25     4.00     1.50
  2 (control)   306.75     4.00     1.00
  0 (direct)    311.75     4.00     2.50
  2 (control)   318.25     4.00     1.50
  0 (direct)    323.75     4.00     5.25
  1 (profile)   333.00     4.00     6.75
  0 (direct)    343.75     4.00     3.25
  0 (direct)    351.00     4.00     5.00
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     3.00
  2 (control)    15.00     4.00     4.25
  2 (control)    23.25     4.00     2.50
  1 (profile)    29.75     4.00     4.50
  2 (control)    38.25     4.00     1.00
  0 (direct)     43.25     4.00     3.75
  2 (control)    51.00     4.00     1.75
  1 (profile)    56.75     4.00     3.50
  0 (direct)     64.25     4.00     1.00
  0 (direct)     69.25     4.00     6.00
  1 (profile)    79.25     4.00     5.25
  1 (profile)    88.50     4.00     3.25
  0 (direct)     95.75     4.00     5.75
  1 (profile)   105.50     4.00     3.50
  1 (profile)   113.00     4.00     5.25
  2 (control)   122.25     4.00     6.25
  1 (profile)   132.50     4.00     6.50
  2 (control)   143.00     4.00     5.00
  2 (control)   152.00     4.00     7.00
  2 (control)   163.00     4.00     2.50
  0 (direct)    169.50     4.00     3.00
  2 (control)   176.50     4.00     6.25
  1 (profile)   186.75     4.00     6.50
  1 (profile)   197.25     4.00     4.50
  0 (direct)    205.75     4.00     1.50
  0 (direct)    211.25     4.00     7.00
  1 (profile)   222.25     4.00     2.75
  0 (direct)    229.00     4.00     1.75
  2 (control)   234.75     4.00     5.50
  0 (direct)    244.25     4.00     1.25
  0 (direct)    249.50     4.00     5.00
  2 (control)   258.50     4.00     4.25
  1 (profile)   266.75     4.00     5.75
  0 (direct)    276.50     4.00     2.75
  0 (direct)    283.25     4.00     6.75
  0 (direct)    294.00     4.00     2.25
  2 (control)   300.25     4.00     5.50
  1 (profile)   309.75     4.00     3.75
  2 (control)   317.50     4.00     4.75
  0 (direct)    326.25     4.00     1.50
  1 (profile)   331.75     4.00     6.75
  0 (direct)    342.50     4.00     1.25
  1 (profile)   347.75     4.00     2.00
  2 (control)   353.75     4.00     2.25
  2 (control)   360.00     4.00     0.00

