-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     4.25
  2 (control)    16.25     4.00     1.50
  0 (direct)     21.75     4.00     1.00
  0 (direct)     26.75     4.00     2.25
  0 (direct)     33.00     4.00     6.00
  1 (profile)    43.00     4.00     7.00
  1 (profile)    54.00     4.00     4.25
  1 (profile)    62.25     4.00     1.25
  2 (control)    67.50     4.00     2.75
  0 (direct)     74.25     4.00     2.50
  0 (direct)     80.75     4.00     5.25
  0 (direct)     90.00     4.00     2.00
  2 (control)    96.00     4.00     4.75
  0 (direct)    104.75     4.00     5.50
  1 (profile)   114.25     4.00     6.25
  2 (control)   124.50     4.00     5.75
  1 (profile)   134.25     4.00     1.75
  0 (direct)    140.00     4.00     7.00
  0 (direct)    151.00     4.00     6.75
  1 (profile)   161.75     4.00     2.25
  2 (control)   168.00     4.00     1.50
  2 (control)   173.50     4.00     5.75
  0 (direct)    183.25     4.00     3.75
  1 (profile)   191.00     4.00     5.50
  2 (control)   200.50     4.00     2.75
  2 (control)   207.25     4.00     1.75
  0 (direct)    213.00     4.00     5.25
  1 (profile)   222.25     4.00     6.25
  2 (control)   232.50     4.00     5.00
  2 (control)   241.50     4.00     3.75
  1 (profile)   249.25     4.00     6.50
  0 (direct)    259.75     4.00     2.50
  1 (profile)   266.25     4.00     6.75
  1 (profile)   277.00     4.00     6.50
  0 (direct)    287.50     4.00     3.50
  1 (profile)   295.00     4.00     3.00
  2 (control)   302.00     4.00     5.00
  2 (control)   311.00     4.00     3.25
  2 (control)   318.25     4.00     1.25
  1 (profile)   323.50     4.00     1.00
  2 (control)   328.50     4.00     3.50
  0 (direct)    336.00     4.00     3.00
  0 (direct)    343.00     4.00     4.50
  2 (control)   351.50     4.00     4.50
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.50
  1 (profile)    13.50     4.00     4.75
  2 (control)    22.25     4.00     2.25
  2 (control)    28.50     4.00     5.25
  1 (profile)    37.75     4.00     1.00
  1 (profile)    42.75     4.00     1.25
  0 (direct)     48.00     4.00     3.75
  2 (control)    55.75     4.00     5.75
  0 (direct)     65.50     4.00     3.50
  1 (profile)    73.00     4.00     4.25
  0 (direct)     81.25     4.00     6.75
  1 (profile)    92.00     4.00     2.75
  2 (control)    98.75     4.00     6.50
  2 (control)   109.25     4.00     3.25
  0 (direct)    116.50     4.00     5.25
  1 (profile)   125.75     4.00     5.50
  1 (profile)   135.25     4.00     1.75
  2 (control)   141.00     4.00     6.00
  2 (control)   151.00     4.00     5.00
  2 (control)   160.00     4.00     7.00
  0 (direct)    171.00     4.00     5.50
  1 (profile)   180.50     4.00     1.75
  1 (profile)   186.25     4.00     2.50
  0 (direct)    192.75     4.00     4.25
  1 (profile)   201.00     4.00     1.00
  2 (control)   206.00     4.00     7.00
  2 (control)   217.00     4.00     2.50
  2 (control)   223.50     4.00     5.75
  1 (profile)   233.25     4.00     6.25
  0 (direct)    243.50     4.00     2.25
  0 (direct)    249.75     4.00     4.50
  2 (control)   258.25     4.00     2.75
  0 (direct)    265.00     4.00     6.75
  0 (direct)    275.75     4.00     6.25
  1 (profile)   286.00     4.00     3.75
  2 (control)   293.75     4.00     1.50
  2 (control)   299.25     4.00     6.50
  1 (profile)   309.75     4.00     5.00
  0 (direct)    318.75     4.00     3.00
  2 (control)   325.75     4.00     2.00
  1 (profile)   331.75     4.00     3.50
  1 (profile)   339.25     4.00     3.00
  0 (direct)    346.25     4.00     1.25
  0 (direct)    351.50     4.00     4.50
  0 (direct)    360.00     4.00     0.00

