-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.50
  2 (control)    13.50     4.00     2.75
  0 (direct)     20.25     4.00     1.25
  1 (profile)    25.50     4.00     1.00
  2 (control)    30.50     4.00     4.25
  0 (direct)     38.75     4.00     2.25
  1 (profile)    45.00     4.00     2.50
  2 (control)    51.50     4.00     3.00
  0 (direct)     58.50     4.00     2.50
  0 (direct)     65.00     4.00     2.00
  2 (control)    71.00     4.00     4.50
  2 (control)    79.50     4.00     5.50
  1 (profile)    89.00     4.00     6.75
  2 (control)    99.75     4.00     3.50
  0 (direct)    107.25     4.00     1.75
  1 (profile)   113.00     4.00     5.25
  1 (profile)   122.25     4.00     6.00
  1 (profile)   132.25     4.00     5.75
  2 (control)   142.00     4.00     1.75
  1 (profile)   147.75     4.00     5.00
  1 (profile)   156.75     4.00     6.25
  0 (direct)    167.00     4.00     5.00
  0 (direct)    176.00     4.00     3.25
  0 (direct)    183.25     4.00     6.50
  1 (profile)   193.75     4.00     1.25
  0 (direct)    199.00     4.00     1.00
  0 (direct)    204.00     4.00     4.25
  2 (control)   212.25     4.00     2.25
  2 (control)   218.50     4.00     5.50
  2 (control)   228.00     4.00     3.50
  0 (direct)    235.50     4.00     5.25
  1 (profile)   244.75     4.00     7.00
  1 (profile)   255.75     4.00     3.75
  2 (control)   263.50     4.00     7.00
  1 (profile)   274.50     4.00     6.75
  1 (profile)   285.25     4.00     3.00
  0 (direct)    292.25     4.00     1.50
  0 (direct)    297.75     4.00     6.50
  2 (control)   308.25     4.00     3.75
  2 (control)   316.00     4.00     6.25
  1 (profile)   326.25     4.00     4.75
  2 (control)   335.00     4.00     5.75
  1 (profile)   344.75     4.00     2.75
  2 (control)   351.50     4.00     4.50
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     1.75
  1 (profile)    13.75     4.00     6.50
  0 (direct)     24.25     4.00     1.50
  1 (profile)    29.75     4.00     5.25
  0 (direct)     39.00     4.00     2.25
  2 (control)    45.25     4.00     3.00
  2 (control)    52.25     4.00     1.25
  0 (direct)     57.50     4.00     5.75
  2 (control)    67.25     4.00     4.25
  0 (direct)     75.50     4.00     4.75
  0 (direct)     84.25     4.00     6.75
  0 (direct)     95.00     4.00     3.50
  2 (control)   102.50     4.00     2.25
  1 (profile)   108.75     4.00     3.25
  1 (profile)   116.00     4.00     5.50
  2 (control)   125.50     4.00     3.50
  0 (direct)    133.00     4.00     6.25
  2 (control)   143.25     4.00     5.00
  1 (profile)   152.25     4.00     2.50
  0 (direct)    158.75     4.00     1.00
  2 (control)   163.75     4.00     4.25
  0 (direct)    172.00     4.00     5.50
  1 (profile)   181.50     4.00     5.25
  2 (control)   190.75     4.00     2.50
  0 (direct)    197.25     4.00     4.50
  0 (direct)    205.75     4.00     6.75
  0 (direct)    216.50     4.00     2.75
  1 (profile)   223.25     4.00     2.75
  1 (profile)   230.00     4.00     2.00
  1 (profile)   236.00     4.00     6.00
  2 (control)   246.00     4.00     7.00
  2 (control)   257.00     4.00     5.00
  1 (profile)   266.00     4.00     1.50
  1 (profile)   271.50     4.00     7.00
  2 (control)   282.50     4.00     1.75
  1 (profile)   288.25     4.00     1.25
  2 (control)   293.50     4.00     1.00
  1 (profile)   298.50     4.00     3.75
  0 (direct)    306.25     4.00     6.50
  0 (direct)    316.75     4.00     5.75
  2 (control)   326.50     4.00     4.50
  2 (control)   335.00     4.00     6.25
  1 (profile)   345.25     4.00     3.00
  1 (profile)   352.25     4.00     3.75
  0 (direct)    360.00     4.00     0.00

