-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     2.75
  2 (control)    14.75     4.00     3.50
  1 (profile)    22.25     4.00     2.00
  2 (control)    28.25     4.00     1.50
  0 (direct)     33.75     4.00     2.25
  0 (direct)     40.00     4.00     2.75
  0 (direct)     46.75     4.00     3.50
  2 (control)    54.25     4.00     1.75
  1 (profile)    60.00     4.00     3.75
  2 (control)    67.75     4.00     6.00
  0 (direct)     77.75     4.00     1.00
  2 (control)    82.75     4.00     2.50
  0 (direct)     89.25     4.00     5.75
  2 (control)    99.00     4.00     5.75
  2 (control)   108.75     4.00     5.00
  2 (control)   117.75     4.00     6.50
  0 (direct)    128.25     4.00     1.00
  2 (control)   133.25     4.00     1.25
  1 (profile)   138.50     4.00     6.50
  0 (direct)    149.00     4.00     5.00
  0 (direct)    158.00     4.00     2.50
  0 (direct)    164.50     4.00     2.25
  1 (profile)   170.75     4.00     4.25
  0 (direct)    179.00     4.00     5.50
  0 (direct)    188.50     4.00     7.00
  1 (profile)   199.50     4.00     5.25
  2 (control)   208.75     4.00     6.25
  1 (profile)   219.00     4.00     3.75
  2 (control)   226.75     4.00     5.25
  2 (control)   236.00     4.00     4.25
  1 (profile)   244.25     4.00     4.50
  1 (profile)   252.75     4.00     5.50
  1 (profile)   262.25     4.00     6.75
  2 (control)   273.00     4.00     1.25
  1 (profile)   278.25     4.00     1.50
  1 (profile)   283.75     4.00     3.00
  1 (profile)   290.75     4.00     4.50
  2 (control)   299.25     4.00     6.25
  1 (profile)   309.50     4.00     3.25
  0 (direct)    316.75     4.00     7.00
  0 (direct)    327.75     4.00     3.00
  1 (profile)   334.75     4.00     6.75
  1 (profile)   345.50     4.00     4.75
  2 (control)   354.25     4.00     1.75
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.00
  2 (control)    13.00     4.00     3.50
  2 (control)    20.50     4.00     1.75
  0 (direct)     26.25     4.00     1.25
  2 (control)    31.50     4.00     4.75
  2 (control)    40.25     4.00     6.50
  1 (profile)    50.75     4.00     3.50
  1 (profile)    58.25     4.00     6.25
  1 (profile)    68.50     4.00     5.00
  0 (direct)     77.50     4.00     1.50
  0 (direct)     83.00     4.00     5.75
  2 (control)    92.75     4.00     2.75
  2 (control)    99.50     4.00     5.50
  2 (control)   109.00     4.00     6.75
  1 (profile)   119.75     4.00     5.25
  0 (direct)    129.00     4.00     6.50
  1 (profile)   139.50     4.00     5.25
  0 (direct)    148.75     4.00     7.00
  2 (control)   159.75     4.00     1.75
  1 (profile)   165.50     4.00     4.25
  0 (direct)    173.75     4.00     5.75
  0 (direct)    183.50     4.00     1.25
  0 (direct)    188.75     4.00     2.25
  2 (control)   195.00     4.00     3.25
  0 (direct)    202.25     4.00     4.50
  1 (profile)   210.75     4.00     6.00
  1 (profile)   220.75     4.00     3.00
  1 (profile)   227.75     4.00     3.00
  2 (control)   234.75     4.00     5.00
  2 (control)   243.75     4.00     5.50
  0 (direct)    253.25     4.00     3.75
  0 (direct)    261.00     4.00     2.00
  1 (profile)   267.00     4.00     4.50
  2 (control)   275.50     4.00     7.00
  2 (control)   286.50     4.00     3.75
  1 (profile)   294.25     4.00     2.50
  0 (direct)    300.75     4.00     2.75
  2 (control)   307.50     4.00     6.25
  1 (profile)   317.75     4.00     1.00
  1 (profile)   322.75     4.00     2.50
  2 (control)   329.25     4.00     1.50
  0 (direct)    334.75     4.00     4.25
  0 (direct)    343.00     4.00     2.25
  0 (direct)    349.25     4.00     6.75
  1 (profile)   360.00     4.00     0.00

