-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     2.75
  1 (profile)    14.75     4.00     1.75
  1 (profile)    20.50     4.00     1.00
  0 (direct)     25.50     4.00     3.75
  1 (profile)    33.25     4.00     3.00
  2 (control)    40.25     4.00     5.25
  2 (control)    49.50     4.00     1.50
  0 (direct)     55.00     4.00     3.75
  0 (direct)     62.75     4.00     1.25
  2 (control)    68.00     4.00     5.75
  0 (direct)     77.75     4.00     6.25
  0 (direct)     88.00     4.00     6.25
  1 (profile)    98.25     4.00     6.75
  2 (control)   109.00     4.00     5.25
  1 (profile)   118.25     4.00     4.25
  2 (control)   126.50     4.00     4.50
  0 (direct)    135.00     4.00     6.50
  0 (direct)    145.50     4.00     6.00
  2 (control)   155.50     4.00     2.25
  1 (profile)   161.75     4.00     4.50
  2 (control)   170.25     4.00     2.00
  2 (control)   176.25     4.00     5.00
  1 (profile)   185.25     4.00     5.00
  2 (control)   194.25     4.00     2.25
  0 (direct)    200.50     4.00     5.75
  0 (direct)    210.25     4.00     3.50
  1 (profile)   217.75     4.00     3.25
  2 (control)   225.00     4.00     2.50
  2 (control)   231.50     4.00     1.00
  0 (direct)    236.50     4.00     7.00
  2 (control)   247.50     4.00     1.25
  2 (control)   252.75     4.00     3.00
  1 (profile)   259.75     4.00     2.75
  1 (profile)   266.50     4.00     1.75
  1 (profile)   272.25     4.00     2.50
  0 (direct)    278.75     4.00     1.50
  1 (profile)   284.25     4.00     6.50
  2 (control)   294.75     4.00     5.50
  2 (control)   304.25     4.00     6.75
  0 (direct)    315.00     4.00     7.00
  0 (direct)    326.00     4.00     4.25
  0 (direct)    334.25     4.00     4.75
  1 (profile)   343.00     4.00     3.50
  1 (profile)   350.50     4.00     5.50
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     2.00
  1 (profile)    14.00     4.00     1.25
  2 (control)    19.25     4.00     1.00
  0 (direct)     24.25     4.00     2.25
  0 (direct)     30.50     4.00     3.50
  2 (control)    38.00     4.00     1.50
  1 (profile)    43.50     4.00     5.25
  2 (control)    52.75     4.00     5.25
  1 (profile)    62.00     4.00     3.00
  1 (profile)    69.00     4.00     6.75
  2 (control)    79.75     4.00     1.50
  0 (direct)     85.25     4.00     5.75
  2 (control)    95.00     4.00     1.75
  0 (direct)    100.75     4.00     3.75
  2 (control)   108.50     4.00     5.50
  0 (direct)    118.00     4.00     3.50
  0 (direct)    125.50     4.00     2.25
  2 (control)   131.75     4.00     3.00
  1 (profile)   138.75     4.00     5.50
  1 (profile)   148.25     4.00     7.00
  2 (control)   159.25     4.00     7.00
  0 (direct)    170.25     4.00     4.75
  0 (direct)    179.00     4.00     6.25
  0 (direct)    189.25     4.00     5.75
  1 (profile)   199.00     4.00     1.25
  2 (control)   204.25     4.00     2.50
  2 (control)   210.75     4.00     6.25
  0 (direct)    221.00     4.00     4.50
  1 (profile)   229.50     4.00     5.00
  2 (control)   238.50     4.00     6.50
  1 (profile)   249.00     4.00     6.50
  1 (profile)   259.50     4.00     3.25
  1 (profile)   266.75     4.00     5.00
  0 (direct)    275.75     4.00     1.00
  0 (direct)    280.75     4.00     2.75
  1 (profile)   287.50     4.00     2.50
  2 (control)   294.00     4.00     2.75
  1 (profile)   300.75     4.00     1.75
  2 (control)   306.50     4.00     6.00
  2 (control)   316.50     4.00     3.75
  0 (direct)    324.25     4.00     4.50
  1 (profile)   332.75     4.00     4.25
  1 (profile)   341.00     4.00     6.75
  2 (control)   351.75     4.00     4.25
  0 (direct)    360.00     4.00     0.00

