-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     4.50
  1 (profile)    16.50     4.00     2.00
  2 (control)    22.50     4.00     3.75
  2 (control)    30.25     4.00     2.25
  1 (profile)    36.50     4.00     3.00
  2 (control)    43.50     4.00     4.25
  0 (direct)     51.75     4.00     3.50
  0 (direct)     59.25     4.00     3.25
  0 (direct)     66.50     4.00     5.50
  2 (control)    76.00     4.00     2.50
  1 (profile)    82.50     4.00     5.75
  2 (control)    92.25     4.00     6.50
  0 (direct)    102.75     4.00     4.50
  2 (control)   111.25     4.00     3.75
  2 (control)   119.00     4.00     6.25
  2 (control)   129.25     4.00     6.25
  0 (direct)    139.50     4.00     7.00
  1 (profile)   150.50     4.00     1.00
  1 (profile)   155.50     4.00     1.75
  1 (profile)   161.25     4.00     1.25
  2 (control)   166.50     4.00     5.00
  0 (direct)    175.50     4.00     3.00
  1 (profile)   182.50     4.00     4.75
  0 (direct)    191.25     4.00     7.00
  0 (direct)    202.25     4.00     6.50
  0 (direct)    212.75     4.00     2.75
  1 (profile)   219.50     4.00     5.75
  0 (direct)    229.25     4.00     5.25
  1 (profile)   238.50     4.00     1.50
  2 (control)   244.00     4.00     3.50
  0 (direct)    251.50     4.00     2.50
  1 (profile)   258.00     4.00     2.25
  2 (control)   264.25     4.00     5.25
  2 (control)   273.50     4.00     1.25
  0 (direct)    278.75     4.00     1.00
  2 (control)   283.75     4.00     1.50
  2 (control)   289.25     4.00     2.75
  1 (profile)   296.00     4.00     4.25
  1 (profile)   304.25     4.00     6.00
  1 (profile)   314.25     4.00     6.75
  0 (direct)    325.00     4.00     1.75
  0 (direct)    330.75     4.00     6.75
  0 (direct)    341.50     4.00     5.00
  2 (control)   350.50     4.00     5.50
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     3.75
  1 (profile)    15.75     4.00     7.00
  0 (direct)     26.75     4.00     1.25
  1 (profile)    32.00     4.00     3.00
  1 (profile)    39.00     4.00     2.50
  2 (control)    45.50     4.00     1.25
  0 (direct)     50.75     4.00     1.00
  0 (direct)     55.75     4.00     3.00
  2 (control)    62.75     4.00     2.75
  0 (direct)     69.50     4.00     6.75
  2 (control)    80.25     4.00     6.25
  0 (direct)     90.50     4.00     3.25
  2 (control)    97.75     4.00     3.75
  2 (control)   105.50     4.00     5.25
  1 (profile)   114.75     4.00     4.25
  0 (direct)    123.00     4.00     2.75
  1 (profile)   129.75     4.00     5.50
  0 (direct)    139.25     4.00     2.50
  0 (direct)    145.75     4.00     3.50
  2 (control)   153.25     4.00     2.25
  0 (direct)    159.50     4.00     7.00
  1 (profile)   170.50     4.00     4.50
  2 (control)   179.00     4.00     4.25
  2 (control)   187.25     4.00     1.00
  2 (control)   192.25     4.00     1.75
  1 (profile)   198.00     4.00     5.75
  1 (profile)   207.75     4.00     6.75
  0 (direct)    218.50     4.00     2.25
  0 (direct)    224.75     4.00     2.00
  1 (profile)   230.75     4.00     4.50
  0 (direct)    239.25     4.00     3.50
  2 (control)   246.75     4.00     6.50
  2 (control)   257.25     4.00     6.00
  1 (profile)   267.25     4.00     6.50
  1 (profile)   277.75     4.00     6.25
  2 (control)   288.00     4.00     1.75
  2 (control)   293.75     4.00     5.00
  1 (profile)   302.75     4.00     1.50
  1 (profile)   308.25     4.00     5.50
  1 (profile)   317.75     4.00     5.75
  2 (control)   327.50     4.00     5.25
  0 (direct)    336.75     4.00     4.75
  0 (direct)    345.50     4.00     1.50
  2 (control)   351.00     4.00     5.00
  1 (profile)   360.00     4.00     0.00

