-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     3.75
  2 (control)    15.75     4.00     5.00
  0 (direct)     24.75     4.00     1.25
  0 (direct)     30.00     4.00     1.25
  0 (direct)     35.25     4.00     3.50
  1 (profile)    42.75     4.00     6.75
  2 (control)    53.50     4.00     3.25
  0 (direct)     60.75     4.00     2.00
  0 (direct)     66.75     4.00     6.25
  2 (control)    77.00     4.00     6.50
  2 (control)    87.50     4.00     4.50
  1 (profile)    96.00     4.00     2.75
  1 (profile)   102.75     4.00     5.75
  1 (profile)   112.50     4.00     5.25
  2 (control)   121.75     4.00     2.25
  2 (control)   128.00     4.00     1.50
  2 (control)   133.50     4.00     5.25
  0 (direct)    142.75     4.00     7.00
  1 (profile)   153.75     4.00     3.00
  2 (control)   160.75     4.00     5.50
  1 (profile)   170.25     4.00     7.00
  1 (profile)   181.25     4.00     1.50
  2 (control)   186.75     4.00     1.00
  2 (control)   191.75     4.00     5.00
  1 (profile)   200.75     4.00     2.50
  2 (control)   207.25     4.00     4.50
  1 (profile)   215.75     4.00     6.25
  0 (direct)    226.00     4.00     5.75
  1 (profile)   235.75     4.00     6.00
  0 (direct)    245.75     4.00     6.50
  2 (control)   256.25     4.00     2.50
  0 (direct)    262.75     4.00     4.25
  0 (direct)    271.00     4.00     1.75
  0 (direct)    276.75     4.00     4.25
  1 (profile)   285.00     4.00     6.75
  0 (direct)    295.75     4.00     1.75
  0 (direct)    301.50     4.00     3.75
  2 (control)   309.25     4.00     2.75
  0 (direct)    316.00     4.00     2.25
  1 (profile)   322.25     4.00     3.50
  0 (direct)    329.75     4.00     1.00
  1 (profile)   334.75     4.00     5.50
  1 (profile)   344.25     4.00     4.75
  2 (control)   353.00     4.00     3.00
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     2.00
  0 (direct)     14.00     4.00     5.25
  2 (control)    23.25     4.00     2.75
  1 (profile)    30.00     4.00     6.75
  0 (direct)     40.75     4.00     4.50
  0 (direct)     49.25     4.00     2.50
  1 (profile)    55.75     4.00     3.00
  1 (profile)    62.75     4.00     5.00
  2 (control)    71.75     4.00     2.25
  2 (control)    78.00     4.00     5.25
  0 (direct)     87.25     4.00     6.00
  0 (direct)     97.25     4.00     3.25
  1 (profile)   104.50     4.00     6.75
  0 (direct)    115.25     4.00     4.25
  0 (direct)    123.50     4.00     3.75
  2 (control)   131.25     4.00     1.00
  2 (control)   136.25     4.00     2.25
  2 (control)   142.50     4.00     4.50
  1 (profile)   151.00     4.00     2.75
  0 (direct)    157.75     4.00     3.75
  2 (control)   165.50     4.00     7.00
  0 (direct)    176.50     4.00     5.75
  1 (profile)   186.25     4.00     6.25
  1 (profile)   196.50     4.00     6.50
  0 (direct)    207.00     4.00     5.75
  1 (profile)   216.75     4.00     1.75
  2 (control)   222.50     4.00     1.75
  2 (control)   228.25     4.00     1.50
  2 (control)   233.75     4.00     1.50
  1 (profile)   239.25     4.00     3.00
  2 (control)   246.25     4.00     1.25
  1 (profile)   251.50     4.00     7.00
  0 (direct)    262.50     4.00     6.50
  1 (profile)   273.00     4.00     5.50
  0 (direct)    282.50     4.00     6.25
  0 (direct)    292.75     4.00     4.25
  1 (profile)   301.00     4.00     1.00
  1 (profile)   306.00     4.00     2.50
  2 (control)   312.50     4.00     5.00
  2 (control)   321.50     4.00     3.50
  1 (profile)   329.00     4.00     4.75
  0 (direct)    337.75     4.00     3.50
  2 (control)   345.25     4.00     1.25
  2 (control)   350.50     4.00     5.50
  0 (direct)    360.00     4.00     0.00

