-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     6.00
  2 (control)    18.00     4.00     1.00
  1 (profile)    23.00     4.00     1.50
  2 (control)    28.50     4.00     2.75
  2 (control)    35.25     4.00     3.75
  2 (control)    43.00     4.00     2.50
  1 (profile)    49.50     4.00     4.25
  0 (direct)     57.75     4.00     3.00
  2 (control)    64.75     4.00     1.75
  0 (direct)     70.50     4.00     5.00
  0 (direct)     79.50     4.00     2.50
  0 (direct)     86.00     4.00     3.25
  1 (profile)    93.25     4.00     6.50
  1 (profile)   103.75     4.00     7.00
  0 (direct)    114.75     4.00     5.50
  1 (profile)   124.25     4.00     1.25
  1 (profile)   129.50     4.00     6.25
  1 (profile)   139.75     4.00     1.00
  2 (control)   144.75     4.00     5.75
  0 (direct)    154.50     4.00     2.25
  0 (direct)    160.75     4.00     5.00
  2 (control)   169.75     4.00     1.50
  2 (control)   175.25     4.00     6.50
  1 (profile)   185.75     4.00     6.75
  0 (direct)    196.50     4.00     5.50
  1 (profile)   206.00     4.00     3.50
  0 (direct)    213.50     4.00     5.25
  2 (control)   222.75     4.00     4.50
  0 (direct)    231.25     4.00     4.25
  1 (profile)   239.50     4.00     2.00
  1 (profile)   245.50     4.00     3.75
  2 (control)   253.25     4.00     6.25
  1 (profile)   263.50     4.00     2.75
  0 (direct)    270.25     4.00     6.75
  0 (direct)    281.00     4.00     2.25
  1 (profile)   287.25     4.00     5.25
  2 (control)   296.50     4.00     4.75
  0 (direct)    305.25     4.00     4.50
  0 (direct)    313.75     4.00     3.50
  1 (profile)   321.25     4.00     1.75
  2 (control)   327.00     4.00     3.00
  2 (control)   334.00     4.00     7.00
  2 (control)   345.00     4.00     5.75
  0 (direct)    354.75     4.00     1.25
  1 (profile)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     2.75
  0 (direct)     14.75     4.00     4.75
  1 (profile)    23.50     4.00     2.75
  1 (profile)    30.25     4.00     1.50
  0 (direct)     35.75     4.00     3.00
  2 (control)    42.75     4.00     4.25
  0 (direct)     51.00     4.00     6.75
  1 (profile)    61.75     4.00     1.00
  1 (profile)    66.75     4.00     5.75
  0 (direct)     76.50     4.00     1.75
  0 (direct)     82.25     4.00     1.75
  0 (direct)     88.00     4.00     5.25
  1 (profile)    97.25     4.00     3.75
  2 (control)   105.00     4.00     4.25
  2 (control)   113.25     4.00     5.00
  1 (profile)   122.25     4.00     6.25
  0 (direct)    132.50     4.00     5.50
  1 (profile)   142.00     4.00     3.50
  2 (control)   149.50     4.00     2.25
  0 (direct)    155.75     4.00     4.50
  1 (profile)   164.25     4.00     2.50
  0 (direct)    170.75     4.00     1.25
  1 (profile)   176.00     4.00     1.25
  1 (profile)   181.25     4.00     3.75
  2 (control)   189.00     4.00     5.00
  1 (profile)   198.00     4.00     7.00
  2 (control)   209.00     4.00     5.50
  2 (control)   218.50     4.00     6.75
  2 (control)   229.25     4.00     3.50
  1 (profile)   236.75     4.00     2.50
  1 (profile)   243.25     4.00     7.00
  2 (control)   254.25     4.00     5.75
  2 (control)   264.00     4.00     6.50
  0 (direct)    274.50     4.00     3.00
  2 (control)   281.50     4.00     2.00
  1 (profile)   287.50     4.00     2.25
  0 (direct)    293.75     4.00     1.00
  0 (direct)    298.75     4.00     5.25
  2 (control)   308.00     4.00     1.50
  2 (control)   313.50     4.00     6.25
  0 (direct)    323.75     4.00     4.50
  0 (direct)    332.25     4.00     6.50
  0 (direct)    342.75     4.00     3.25
  1 (profile)   350.00     4.00     6.00
  2 (control)   360.00     4.00     0.00

