-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     8.00     4.00     2.25
  1 (profile)    14.25     4.00     1.00
  1 (profile)    19.25     4.00     3.25
  0 (direct)     26.50     4.00     1.25
  0 (direct)     31.75     4.00     6.00
  0 (direct)     41.75     4.00     4.25
  1 (profile)    50.00     4.00     1.75
  2 (control)    55.75     4.00     1.00
  0 (direct)     60.75     4.00     1.50
  0 (direct)     66.25     4.00     2.50
  2 (control)    72.75     4.00     5.50
  2 (control)    82.25     4.00     3.00
  0 (direct)     89.25     4.00     4.50
  1 (profile)    97.75     4.00     5.00
  2 (control)   106.75     4.00     1.75
  0 (direct)    112.50     4.00     4.75
  2 (control)   121.25     4.00     2.75
  2 (control)   128.00     4.00     5.50
  2 (control)   137.50     4.00     2.25
  1 (profile)   143.75     4.00     5.75
  1 (profile)   153.50     4.00     4.25
  2 (control)   161.75     4.00     3.00
  1 (profile)   168.75     4.00     5.75
  1 (profile)   178.50     4.00     6.50
  0 (direct)    189.00     4.00     5.25
  0 (direct)    198.25     4.00     6.25
  1 (profile)   208.50     4.00     3.75
  1 (profile)   216.25     4.00     6.25
  2 (control)   226.50     4.00     2.75
  2 (control)   233.25     4.00     1.50
  2 (control)   238.75     4.00     6.50
  1 (profile)   249.25     4.00     7.00
  0 (direct)    260.25     4.00     1.25
  2 (control)   265.50     4.00     5.25
  0 (direct)    274.75     4.00     2.00
  0 (direct)    280.75     4.00     2.50
  0 (direct)    287.25     4.00     7.00
  1 (profile)   298.25     4.00     6.75
  2 (control)   309.00     4.00     3.50
  1 (profile)   316.50     4.00     6.75
  0 (direct)    327.25     4.00     4.50
  2 (control)   335.75     4.00     3.50
  1 (profile)   343.25     4.00     5.00
  1 (profile)   352.25     4.00     3.75
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     4.25
  0 (direct)     16.25     4.00     5.75
  2 (control)    26.00     4.00     3.00
  2 (control)    33.00     4.00     1.00
  0 (direct)     38.00     4.00     1.50
  0 (direct)     43.50     4.00     5.25
  0 (direct)     52.75     4.00     5.50
  2 (control)    62.25     4.00     2.00
  1 (profile)    68.25     4.00     7.00
  2 (control)    79.25     4.00     1.25
  0 (direct)     84.50     4.00     3.25
  0 (direct)     91.75     4.00     3.00
  2 (control)    98.75     4.00     4.50
  0 (direct)    107.25     4.00     2.50
  1 (profile)   113.75     4.00     5.25
  1 (profile)   123.00     4.00     1.25
  2 (control)   128.25     4.00     6.75
  0 (direct)    139.00     4.00     6.50
  2 (control)   149.50     4.00     2.75
  2 (control)   156.25     4.00     1.75
  2 (control)   162.00     4.00     7.00
  0 (direct)    173.00     4.00     6.00
  0 (direct)    183.00     4.00     4.25
  1 (profile)   191.25     4.00     5.75
  1 (profile)   201.00     4.00     3.75
  1 (profile)   208.75     4.00     4.75
  2 (control)   217.50     4.00     6.25
  2 (control)   227.75     4.00     5.50
  2 (control)   237.25     4.00     5.00
  1 (profile)   246.25     4.00     1.75
  0 (direct)    252.00     4.00     2.75
  1 (profile)   258.75     4.00     1.00
  1 (profile)   263.75     4.00     2.25
  1 (profile)   270.00     4.00     6.75
  0 (direct)    280.75     4.00     6.25
  1 (profile)   291.00     4.00     3.50
  1 (profile)   298.50     4.00     5.00
  1 (profile)   307.50     4.00     6.50
  2 (control)   318.00     4.00     3.75
  2 (control)   325.75     4.00     3.50
  1 (profile)   333.25     4.00     1.50
  1 (profile)   338.75     4.00     4.50
  2 (control)   347.25     4.00     2.50
  0 (direct)    353.75     4.00     2.25
  0 (direct)    360.00     4.00     0.00

