-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     5.25
  0 (direct)     17.25     4.00     1.00
  1 (profile)    22.25     4.00     2.25
  0 (direct)     28.50     4.00     2.50
  0 (direct)     35.00     4.00     3.25
  0 (direct)     42.25     4.00     7.00
  2 (control)    53.25     4.00     3.00
  2 (control)    60.25     4.00     4.25
  2 (control)    68.50     4.00     6.25
  1 (profile)    78.75     4.00     5.75
  2 (control)    88.50     4.00     2.50
  1 (profile)    95.00     4.00     3.50
  1 (profile)   102.50     4.00     6.50
  1 (profile)   113.00     4.00     1.75
  2 (control)   118.75     4.00     1.00
  0 (direct)    123.75     4.00     3.75
  1 (profile)   131.50     4.00     5.50
  2 (control)   141.00     4.00     4.25
  1 (profile)   149.25     4.00     1.50
  2 (control)   154.75     4.00     1.75
  0 (direct)    160.50     4.00     5.00
  0 (direct)    169.50     4.00     5.00
  0 (direct)    178.50     4.00     6.50
  2 (control)   189.00     4.00     4.75
  1 (profile)   197.75     4.00     6.25
  0 (direct)    208.00     4.00     6.75
  2 (control)   218.75     4.00     5.50
  0 (direct)    228.25     4.00     3.00
  1 (profile)   235.25     4.00     5.75
  0 (direct)    245.00     4.00     7.00
  1 (profile)   256.00     4.00     1.50
  1 (profile)   261.50     4.00     4.50
  0 (direct)    270.00     4.00     3.75
  2 (control)   277.75     4.00     2.75
  2 (control)   284.50     4.00     2.75
  2 (control)   291.25     4.00     6.00
  1 (profile)   301.25     4.00     2.25
  0 (direct)    307.50     4.00     2.00
  2 (control)   313.50     4.00     3.50
  2 (control)   321.00     4.00     1.25
  1 (profile)   326.25     4.00     4.50
  2 (control)   334.75     4.00     5.25
  1 (profile)   344.00     4.00     1.25
  0 (direct)    349.25     4.00     6.75
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     3.75
  2 (control)    15.75     4.00     5.00
  2 (control)    24.75     4.00     5.50
  2 (control)    34.25     4.00     1.75
  0 (direct)     40.00     4.00     2.00
  0 (direct)     46.00     4.00     3.75
  1 (profile)    53.75     4.00     5.50
  1 (profile)    63.25     4.00     4.50
  1 (profile)    71.75     4.00     1.00
  2 (control)    76.75     4.00     1.25
  0 (direct)     82.00     4.00     6.75
  1 (profile)    92.75     4.00     3.00
  0 (direct)     99.75     4.00     6.25
  1 (profile)   110.00     4.00     7.00
  1 (profile)   121.00     4.00     3.50
  2 (control)   128.50     4.00     6.50
  1 (profile)   139.00     4.00     3.50
  0 (direct)    146.50     4.00     6.25
  0 (direct)    156.75     4.00     1.75
  2 (control)   162.50     4.00     5.25
  0 (direct)    171.75     4.00     5.75
  2 (control)   181.50     4.00     3.00
  2 (control)   188.50     4.00     2.25
  2 (control)   194.75     4.00     6.00
  0 (direct)    204.75     4.00     3.25
  0 (direct)    212.00     4.00     2.50
  0 (direct)    218.50     4.00     5.00
  1 (profile)   227.50     4.00     4.75
  2 (control)   236.25     4.00     5.75
  0 (direct)    246.00     4.00     4.25
  2 (control)   254.25     4.00     6.75
  1 (profile)   265.00     4.00     2.25
  1 (profile)   271.25     4.00     2.75
  2 (control)   278.00     4.00     1.50
  0 (direct)    283.50     4.00     1.00
  2 (control)   288.50     4.00     1.50
  2 (control)   294.00     4.00     4.50
  1 (profile)   302.50     4.00     4.25
  0 (direct)    310.75     4.00     2.75
  1 (profile)   317.50     4.00     6.50
  0 (direct)    328.00     4.00     7.00
  2 (control)   339.00     4.00     1.25
  1 (profile)   344.25     4.00     2.50
  1 (profile)   350.75     4.00     5.25
  1 (profile)   360.00     4.00     0.00

