-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.50
  1 (profile)    13.50     4.00     2.50
  1 (profile)    20.00     4.00     1.25
  1 (profile)    25.25     4.00     4.50
  2 (control)    33.75     4.00     6.75
  1 (profile)    44.50     4.00     5.50
  0 (direct)     54.00     4.00     4.50
  0 (direct)     62.50     4.00     3.75
  1 (profile)    70.25     4.00     6.25
  2 (control)    80.50     4.00     3.50
  2 (control)    88.00     4.00     2.50
  1 (profile)    94.50     4.00     5.25
  1 (profile)   103.75     4.00     6.50
  1 (profile)   114.25     4.00     2.00
  0 (direct)    120.25     4.00     6.25
  2 (control)   130.50     4.00     3.00
  2 (control)   137.50     4.00     1.75
  1 (profile)   143.25     4.00     4.25
  0 (direct)    151.50     4.00     5.00
  1 (profile)   160.50     4.00     2.25
  2 (control)   166.75     4.00     1.75
  2 (control)   172.50     4.00     5.75
  2 (control)   182.25     4.00     5.50
  1 (profile)   191.75     4.00     6.75
  2 (control)   202.50     4.00     2.25
  2 (control)   208.75     4.00     3.25
  0 (direct)    216.00     4.00     6.50
  2 (control)   226.50     4.00     2.75
  1 (profile)   233.25     4.00     5.00
  0 (direct)    242.25     4.00     6.00
  0 (direct)    252.25     4.00     3.50
  0 (direct)    259.75     4.00     4.25
  1 (profile)   268.00     4.00     2.75
  0 (direct)    274.75     4.00     5.25
  0 (direct)    284.00     4.00     1.00
  2 (control)   289.00     4.00     3.75
  2 (control)   296.75     4.00     3.00
  2 (control)   303.75     4.00     7.00
  0 (direct)    314.75     4.00     7.00
  0 (direct)    325.75     4.00     1.50
  2 (control)   331.25     4.00     1.25
  1 (profile)   336.50     4.00     4.75
  1 (profile)   345.25     4.00     5.75
  0 (direct)    355.00     4.00     1.00
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.50
  0 (direct)     13.50     4.00     1.75
  2 (control)    19.25     4.00     1.75
  1 (profile)    25.00     4.00     1.50
  2 (control)    30.50     4.00     6.25
  1 (profile)    40.75     4.00     5.00
  1 (profile)    49.75     4.00     6.25
  2 (control)    60.00     4.00     5.00
  2 (control)    69.00     4.00     1.00
  2 (control)    74.00     4.00     5.50
  1 (profile)    83.50     4.00     3.75
  2 (control)    91.25     4.00     4.50
  1 (profile)    99.75     4.00     5.25
  0 (direct)    109.00     4.00     4.25
  2 (control)   117.25     4.00     4.25
  2 (control)   125.50     4.00     5.75
  0 (direct)    135.25     4.00     2.75
  2 (control)   142.00     4.00     6.75
  2 (control)   152.75     4.00     2.50
  1 (profile)   159.25     4.00     1.00
  0 (direct)    164.25     4.00     2.25
  1 (profile)   170.50     4.00     5.25
  0 (direct)    179.75     4.00     3.00
  1 (profile)   186.75     4.00     6.50
  0 (direct)    197.25     4.00     3.25
  0 (direct)    204.50     4.00     3.50
  2 (control)   212.00     4.00     3.75
  0 (direct)    219.75     4.00     3.00
  0 (direct)    226.75     4.00     6.50
  0 (direct)    237.25     4.00     2.50
  1 (profile)   243.75     4.00     6.75
  2 (control)   254.50     4.00     5.50
  0 (direct)    264.00     4.00     4.50
  0 (direct)    272.50     4.00     7.00
  1 (profile)   283.50     4.00     1.25
  1 (profile)   288.75     4.00     2.75
  2 (control)   295.50     4.00     1.25
  0 (direct)    300.75     4.00     2.00
  1 (profile)   306.75     4.00     6.00
  1 (profile)   316.75     4.00     5.75
  1 (profile)   326.50     4.00     7.00
  2 (control)   337.50     4.00     3.50
  2 (control)   345.00     4.00     4.75
  0 (direct)    353.75     4.00     2.25
  0 (direct)    360.00     4.00     0.00

