-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      8.00     4.00     1.75
  0 (direct)     13.75     4.00     4.50
  2 (control)    22.25     4.00     3.75
  2 (control)    30.00     4.00     6.50
  2 (control)    40.50     4.00     1.25
  0 (direct)     45.75     4.00     3.00
  2 (control)    52.75     4.00     1.00
  1 (profile)    57.75     4.00     5.25
  2 (control)    67.00     4.00     2.75
  2 (control)    73.75     4.00     7.00
  0 (direct)     84.75     4.00     3.00
  0 (direct)     91.75     4.00     6.00
  0 (direct)    101.75     4.00     2.75
  1 (profile)   108.50     4.00     3.75
  2 (control)   116.25     4.00     5.25
  1 (profile)   125.50     4.00     2.00
  1 (profile)   131.50     4.00     4.75
  2 (control)   140.25     4.00     6.75
  2 (control)   151.00     4.00     1.50
  1 (profile)   156.50     4.00     6.75
  2 (control)   167.25     4.00     5.75
  0 (direct)    177.00     4.00     4.25
  2 (control)   185.25     4.00     1.25
  2 (control)   190.50     4.00     5.75
  0 (direct)    200.25     4.00     2.50
  0 (direct)    206.75     4.00     5.50
  1 (profile)   216.25     4.00     3.25
  2 (control)   223.50     4.00     2.25
  0 (direct)    229.75     4.00     5.00
  0 (direct)    238.75     4.00     3.50
  1 (profile)   246.25     4.00     4.50
  1 (profile)   254.75     4.00     1.75
  1 (profile)   260.50     4.00     4.25
  0 (direct)    268.75     4.00     6.50
  1 (profile)   279.25     4.00     6.25
  1 (profile)   289.50     4.00     1.50
  0 (direct)    295.00     4.00     6.25
  0 (direct)    305.25     4.00     7.00
  1 (profile)   316.25     4.00     3.50
  1 (profile)   323.75     4.00     2.50
  1 (profile)   330.25     4.00     5.50
  2 (control)   339.75     4.00     1.00
  2 (control)   344.75     4.00     2.25
  1 (profile)   351.00     4.00     5.00
  0 (direct)    360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     5.00
  0 (direct)     17.00     4.00     1.00
  2 (control)    22.00     4.00     2.25
  0 (direct)     28.25     4.00     4.50
  1 (profile)    36.75     4.00     4.25
  2 (control)    45.00     4.00     4.50
  2 (control)    53.50     4.00     3.00
  1 (profile)    60.50     4.00     3.75
  1 (profile)    68.25     4.00     5.75
  1 (profile)    78.00     4.00     3.50
  0 (direct)     85.50     4.00     6.50
  2 (control)    96.00     4.00     2.00
  1 (profile)   102.00     4.00     3.75
  2 (control)   109.75     4.00     2.75
  0 (direct)    116.50     4.00     7.00
  1 (profile)   127.50     4.00     1.25
  0 (direct)    132.75     4.00     2.50
  1 (profile)   139.25     4.00     1.00
  1 (profile)   144.25     4.00     6.50
  0 (direct)    154.75     4.00     5.75
  2 (control)   164.50     4.00     6.00
  2 (control)   174.50     4.00     6.25
  2 (control)   184.75     4.00     7.00
  0 (direct)    195.75     4.00     5.50
  2 (control)   205.25     4.00     6.75
  1 (profile)   216.00     4.00     4.75
  0 (direct)    224.75     4.00     1.50
  0 (direct)    230.25     4.00     6.75
  2 (control)   241.00     4.00     1.25
  0 (direct)    246.25     4.00     2.50
  1 (profile)   252.75     4.00     4.25
  0 (direct)    261.00     4.00     3.25
  0 (direct)    268.25     4.00     2.75
  1 (profile)   275.00     4.00     6.25
  2 (control)   285.25     4.00     2.25
  2 (control)   291.50     4.00     1.75
  0 (direct)    297.25     4.00     3.50
  1 (profile)   304.75     4.00     1.50
  2 (control)   310.25     4.00     5.25
  1 (profile)   319.50     4.00     5.00
  2 (control)   328.50     4.00     1.75
  0 (direct)    334.25     4.00     5.50
  1 (profile)   343.75     4.00     5.25
  2 (control)   353.00     4.00     3.00
  0 (direct)    360.00     4.00     0.00

