-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.75
  1 (profile)    13.75     4.00     1.50
  1 (profile)    19.25     4.00     1.25
  0 (direct)     24.50     4.00     2.25
  1 (profile)    30.75     4.00     4.50
  0 (direct)     39.25     4.00     5.75
  1 (profile)    49.00     4.00     1.25
  2 (control)    54.25     4.00     3.75
  2 (control)    62.00     4.00     2.00
  1 (profile)    68.00     4.00     5.00
  2 (control)    77.00     4.00     4.25
  2 (control)    85.25     4.00     1.50
  0 (direct)     90.75     4.00     5.25
  1 (profile)   100.00     4.00     5.50
  0 (direct)    109.50     4.00     6.50
  1 (profile)   120.00     4.00     2.50
  0 (direct)    126.50     4.00     5.75
  1 (profile)   136.25     4.00     4.50
  0 (direct)    144.75     4.00     3.75
  0 (direct)    152.50     4.00     7.00
  0 (direct)    163.50     4.00     6.00
  2 (control)   173.50     4.00     2.50
  1 (profile)   180.00     4.00     6.75
  1 (profile)   190.75     4.00     1.75
  2 (control)   196.50     4.00     5.50
  2 (control)   206.00     4.00     6.75
  1 (profile)   216.75     4.00     3.00
  0 (direct)    223.75     4.00     2.75
  0 (direct)    230.50     4.00     2.25
  2 (control)   236.75     4.00     3.25
  0 (direct)    244.00     4.00     1.00
  2 (control)   249.00     4.00     1.00
  0 (direct)    254.00     4.00     5.25
  2 (control)   263.25     4.00     6.50
  2 (control)   273.75     4.00     2.75
  2 (control)   280.50     4.00     4.75
  1 (profile)   289.25     4.00     3.50
  1 (profile)   296.75     4.00     4.25
  0 (direct)    305.00     4.00     3.50
  2 (control)   312.50     4.00     6.25
  1 (profile)   322.75     4.00     6.25
  2 (control)   333.00     4.00     5.00
  0 (direct)    342.00     4.00     7.00
  0 (direct)    353.00     4.00     3.00
  2 (control)   360.00     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     8.00     4.00     1.00
  2 (control)    13.00     4.00     4.50
  2 (control)    21.50     4.00     3.00
  0 (direct)     28.50     4.00     5.25
  2 (control)    37.75     4.00     2.75
  0 (direct)     44.50     4.00     4.25
  0 (direct)     52.75     4.00     3.75
  1 (profile)    60.50     4.00     1.75
  1 (profile)    66.25     4.00     3.50
  2 (control)    73.75     4.00     6.25
  0 (direct)     84.00     4.00     5.75
  1 (profile)    93.75     4.00     6.50
  2 (control)   104.25     4.00     5.25
  0 (direct)    113.50     4.00     3.00
  1 (profile)   120.50     4.00     5.00
  1 (profile)   129.50     4.00     4.50
  2 (control)   138.00     4.00     2.00
  2 (control)   144.00     4.00     1.00
  0 (direct)    149.00     4.00     3.75
  2 (control)   156.75     4.00     2.25
  2 (control)   163.00     4.00     5.50
  0 (direct)    172.50     4.00     7.00
  1 (profile)   183.50     4.00     6.00
  2 (control)   193.50     4.00     6.75
  0 (direct)    204.25     4.00     1.75
  1 (profile)   210.00     4.00     1.50
  2 (control)   215.50     4.00     2.25
  1 (profile)   221.75     4.00     2.50
  0 (direct)    228.25     4.00     3.50
  1 (profile)   235.75     4.00     2.50
  0 (direct)    242.25     4.00     7.00
  0 (direct)    253.25     4.00     3.25
  1 (profile)   260.50     4.00     1.50
  1 (profile)   266.00     4.00     5.75
  1 (profile)   275.75     4.00     6.75
  0 (direct)    286.50     4.00     4.25
  2 (control)   294.75     4.00     5.00
  1 (profile)   303.75     4.00     4.75
  2 (control)   312.50     4.00     1.25
  0 (direct)    317.75     4.00     1.25
  0 (direct)    323.00     4.00     6.50
  2 (control)   333.50     4.00     6.25
  2 (control)   343.75     4.00     5.50
  1 (profile)   353.25     4.00     2.75
  0 (direct)    360.00     4.00     0.00

