-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     5.75
  0 (anger)      19.75     6.00     6.25
  0 (anger)      32.00     6.00     2.25
  0 (anger)      40.25     6.00     2.00
  0 (anger)      48.25     6.00     3.75
  0 (anger)      58.00     6.00     3.25
  0 (anger)      67.25     6.00     5.25
  0 (anger)      78.50     6.00     3.00
  0 (anger)      87.50     6.00     2.50
  0 (anger)      96.00     6.00     2.25
  1 (disgust)   104.25     6.00     4.00
  0 (anger)     114.25     6.00     4.25
  0 (anger)     124.50     6.00     5.50
  0 (anger)     136.00     6.00     4.50
  1 (disgust)   146.50     6.00     2.50
  0 (anger)     155.00     6.00     2.75
  1 (disgust)   163.75     6.00     2.00
  0 (anger)     171.75     6.00     3.75
  0 (anger)     181.50     6.00     3.00
  0 (anger)     190.50     6.00     6.50
  1 (disgust)   203.00     6.00     3.75
  1 (disgust)   212.75     6.00     3.50
  1 (disgust)   222.25     6.00     4.75
  1 (disgust)   233.00     6.00     4.75
  0 (anger)     243.75     6.00     2.75
  1 (disgust)   252.50     6.00     5.00
  0 (anger)     263.50     6.00     2.25
  0 (anger)     271.75     6.00     2.50
  0 (anger)     280.25     6.00     3.25
  1 (disgust)   289.50     6.00     4.50
  0 (anger)     300.00     6.00     2.25
  0 (anger)     308.25     6.00     3.25
  1 (disgust)   317.50     6.00     2.50
  1 (disgust)   326.00     6.00     8.00
  0 (anger)     340.00     6.00     6.75
  1 (disgust)   352.75     6.00     2.50
  1 (disgust)   361.25     6.00     8.50
  1 (disgust)   375.75     6.00     7.00
  0 (anger)     388.75     6.00     7.50
  1 (disgust)   402.25     6.00     4.25
  1 (disgust)   412.50     6.00     3.00
  1 (disgust)   421.50     6.00     5.50
  0 (anger)     433.00     6.00     3.50
  0 (anger)     442.50     6.00     4.00
  1 (disgust)   452.50     6.00     3.50
  1 (disgust)   462.00     6.00     2.25
  1 (disgust)   470.25     6.00     2.75
  1 (disgust)   479.00     6.00     3.00
  0 (anger)     488.00     6.00     5.00
  0 (anger)     499.00     6.00     3.75
  0 (anger)     508.75     6.00     2.50
  1 (disgust)   517.25     6.00     9.50
  1 (disgust)   532.75     6.00     2.25
  1 (disgust)   541.00     6.00     2.00
  0 (anger)     549.00     6.00     3.25
  0 (anger)     558.25     6.00     6.00
  0 (anger)     570.25     6.00     4.25
  1 (disgust)   580.50     6.00     2.75
  1 (disgust)   589.25     6.00     2.75
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.25
  0 (anger)      17.25     6.00     2.50
  0 (anger)      25.75     6.00     2.00
  0 (anger)      33.75     6.00     7.00
  1 (disgust)    46.75     6.00     2.25
  1 (disgust)    55.00     6.00     2.00
  0 (anger)      63.00     6.00     4.00
  1 (disgust)    73.00     6.00     2.25
  1 (disgust)    81.25     6.00     6.25
  1 (disgust)    93.50     6.00     5.00
  0 (anger)     104.50     6.00     6.75
  0 (anger)     117.25     6.00     6.00
  1 (disgust)   129.25     6.00     2.25
  1 (disgust)   137.50     6.00     3.00
  1 (disgust)   146.50     6.00     4.25
  0 (anger)     156.75     6.00     5.00
  1 (disgust)   167.75     6.00     4.25
  0 (anger)     178.00     6.00     2.75
  0 (anger)     186.75     6.00     5.50
  1 (disgust)   198.25     6.00     3.25
  0 (anger)     207.50     6.00     3.75
  1 (disgust)   217.25     6.00     2.50
  1 (disgust)   225.75     6.00     3.25
  0 (anger)     235.00     6.00     3.00
  1 (disgust)   244.00     6.00     2.50
  1 (disgust)   252.50     6.00     4.75
  0 (anger)     263.25     6.00     4.50
  0 (anger)     273.75     6.00     7.50
  1 (disgust)   287.25     6.00     8.50
  0 (anger)     301.75     6.00     4.25
  0 (anger)     312.00     6.00     5.25
  1 (disgust)   323.25     6.00     3.50
  1 (disgust)   332.75     6.00     2.25
  0 (anger)     341.00     6.00     4.75
  1 (disgust)   351.75     6.00     2.75
  0 (anger)     360.50     6.00     3.25
  0 (anger)     369.75     6.00     3.75
  1 (disgust)   379.50     6.00     3.75
  1 (disgust)   389.25     6.00     4.50
  1 (disgust)   399.75     6.00     9.50
  0 (anger)     415.25     6.00     2.50
  0 (anger)     423.75     6.00     5.50
  1 (disgust)   435.25     6.00     2.75
  1 (disgust)   444.00     6.00     3.50
  1 (disgust)   453.50     6.00     6.50
  1 (disgust)   466.00     6.00     2.50
  0 (anger)     474.50     6.00     2.00
  0 (anger)     482.50     6.00     3.75
  1 (disgust)   492.25     6.00     2.75
  0 (anger)     501.00     6.00     8.00
  0 (anger)     515.00     6.00     2.25
  1 (disgust)   523.25     6.00     2.50
  1 (disgust)   531.75     6.00     5.75
  0 (anger)     543.50     6.00     3.00
  1 (disgust)   552.50     6.00     2.75
  0 (anger)     561.25     6.00     3.50
  0 (anger)     570.75     6.00     4.00
  1 (disgust)   580.75     6.00     3.00
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.75
  0 (anger)      16.75     6.00     2.50
  1 (disgust)    25.25     6.00     2.50
  1 (disgust)    33.75     6.00     2.25
  1 (disgust)    42.00     6.00     4.25
  0 (anger)      52.25     6.00     2.50
  1 (disgust)    60.75     6.00     2.25
  0 (anger)      69.00     6.00     8.00
  1 (disgust)    83.00     6.00     3.25
  0 (anger)      92.25     6.00     2.25
  0 (anger)     100.50     6.00     7.00
  1 (disgust)   113.50     6.00     6.25
  0 (anger)     125.75     6.00     2.75
  0 (anger)     134.50     6.00     3.25
  0 (anger)     143.75     6.00     3.00
  0 (anger)     152.75     6.00     4.50
  0 (anger)     163.25     6.00     2.75
  1 (disgust)   172.00     6.00     5.75
  0 (anger)     183.75     6.00     3.50
  1 (disgust)   193.25     6.00     7.50
  1 (disgust)   206.75     6.00     2.50
  1 (disgust)   215.25     6.00     4.50
  1 (disgust)   225.75     6.00     4.00
  0 (anger)     235.75     6.00     2.25
  1 (disgust)   244.00     6.00     3.00
  0 (anger)     253.00     6.00     4.75
  1 (disgust)   263.75     6.00     3.50
  1 (disgust)   273.25     6.00     2.75
  0 (anger)     282.00     6.00     2.25
  0 (anger)     290.25     6.00     3.75
  1 (disgust)   300.00     6.00     2.75
  0 (anger)     308.75     6.00     4.75
  1 (disgust)   319.50     6.00     5.50
  1 (disgust)   331.00     6.00     4.25
  1 (disgust)   341.25     6.00     2.00
  0 (anger)     349.25     6.00     4.25
  0 (anger)     359.50     6.00     4.00
  1 (disgust)   369.50     6.00     2.50
  1 (disgust)   378.00     6.00     5.50
  0 (anger)     389.50     6.00     6.75
  1 (disgust)   402.25     6.00     3.00
  1 (disgust)   411.25     6.00     8.50
  0 (anger)     425.75     6.00     6.50
  1 (disgust)   438.25     6.00     9.50
  1 (disgust)   453.75     6.00     3.75
  1 (disgust)   463.50     6.00     2.50
  0 (anger)     472.00     6.00     3.00
  1 (disgust)   481.00     6.00     2.00
  0 (anger)     489.00     6.00     6.00
  1 (disgust)   501.00     6.00     3.50
  0 (anger)     510.50     6.00     3.25
  1 (disgust)   519.75     6.00     5.00
  1 (disgust)   530.75     6.00     2.00
  1 (disgust)   538.75     6.00     3.75
  0 (anger)     548.50     6.00     2.25
  0 (anger)     556.75     6.00     3.25
  1 (disgust)   566.00     6.00     5.00
  0 (anger)     577.00     6.00     3.75
  1 (disgust)   586.75     6.00     5.25
  0 (anger)     598.00     6.00     0.00

