-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  0 (anger)      16.50     6.00     2.25
  0 (anger)      24.75     6.00     3.75
  1 (disgust)    34.50     6.00     2.50
  1 (disgust)    43.00     6.00     5.00
  0 (anger)      54.00     6.00     2.50
  1 (disgust)    62.50     6.00     2.25
  0 (anger)      70.75     6.00     2.25
  1 (disgust)    79.00     6.00     5.50
  1 (disgust)    90.50     6.00     3.50
  1 (disgust)   100.00     6.00     4.75
  1 (disgust)   110.75     6.00     2.00
  0 (anger)     118.75     6.00     2.75
  0 (anger)     127.50     6.00     2.50
  1 (disgust)   136.00     6.00     7.50
  0 (anger)     149.50     6.00     2.75
  1 (disgust)   158.25     6.00     4.50
  0 (anger)     168.75     6.00     4.25
  1 (disgust)   179.00     6.00     2.25
  0 (anger)     187.25     6.00     2.50
  1 (disgust)   195.75     6.00     9.50
  0 (anger)     211.25     6.00     4.00
  0 (anger)     221.25     6.00     3.75
  0 (anger)     231.00     6.00     2.75
  1 (disgust)   239.75     6.00     2.25
  0 (anger)     248.00     6.00     5.75
  1 (disgust)   259.75     6.00     4.00
  1 (disgust)   269.75     6.00     2.00
  1 (disgust)   277.75     6.00     3.25
  1 (disgust)   287.00     6.00     3.25
  1 (disgust)   296.25     6.00     7.00
  0 (anger)     309.25     6.00     5.00
  1 (disgust)   320.25     6.00     3.00
  0 (anger)     329.25     6.00     3.50
  1 (disgust)   338.75     6.00     3.25
  0 (anger)     348.00     6.00     6.75
  0 (anger)     360.75     6.00     4.50
  1 (disgust)   371.25     6.00     6.25
  0 (anger)     383.50     6.00     8.00
  1 (disgust)   397.50     6.00     3.50
  1 (disgust)   407.00     6.00     3.25
  1 (disgust)   416.25     6.00     4.25
  0 (anger)     426.50     6.00     3.00
  1 (disgust)   435.50     6.00     3.75
  0 (anger)     445.25     6.00     5.25
  0 (anger)     456.50     6.00     8.50
  1 (disgust)   471.00     6.00     4.25
  0 (anger)     481.25     6.00     6.00
  0 (anger)     493.25     6.00     4.75
  1 (disgust)   504.00     6.00     3.75
  1 (disgust)   513.75     6.00     2.25
  0 (anger)     522.00     6.00     2.00
  0 (anger)     530.00     6.00     5.50
  0 (anger)     541.50     6.00     2.75
  1 (disgust)   550.25     6.00     2.50
  1 (disgust)   558.75     6.00     2.75
  0 (anger)     567.50     6.00     3.00
  0 (anger)     576.50     6.00     6.50
  1 (disgust)   589.00     6.00     3.00
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     4.50
  0 (anger)      18.50     6.00     3.75
  0 (anger)      28.25     6.00     2.50
  1 (disgust)    36.75     6.00     4.00
  0 (anger)      46.75     6.00     4.75
  0 (anger)      57.50     6.00     2.00
  1 (disgust)    65.50     6.00     7.00
  0 (anger)      78.50     6.00     9.50
  1 (disgust)    94.00     6.00     3.25
  0 (anger)     103.25     6.00     2.00
  1 (disgust)   111.25     6.00     3.75
  0 (anger)     121.00     6.00     3.00
  1 (disgust)   130.00     6.00     6.25
  0 (anger)     142.25     6.00     4.50
  0 (anger)     152.75     6.00     4.25
  1 (disgust)   163.00     6.00     4.75
  1 (disgust)   173.75     6.00     6.00
  0 (anger)     185.75     6.00     5.00
  0 (anger)     196.75     6.00     5.50
  0 (anger)     208.25     6.00     2.25
  0 (anger)     216.50     6.00     3.25
  0 (anger)     225.75     6.00     2.25
  0 (anger)     234.00     6.00     2.50
  0 (anger)     242.50     6.00     8.50
  1 (disgust)   257.00     6.00     2.75
  0 (anger)     265.75     6.00     3.00
  1 (disgust)   274.75     6.00     5.25
  0 (anger)     286.00     6.00     2.75
  1 (disgust)   294.75     6.00     2.25
  1 (disgust)   303.00     6.00     2.50
  1 (disgust)   311.50     6.00     7.50
  0 (anger)     325.00     6.00     3.25
  1 (disgust)   334.25     6.00     6.75
  1 (disgust)   347.00     6.00     5.75
  0 (anger)     358.75     6.00     2.75
  0 (anger)     367.50     6.00     4.25
  0 (anger)     377.75     6.00     2.25
  0 (anger)     386.00     6.00     2.25
  0 (anger)     394.25     6.00     4.00
  1 (disgust)   404.25     6.00     2.50
  1 (disgust)   412.75     6.00     8.00
  1 (disgust)   426.75     6.00     6.50
  1 (disgust)   439.25     6.00     3.75
  0 (anger)     449.00     6.00     2.00
  1 (disgust)   457.00     6.00     3.00
  0 (anger)     466.00     6.00     2.50
  1 (disgust)   474.50     6.00     2.75
  0 (anger)     483.25     6.00     3.50
  1 (disgust)   492.75     6.00     3.25
  1 (disgust)   502.00     6.00     3.50
  0 (anger)     511.50     6.00     3.50
  1 (disgust)   521.00     6.00     2.25
  0 (anger)     529.25     6.00     5.50
  0 (anger)     540.75     6.00     4.25
  1 (disgust)   551.00     6.00     3.00
  1 (disgust)   560.00     6.00     2.75
  0 (anger)     568.75     6.00     2.50
  0 (anger)     577.25     6.00     3.75
  0 (anger)     587.00     6.00     5.00
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     4.50
  0 (anger)      18.50     6.00     4.75
  1 (disgust)    29.25     6.00     3.00
  1 (disgust)    38.25     6.00     2.50
  0 (anger)      46.75     6.00     3.00
  1 (disgust)    55.75     6.00     3.75
  1 (disgust)    65.50     6.00     5.25
  0 (anger)      76.75     6.00     2.25
  1 (disgust)    85.00     6.00     6.25
  1 (disgust)    97.25     6.00     3.75
  0 (anger)     107.00     6.00     5.00
  0 (anger)     118.00     6.00     5.50
  0 (anger)     129.50     6.00     2.25
  1 (disgust)   137.75     6.00     4.25
  0 (anger)     148.00     6.00     3.00
  1 (disgust)   157.00     6.00     6.75
  0 (anger)     169.75     6.00     2.75
  0 (anger)     178.50     6.00     2.50
  1 (disgust)   187.00     6.00     2.00
  1 (disgust)   195.00     6.00     6.00
  1 (disgust)   207.00     6.00     4.50
  0 (anger)     217.50     6.00     3.25
  1 (disgust)   226.75     6.00     3.00
  0 (anger)     235.75     6.00     4.75
  0 (anger)     246.50     6.00     2.00
  1 (disgust)   254.50     6.00     3.50
  1 (disgust)   264.00     6.00     2.25
  1 (disgust)   272.25     6.00     2.00
  1 (disgust)   280.25     6.00     2.25
  0 (anger)     288.50     6.00     3.25
  0 (anger)     297.75     6.00     7.00
  1 (disgust)   310.75     6.00     4.25
  1 (disgust)   321.00     6.00     5.75
  0 (anger)     332.75     6.00     5.00
  1 (disgust)   343.75     6.00     2.25
  1 (disgust)   352.00     6.00     5.50
  0 (anger)     363.50     6.00     3.50
  0 (anger)     373.00     6.00     4.00
  0 (anger)     383.00     6.00     8.00
  1 (disgust)   397.00     6.00     3.75
  1 (disgust)   406.75     6.00     3.75
  1 (disgust)   416.50     6.00     6.50
  0 (anger)     429.00     6.00     4.25
  0 (anger)     439.25     6.00     3.50
  1 (disgust)   448.75     6.00     2.75
  1 (disgust)   457.50     6.00     9.50
  0 (anger)     473.00     6.00     3.25
  0 (anger)     482.25     6.00     2.75
  1 (disgust)   491.00     6.00     7.50
  1 (disgust)   504.50     6.00     2.50
  1 (disgust)   513.00     6.00     2.25
  1 (disgust)   521.25     6.00     2.50
  0 (anger)     529.75     6.00     2.50
  1 (disgust)   538.25     6.00     4.00
  0 (anger)     548.25     6.00     2.50
  1 (disgust)   556.75     6.00     2.75
  0 (anger)     565.50     6.00     8.50
  0 (anger)     580.00     6.00     2.75
  1 (disgust)   588.75     6.00     3.25
  0 (anger)     598.00     6.00     0.00

