-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  1 (disgust)    17.25     6.00     3.50
  1 (disgust)    26.75     6.00     3.00
  0 (anger)      35.75     6.00     6.00
  0 (anger)      47.75     6.00     2.25
  0 (anger)      56.00     6.00     4.50
  1 (disgust)    66.50     6.00     4.25
  0 (anger)      76.75     6.00     2.25
  1 (disgust)    85.00     6.00     2.25
  1 (disgust)    93.25     6.00     2.50
  0 (anger)     101.75     6.00     3.50
  0 (anger)     111.25     6.00     4.25
  0 (anger)     121.50     6.00     4.00
  0 (anger)     131.50     6.00     6.50
  1 (disgust)   144.00     6.00     3.75
  0 (anger)     153.75     6.00     2.75
  1 (disgust)   162.50     6.00     4.75
  1 (disgust)   173.25     6.00     3.50
  1 (disgust)   182.75     6.00     8.00
  1 (disgust)   196.75     6.00     4.75
  1 (disgust)   207.50     6.00     7.50
  0 (anger)     221.00     6.00     3.75
  1 (disgust)   230.75     6.00     2.00
  0 (anger)     238.75     6.00     2.50
  1 (disgust)   247.25     6.00     3.25
  0 (anger)     256.50     6.00     3.00
  1 (disgust)   265.50     6.00     3.75
  1 (disgust)   275.25     6.00     3.25
  0 (anger)     284.50     6.00     4.00
  0 (anger)     294.50     6.00     2.50
  0 (anger)     303.00     6.00     5.50
  1 (disgust)   314.50     6.00     4.50
  1 (disgust)   325.00     6.00     3.75
  1 (disgust)   334.75     6.00     2.50
  0 (anger)     343.25     6.00     2.00
  1 (disgust)   351.25     6.00     2.50
  1 (disgust)   359.75     6.00     6.75
  1 (disgust)   372.50     6.00     5.00
  1 (disgust)   383.50     6.00     5.50
  1 (disgust)   395.00     6.00     3.00
  1 (disgust)   404.00     6.00     5.00
  1 (disgust)   415.00     6.00     2.25
  1 (disgust)   423.25     6.00     4.25
  0 (anger)     433.50     6.00     2.75
  0 (anger)     442.25     6.00     3.00
  0 (anger)     451.25     6.00     3.25
  0 (anger)     460.50     6.00     6.25
  0 (anger)     472.75     6.00     2.75
  1 (disgust)   481.50     6.00     5.25
  0 (anger)     492.75     6.00     2.25
  1 (disgust)   501.00     6.00     7.00
  1 (disgust)   514.00     6.00     2.75
  1 (disgust)   522.75     6.00     8.50
  1 (disgust)   537.25     6.00     2.25
  0 (anger)     545.50     6.00     5.75
  1 (disgust)   557.25     6.00     9.50
  0 (anger)     572.75     6.00     2.00
  0 (anger)     580.75     6.00     2.75
  0 (anger)     589.50     6.00     2.50
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.25
  0 (anger)      17.25     6.00     2.75
  0 (anger)      26.00     6.00     3.75
  1 (disgust)    35.75     6.00     4.75
  0 (anger)      46.50     6.00     2.50
  0 (anger)      55.00     6.00     3.25
  0 (anger)      64.25     6.00     4.00
  1 (disgust)    74.25     6.00     2.25
  0 (anger)      82.50     6.00     3.25
  0 (anger)      91.75     6.00     3.50
  0 (anger)     101.25     6.00     4.25
  1 (disgust)   111.50     6.00     5.50
  0 (anger)     123.00     6.00     8.00
  1 (disgust)   137.00     6.00     6.25
  0 (anger)     149.25     6.00     4.75
  1 (disgust)   160.00     6.00     4.25
  1 (disgust)   170.25     6.00     6.75
  1 (disgust)   183.00     6.00     7.00
  0 (anger)     196.00     6.00     2.00
  1 (disgust)   204.00     6.00     7.50
  0 (anger)     217.50     6.00     3.50
  0 (anger)     227.00     6.00     5.00
  1 (disgust)   238.00     6.00     5.00
  0 (anger)     249.00     6.00     2.25
  0 (anger)     257.25     6.00     2.50
  1 (disgust)   265.75     6.00     2.75
  1 (disgust)   274.50     6.00     2.25
  0 (anger)     282.75     6.00     4.25
  0 (anger)     293.00     6.00     3.00
  1 (disgust)   302.00     6.00     2.50
  1 (disgust)   310.50     6.00     2.75
  1 (disgust)   319.25     6.00     3.75
  0 (anger)     329.00     6.00     2.25
  0 (anger)     337.25     6.00     3.25
  0 (anger)     346.50     6.00     5.25
  1 (disgust)   357.75     6.00     3.00
  1 (disgust)   366.75     6.00     2.50
  1 (disgust)   375.25     6.00     8.50
  0 (anger)     389.75     6.00     5.50
  0 (anger)     401.25     6.00     2.75
  0 (anger)     410.00     6.00     2.00
  1 (disgust)   418.00     6.00     2.00
  1 (disgust)   426.00     6.00     3.75
  1 (disgust)   435.75     6.00     2.50
  1 (disgust)   444.25     6.00     3.00
  0 (anger)     453.25     6.00     6.00
  1 (disgust)   465.25     6.00     6.50
  1 (disgust)   477.75     6.00     4.50
  1 (disgust)   488.25     6.00     3.50
  0 (anger)     497.75     6.00     9.50
  1 (disgust)   513.25     6.00     3.00
  1 (disgust)   522.25     6.00     2.50
  1 (disgust)   530.75     6.00     2.25
  0 (anger)     539.00     6.00     5.75
  1 (disgust)   550.75     6.00     4.00
  0 (anger)     560.75     6.00     3.75
  0 (anger)     570.50     6.00     2.25
  1 (disgust)   578.75     6.00     4.50
  1 (disgust)   589.25     6.00     2.75
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  0 (anger)      16.25     6.00     4.00
  1 (disgust)    26.25     6.00     2.00
  0 (anger)      34.25     6.00     5.50
  0 (anger)      45.75     6.00     2.25
  1 (disgust)    54.00     6.00     4.25
  0 (anger)      64.25     6.00     8.50
  0 (anger)      78.75     6.00     2.50
  0 (anger)      87.25     6.00     5.75
  1 (disgust)    99.00     6.00     6.25
  1 (disgust)   111.25     6.00     3.75
  1 (disgust)   121.00     6.00     2.50
  1 (disgust)   129.50     6.00     4.75
  0 (anger)     140.25     6.00     7.50
  0 (anger)     153.75     6.00     2.75
  0 (anger)     162.50     6.00     2.25
  1 (disgust)   170.75     6.00     6.50
  1 (disgust)   183.25     6.00     5.00
  1 (disgust)   194.25     6.00     2.25
  0 (anger)     202.50     6.00     4.25
  1 (disgust)   212.75     6.00     3.25
  0 (anger)     222.00     6.00     2.75
  0 (anger)     230.75     6.00     3.00
  0 (anger)     239.75     6.00     2.50
  0 (anger)     248.25     6.00     4.75
  0 (anger)     259.00     6.00     4.50
  1 (disgust)   269.50     6.00     3.50
  1 (disgust)   279.00     6.00     3.00
  1 (disgust)   288.00     6.00     3.50
  0 (anger)     297.50     6.00     6.00
  1 (disgust)   309.50     6.00     2.75
  0 (anger)     318.25     6.00     8.00
  1 (disgust)   332.25     6.00     3.50
  1 (disgust)   341.75     6.00     3.25
  1 (disgust)   351.00     6.00     3.75
  0 (anger)     360.75     6.00     5.50
  1 (disgust)   372.25     6.00     3.75
  1 (disgust)   382.00     6.00     5.25
  0 (anger)     393.25     6.00     2.75
  1 (disgust)   402.00     6.00     6.75
  1 (disgust)   414.75     6.00     2.75
  0 (anger)     423.50     6.00     5.00
  0 (anger)     434.50     6.00     2.25
  1 (disgust)   442.75     6.00     4.00
  0 (anger)     452.75     6.00     2.00
  0 (anger)     460.75     6.00     2.50
  0 (anger)     469.25     6.00     3.25
  0 (anger)     478.50     6.00     3.00
  1 (disgust)   487.50     6.00     3.25
  0 (anger)     496.75     6.00     9.50
  0 (anger)     512.25     6.00     3.75
  1 (disgust)   522.00     6.00     4.50
  0 (anger)     532.50     6.00     4.25
  1 (disgust)   542.75     6.00     2.00
  1 (disgust)   550.75     6.00     2.25
  0 (anger)     559.00     6.00     3.00
  0 (anger)     568.00     6.00     7.00
  0 (anger)     581.00     6.00     2.50
  0 (anger)     589.50     6.00     2.50
  1 (disgust)   598.00     6.00     0.00

