-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  0 (anger)      16.50     6.00     3.00
  0 (anger)      25.50     6.00     2.50
  1 (disgust)    34.00     6.00     4.00
  1 (disgust)    44.00     6.00     3.75
  1 (disgust)    53.75     6.00     2.75
  0 (anger)      62.50     6.00     2.25
  0 (anger)      70.75     6.00     2.50
  1 (disgust)    79.25     6.00     3.75
  0 (anger)      89.00     6.00     6.75
  1 (disgust)   101.75     6.00     4.25
  1 (disgust)   112.00     6.00     3.25
  1 (disgust)   121.25     6.00     7.50
  0 (anger)     134.75     6.00     7.00
  1 (disgust)   147.75     6.00     2.75
  0 (anger)     156.50     6.00     2.50
  1 (disgust)   165.00     6.00     2.00
  1 (disgust)   173.00     6.00     4.50
  0 (anger)     183.50     6.00     3.00
  0 (anger)     192.50     6.00     2.75
  0 (anger)     201.25     6.00     2.25
  0 (anger)     209.50     6.00     2.25
  0 (anger)     217.75     6.00     4.75
  1 (disgust)   228.50     6.00     3.50
  0 (anger)     238.00     6.00     6.00
  0 (anger)     250.00     6.00     3.75
  0 (anger)     259.75     6.00     4.00
  0 (anger)     269.75     6.00     2.00
  0 (anger)     277.75     6.00     2.50
  0 (anger)     286.25     6.00     5.75
  1 (disgust)   298.00     6.00     2.50
  1 (disgust)   306.50     6.00     2.75
  1 (disgust)   315.25     6.00     3.75
  1 (disgust)   325.00     6.00     4.25
  0 (anger)     335.25     6.00     4.50
  0 (anger)     345.75     6.00     2.00
  0 (anger)     353.75     6.00     3.50
  1 (disgust)   363.25     6.00     2.25
  0 (anger)     371.50     6.00     4.75
  0 (anger)     382.25     6.00     5.00
  1 (disgust)   393.25     6.00     3.00
  1 (disgust)   402.25     6.00     6.50
  1 (disgust)   414.75     6.00     5.50
  0 (anger)     426.25     6.00     2.25
  0 (anger)     434.50     6.00     4.25
  1 (disgust)   444.75     6.00     2.75
  1 (disgust)   453.50     6.00     8.00
  1 (disgust)   467.50     6.00     3.50
  1 (disgust)   477.00     6.00     3.25
  1 (disgust)   486.25     6.00     8.50
  1 (disgust)   500.75     6.00     5.25
  0 (anger)     512.00     6.00     5.00
  1 (disgust)   523.00     6.00     3.25
  1 (disgust)   532.25     6.00     2.25
  0 (anger)     540.50     6.00     6.25
  1 (disgust)   552.75     6.00     5.50
  1 (disgust)   564.25     6.00     9.50
  0 (anger)     579.75     6.00     3.25
  1 (disgust)   589.00     6.00     3.00
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.75
  1 (disgust)    17.75     6.00     2.50
  0 (anger)      26.25     6.00     2.00
  1 (disgust)    34.25     6.00     4.50
  1 (disgust)    44.75     6.00     4.25
  0 (anger)      55.00     6.00     2.25
  1 (disgust)    63.25     6.00     5.00
  1 (disgust)    74.25     6.00     3.00
  1 (disgust)    83.25     6.00     2.25
  0 (anger)      91.50     6.00     3.50
  0 (anger)     101.00     6.00     6.50
  0 (anger)     113.50     6.00     3.25
  1 (disgust)   122.75     6.00     3.75
  0 (anger)     132.50     6.00     7.00
  1 (disgust)   145.50     6.00     2.50
  1 (disgust)   154.00     6.00     4.50
  0 (anger)     164.50     6.00     6.00
  1 (disgust)   176.50     6.00     2.50
  0 (anger)     185.00     6.00     3.50
  0 (anger)     194.50     6.00     2.25
  1 (disgust)   202.75     6.00     2.00
  0 (anger)     210.75     6.00     3.75
  0 (anger)     220.50     6.00     2.75
  1 (disgust)   229.25     6.00     3.00
  1 (disgust)   238.25     6.00     2.50
  0 (anger)     246.75     6.00     4.25
  0 (anger)     257.00     6.00     3.50
  0 (anger)     266.50     6.00     3.25
  0 (anger)     275.75     6.00     3.00
  0 (anger)     284.75     6.00     5.25
  0 (anger)     296.00     6.00     8.50
  1 (disgust)   310.50     6.00     4.25
  1 (disgust)   320.75     6.00     5.75
  1 (disgust)   332.50     6.00     3.25
  0 (anger)     341.75     6.00     4.00
  0 (anger)     351.75     6.00     4.75
  0 (anger)     362.50     6.00     3.00
  1 (disgust)   371.50     6.00     2.75
  1 (disgust)   380.25     6.00     5.50
  0 (anger)     391.75     6.00     9.50
  1 (disgust)   407.25     6.00     6.25
  0 (anger)     419.50     6.00     2.25
  1 (disgust)   427.75     6.00     5.00
  1 (disgust)   438.75     6.00     5.50
  0 (anger)     450.25     6.00     8.00
  0 (anger)     464.25     6.00     2.75
  0 (anger)     473.00     6.00     4.00
  0 (anger)     483.00     6.00     2.50
  0 (anger)     491.50     6.00     2.75
  0 (anger)     500.25     6.00     2.75
  1 (disgust)   509.00     6.00     6.75
  0 (anger)     521.75     6.00     4.75
  0 (anger)     532.50     6.00     2.25
  0 (anger)     540.75     6.00     3.75
  1 (disgust)   550.50     6.00     3.25
  1 (disgust)   559.75     6.00     2.50
  1 (disgust)   568.25     6.00     2.00
  0 (anger)     576.25     6.00     7.50
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.75
  1 (disgust)    17.75     6.00     3.50
  1 (disgust)    27.25     6.00     2.00
  0 (anger)      35.25     6.00     7.50
  1 (disgust)    48.75     6.00     3.50
  0 (anger)      58.25     6.00     3.75
  1 (disgust)    68.00     6.00     2.50
  0 (anger)      76.50     6.00     3.00
  1 (disgust)    85.50     6.00     6.50
  1 (disgust)    98.00     6.00     4.50
  0 (anger)     108.50     6.00     5.75
  0 (anger)     120.25     6.00     8.00
  0 (anger)     134.25     6.00     5.00
  0 (anger)     145.25     6.00     2.50
  0 (anger)     153.75     6.00     4.75
  1 (disgust)   164.50     6.00     2.50
  1 (disgust)   173.00     6.00     6.75
  0 (anger)     185.75     6.00     4.50
  0 (anger)     196.25     6.00     5.50
  0 (anger)     207.75     6.00     2.75
  1 (disgust)   216.50     6.00     2.75
  1 (disgust)   225.25     6.00     2.00
  1 (disgust)   233.25     6.00     2.50
  0 (anger)     241.75     6.00     2.75
  1 (disgust)   250.50     6.00     2.50
  1 (disgust)   259.00     6.00     2.00
  0 (anger)     267.00     6.00     5.00
  1 (disgust)   278.00     6.00     3.50
  1 (disgust)   287.50     6.00     9.50
  1 (disgust)   303.00     6.00     4.00
  1 (disgust)   313.00     6.00     2.50
  0 (anger)     321.50     6.00     3.25
  1 (disgust)   330.75     6.00     3.00
  0 (anger)     339.75     6.00     2.25
  0 (anger)     348.00     6.00     8.50
  1 (disgust)   362.50     6.00     3.75
  1 (disgust)   372.25     6.00     7.00
  1 (disgust)   385.25     6.00     4.25
  0 (anger)     395.50     6.00     2.25
  1 (disgust)   403.75     6.00     4.25
  0 (anger)     414.00     6.00     6.00
  0 (anger)     426.00     6.00     2.25
  1 (disgust)   434.25     6.00     3.25
  1 (disgust)   443.50     6.00     2.75
  0 (anger)     452.25     6.00     4.00
  0 (anger)     462.25     6.00     4.25
  0 (anger)     472.50     6.00     4.75
  0 (anger)     483.25     6.00     6.25
  1 (disgust)   495.50     6.00     2.75
  1 (disgust)   504.25     6.00     3.25
  1 (disgust)   513.50     6.00     5.25
  0 (anger)     524.75     6.00     5.50
  1 (disgust)   536.25     6.00     3.00
  1 (disgust)   545.25     6.00     2.25
  1 (disgust)   553.50     6.00     3.00
  1 (disgust)   562.50     6.00     3.75
  0 (anger)     572.25     6.00     3.25
  0 (anger)     581.50     6.00     2.25
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

