-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.50
  0 (anger)      16.50     6.00     4.50
  0 (anger)      27.00     6.00     4.50
  0 (anger)      37.50     6.00     3.00
  0 (anger)      46.50     6.00     6.75
  0 (anger)      59.25     6.00     3.25
  1 (disgust)    68.50     6.00     4.25
  1 (disgust)    78.75     6.00     2.75
  0 (anger)      87.50     6.00     7.50
  1 (disgust)   101.00     6.00     2.75
  1 (disgust)   109.75     6.00     5.25
  0 (anger)     121.00     6.00     2.50
  1 (disgust)   129.50     6.00     4.25
  0 (anger)     139.75     6.00     2.25
  1 (disgust)   148.00     6.00     6.50
  0 (anger)     160.50     6.00     2.75
  0 (anger)     169.25     6.00     2.25
  0 (anger)     177.50     6.00     4.75
  1 (disgust)   188.25     6.00     3.75
  1 (disgust)   198.00     6.00     5.50
  0 (anger)     209.50     6.00     6.25
  1 (disgust)   221.75     6.00     3.75
  0 (anger)     231.50     6.00     3.00
  1 (disgust)   240.50     6.00     4.75
  0 (anger)     251.25     6.00     5.75
  0 (anger)     263.00     6.00     5.50
  0 (anger)     274.50     6.00     2.75
  1 (disgust)   283.25     6.00     3.00
  1 (disgust)   292.25     6.00     2.50
  1 (disgust)   300.75     6.00     2.25
  0 (anger)     309.00     6.00     3.00
  1 (disgust)   318.00     6.00     5.00
  0 (anger)     329.00     6.00     3.75
  1 (disgust)   338.75     6.00     2.50
  0 (anger)     347.25     6.00     7.00
  1 (disgust)   360.25     6.00     2.00
  1 (disgust)   368.25     6.00     5.00
  1 (disgust)   379.25     6.00     3.50
  1 (disgust)   388.75     6.00     3.50
  1 (disgust)   398.25     6.00     8.00
  1 (disgust)   412.25     6.00     2.25
  1 (disgust)   420.50     6.00     4.25
  0 (anger)     430.75     6.00     8.50
  1 (disgust)   445.25     6.00     2.50
  0 (anger)     453.75     6.00     2.00
  1 (disgust)   461.75     6.00     3.50
  0 (anger)     471.25     6.00     2.50
  1 (disgust)   479.75     6.00     3.25
  0 (anger)     489.00     6.00     2.25
  0 (anger)     497.25     6.00     6.00
  1 (disgust)   509.25     6.00     4.00
  0 (anger)     519.25     6.00     9.50
  1 (disgust)   534.75     6.00     2.00
  0 (anger)     542.75     6.00     2.75
  0 (anger)     551.50     6.00     3.75
  0 (anger)     561.25     6.00     3.25
  1 (disgust)   570.50     6.00     4.00
  0 (anger)     580.50     6.00     3.25
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  0 (anger)      17.50     6.00     2.25
  0 (anger)      25.75     6.00     2.75
  1 (disgust)    34.50     6.00     3.00
  0 (anger)      43.50     6.00     2.00
  1 (disgust)    51.50     6.00     3.75
  1 (disgust)    61.25     6.00     3.50
  0 (anger)      70.75     6.00     2.50
  1 (disgust)    79.25     6.00     2.25
  1 (disgust)    87.50     6.00     5.75
  1 (disgust)    99.25     6.00     6.00
  1 (disgust)   111.25     6.00     4.50
  1 (disgust)   121.75     6.00     4.75
  1 (disgust)   132.50     6.00     5.00
  1 (disgust)   143.50     6.00     3.50
  0 (anger)     153.00     6.00     6.75
  0 (anger)     165.75     6.00     4.00
  0 (anger)     175.75     6.00     6.50
  0 (anger)     188.25     6.00     2.00
  1 (disgust)   196.25     6.00     2.75
  0 (anger)     205.00     6.00     2.50
  1 (disgust)   213.50     6.00     4.75
  1 (disgust)   224.25     6.00     4.25
  1 (disgust)   234.50     6.00     2.50
  1 (disgust)   243.00     6.00     2.25
  0 (anger)     251.25     6.00     2.50
  1 (disgust)   259.75     6.00     2.25
  1 (disgust)   268.00     6.00     4.50
  1 (disgust)   278.50     6.00     8.50
  0 (anger)     293.00     6.00     5.00
  1 (disgust)   304.00     6.00     5.50
  0 (anger)     315.50     6.00     5.25
  0 (anger)     326.75     6.00     6.25
  0 (anger)     339.00     6.00     3.00
  1 (disgust)   348.00     6.00     9.50
  0 (anger)     363.50     6.00     2.25
  0 (anger)     371.75     6.00     3.25
  0 (anger)     381.00     6.00     3.75
  1 (disgust)   390.75     6.00     5.50
  1 (disgust)   402.25     6.00     3.25
  1 (disgust)   411.50     6.00     2.00
  0 (anger)     419.50     6.00     2.50
  1 (disgust)   428.00     6.00     3.00
  0 (anger)     437.00     6.00     4.25
  0 (anger)     447.25     6.00     4.00
  0 (anger)     457.25     6.00     7.50
  1 (disgust)   470.75     6.00     8.00
  1 (disgust)   484.75     6.00     7.00
  1 (disgust)   497.75     6.00     2.75
  0 (anger)     506.50     6.00     3.00
  0 (anger)     515.50     6.00     3.75
  0 (anger)     525.25     6.00     2.75
  0 (anger)     534.00     6.00     3.25
  0 (anger)     543.25     6.00     2.50
  0 (anger)     551.75     6.00     2.25
  1 (disgust)   560.00     6.00     4.25
  0 (anger)     570.25     6.00     3.25
  1 (disgust)   579.50     6.00     2.75
  1 (disgust)   588.25     6.00     3.75
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  0 (anger)      16.25     6.00     2.25
  0 (anger)      24.50     6.00     6.25
  0 (anger)      36.75     6.00     3.25
  1 (disgust)    46.00     6.00     4.25
  0 (anger)      56.25     6.00     3.75
  0 (anger)      66.00     6.00     3.00
  0 (anger)      75.00     6.00     5.50
  0 (anger)      86.50     6.00     2.50
  1 (disgust)    95.00     6.00     3.25
  1 (disgust)   104.25     6.00     5.00
  1 (disgust)   115.25     6.00     6.50
  1 (disgust)   127.75     6.00     2.00
  1 (disgust)   135.75     6.00     5.50
  1 (disgust)   147.25     6.00     7.00
  0 (anger)     160.25     6.00     6.75
  1 (disgust)   173.00     6.00     2.50
  1 (disgust)   181.50     6.00     2.25
  0 (anger)     189.75     6.00     4.50
  0 (anger)     200.25     6.00     3.25
  0 (anger)     209.50     6.00     3.25
  0 (anger)     218.75     6.00     8.00
  0 (anger)     232.75     6.00     2.00
  1 (disgust)   240.75     6.00     3.75
  1 (disgust)   250.50     6.00     5.00
  1 (disgust)   261.50     6.00     2.25
  0 (anger)     269.75     6.00     7.50
  1 (disgust)   283.25     6.00     2.50
  1 (disgust)   291.75     6.00     3.00
  0 (anger)     300.75     6.00     3.75
  1 (disgust)   310.50     6.00     4.50
  1 (disgust)   321.00     6.00     3.00
  1 (disgust)   330.00     6.00     4.00
  1 (disgust)   340.00     6.00     4.25
  1 (disgust)   350.25     6.00     2.50
  0 (anger)     358.75     6.00     3.50
  1 (disgust)   368.25     6.00     2.50
  0 (anger)     376.75     6.00     3.00
  0 (anger)     385.75     6.00     2.75
  0 (anger)     394.50     6.00     2.75
  0 (anger)     403.25     6.00     8.50
  1 (disgust)   417.75     6.00     4.00
  0 (anger)     427.75     6.00     5.25
  0 (anger)     439.00     6.00     3.75
  0 (anger)     448.75     6.00     9.50
  1 (disgust)   464.25     6.00     4.75
  1 (disgust)   475.00     6.00     3.50
  0 (anger)     484.50     6.00     4.75
  0 (anger)     495.25     6.00     2.00
  1 (disgust)   503.25     6.00     3.50
  1 (disgust)   512.75     6.00     2.75
  0 (anger)     521.50     6.00     2.75
  1 (disgust)   530.25     6.00     5.75
  0 (anger)     542.00     6.00     2.75
  1 (disgust)   550.75     6.00     2.25
  0 (anger)     559.00     6.00     2.50
  1 (disgust)   567.50     6.00     6.00
  0 (anger)     579.50     6.00     4.25
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

