-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.75
  1 (disgust)    17.75     6.00     2.25
  1 (disgust)    26.00     6.00     2.25
  0 (anger)      34.25     6.00     2.50
  1 (disgust)    42.75     6.00     4.25
  0 (anger)      53.00     6.00     2.50
  0 (anger)      61.50     6.00     9.50
  1 (disgust)    77.00     6.00     2.75
  0 (anger)      85.75     6.00     7.50
  1 (disgust)    99.25     6.00     2.50
  1 (disgust)   107.75     6.00     6.00
  1 (disgust)   119.75     6.00     8.50
  0 (anger)     134.25     6.00     4.00
  0 (anger)     144.25     6.00     4.75
  1 (disgust)   155.00     6.00     4.75
  1 (disgust)   165.75     6.00     2.25
  1 (disgust)   174.00     6.00     2.00
  0 (anger)     182.00     6.00     6.25
  1 (disgust)   194.25     6.00     7.00
  1 (disgust)   207.25     6.00     3.50
  1 (disgust)   216.75     6.00     6.75
  1 (disgust)   229.50     6.00     3.25
  1 (disgust)   238.75     6.00     3.00
  0 (anger)     247.75     6.00     6.50
  0 (anger)     260.25     6.00     4.00
  1 (disgust)   270.25     6.00     5.00
  1 (disgust)   281.25     6.00     3.75
  0 (anger)     291.00     6.00     4.50
  0 (anger)     301.50     6.00     5.75
  1 (disgust)   313.25     6.00     3.75
  0 (anger)     323.00     6.00     3.00
  0 (anger)     332.00     6.00     3.75
  0 (anger)     341.75     6.00     2.00
  1 (disgust)   349.75     6.00     3.50
  1 (disgust)   359.25     6.00     8.00
  0 (anger)     373.25     6.00     2.75
  0 (anger)     382.00     6.00     2.00
  0 (anger)     390.00     6.00     3.25
  1 (disgust)   399.25     6.00     3.00
  0 (anger)     408.25     6.00     2.75
  0 (anger)     417.00     6.00     2.50
  0 (anger)     425.50     6.00     5.00
  1 (disgust)   436.50     6.00     2.75
  1 (disgust)   445.25     6.00     5.50
  1 (disgust)   456.75     6.00     4.25
  0 (anger)     467.00     6.00     5.50
  1 (disgust)   478.50     6.00     2.25
  0 (anger)     486.75     6.00     3.00
  1 (disgust)   495.75     6.00     4.25
  1 (disgust)   506.00     6.00     2.75
  0 (anger)     514.75     6.00     3.25
  0 (anger)     524.00     6.00     2.50
  0 (anger)     532.50     6.00     3.50
  0 (anger)     542.00     6.00     4.50
  1 (disgust)   552.50     6.00     2.25
  0 (anger)     560.75     6.00     2.25
  0 (anger)     569.00     6.00     2.50
  1 (disgust)   577.50     6.00     3.25
  1 (disgust)   586.75     6.00     5.25
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  0 (anger)      17.50     6.00     2.75
  0 (anger)      26.25     6.00     6.25
  1 (disgust)    38.50     6.00     9.50
  1 (disgust)    54.00     6.00     2.25
  0 (anger)      62.25     6.00     4.00
  1 (disgust)    72.25     6.00     3.50
  1 (disgust)    81.75     6.00     2.75
  1 (disgust)    90.50     6.00     2.50
  1 (disgust)    99.00     6.00     5.25
  0 (anger)     110.25     6.00     2.50
  1 (disgust)   118.75     6.00     3.75
  1 (disgust)   128.50     6.00     7.00
  0 (anger)     141.50     6.00     3.00
  0 (anger)     150.50     6.00     4.75
  0 (anger)     161.25     6.00     2.50
  0 (anger)     169.75     6.00     4.25
  0 (anger)     180.00     6.00     3.25
  0 (anger)     189.25     6.00     3.25
  1 (disgust)   198.50     6.00     3.75
  0 (anger)     208.25     6.00     3.75
  0 (anger)     218.00     6.00     6.00
  1 (disgust)   230.00     6.00     3.00
  1 (disgust)   239.00     6.00     2.50
  1 (disgust)   247.50     6.00     6.75
  0 (anger)     260.25     6.00     4.25
  0 (anger)     270.50     6.00     2.50
  1 (disgust)   279.00     6.00     5.00
  1 (disgust)   290.00     6.00     2.00
  1 (disgust)   298.00     6.00     2.50
  1 (disgust)   306.50     6.00     3.25
  1 (disgust)   315.75     6.00     7.50
  0 (anger)     329.25     6.00     4.25
  1 (disgust)   339.50     6.00     2.75
  1 (disgust)   348.25     6.00     4.50
  0 (anger)     358.75     6.00     2.75
  0 (anger)     367.50     6.00     6.50
  1 (disgust)   380.00     6.00     8.50
  0 (anger)     394.50     6.00     2.25
  0 (anger)     402.75     6.00     5.50
  0 (anger)     414.25     6.00     3.75
  0 (anger)     424.00     6.00     5.75
  1 (disgust)   435.75     6.00     3.00
  0 (anger)     444.75     6.00     8.00
  1 (disgust)   458.75     6.00     3.25
  1 (disgust)   468.00     6.00     2.00
  0 (anger)     476.00     6.00     2.25
  0 (anger)     484.25     6.00     4.00
  1 (disgust)   494.25     6.00     3.00
  0 (anger)     503.25     6.00     4.75
  1 (disgust)   514.00     6.00     3.50
  0 (anger)     523.50     6.00     2.25
  0 (anger)     531.75     6.00     4.50
  1 (disgust)   542.25     6.00     2.75
  1 (disgust)   551.00     6.00     2.00
  1 (disgust)   559.00     6.00     5.00
  0 (anger)     570.00     6.00     5.50
  1 (disgust)   581.50     6.00     2.25
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.75
  0 (anger)      17.75     6.00     3.50
  1 (disgust)    27.25     6.00     4.75
  0 (anger)      38.00     6.00     3.00
  1 (disgust)    47.00     6.00     4.25
  0 (anger)      57.25     6.00     2.25
  0 (anger)      65.50     6.00     4.00
  0 (anger)      75.50     6.00     3.25
  1 (disgust)    84.75     6.00     3.25
  1 (disgust)    94.00     6.00     2.75
  0 (anger)     102.75     6.00     3.00
  1 (disgust)   111.75     6.00     7.50
  1 (disgust)   125.25     6.00     6.25
  1 (disgust)   137.50     6.00     3.00
  0 (anger)     146.50     6.00     5.00
  0 (anger)     157.50     6.00     2.75
  0 (anger)     166.25     6.00     5.00
  0 (anger)     177.25     6.00     8.00
  1 (disgust)   191.25     6.00     2.75
  0 (anger)     200.00     6.00     2.50
  1 (disgust)   208.50     6.00     5.25
  0 (anger)     219.75     6.00     2.25
  0 (anger)     228.00     6.00     2.75
  1 (disgust)   236.75     6.00     3.00
  1 (disgust)   245.75     6.00     3.50
  0 (anger)     255.25     6.00     2.00
  1 (disgust)   263.25     6.00     2.50
  0 (anger)     271.75     6.00     8.50
  1 (disgust)   286.25     6.00     3.25
  0 (anger)     295.50     6.00     2.50
  0 (anger)     304.00     6.00     3.75
  1 (disgust)   313.75     6.00     6.50
  1 (disgust)   326.25     6.00     4.00
