-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.00
  0 (anger)      17.00     6.00     3.50
  0 (anger)      26.50     6.00     5.50
  1 (disgust)    38.00     6.00     2.25
  1 (disgust)    46.25     6.00     2.25
  0 (anger)      54.50     6.00     3.75
  0 (anger)      64.25     6.00     7.50
  0 (anger)      77.75     6.00     2.75
  1 (disgust)    86.50     6.00     2.50
  0 (anger)      95.00     6.00     2.75
  0 (anger)     103.75     6.00     5.00
  0 (anger)     114.75     6.00     8.00
  1 (disgust)   128.75     6.00     3.75
  1 (disgust)   138.50     6.00     6.75
  0 (anger)     151.25     6.00     2.75
  0 (anger)     160.00     6.00     3.00
  0 (anger)     169.00     6.00     5.25
  1 (disgust)   180.25     6.00     2.00
  1 (disgust)   188.25     6.00     3.25
  0 (anger)     197.50     6.00     9.50
  0 (anger)     213.00     6.00     2.50
  0 (anger)     221.50     6.00     3.50
  1 (disgust)   231.00     6.00     2.25
  0 (anger)     239.25     6.00     2.50
  0 (anger)     247.75     6.00     3.25
  0 (anger)     257.00     6.00     4.00
  1 (disgust)   267.00     6.00     4.75
  0 (anger)     277.75     6.00     4.50
  1 (disgust)   288.25     6.00     6.50
  0 (anger)     300.75     6.00     4.25
  1 (disgust)   311.00     6.00     4.75
  1 (disgust)   321.75     6.00     3.25
  1 (disgust)   331.00     6.00     3.75
  1 (disgust)   340.75     6.00     3.75
  0 (anger)     350.50     6.00     5.50
  1 (disgust)   362.00     6.00     8.50
  0 (anger)     376.50     6.00     2.00
  1 (disgust)   384.50     6.00     3.00
  0 (anger)     393.50     6.00     4.25
  0 (anger)     403.75     6.00     6.25
  1 (disgust)   416.00     6.00     3.25
  1 (disgust)   425.25     6.00     2.75
  1 (disgust)   434.00     6.00     2.50
  1 (disgust)   442.50     6.00     3.50
  0 (anger)     452.00     6.00     2.00
  0 (anger)     460.00     6.00     2.25
  0 (anger)     468.25     6.00     5.00
  1 (disgust)   479.25     6.00     6.00
  0 (anger)     491.25     6.00     2.75
  1 (disgust)   500.00     6.00     2.50
  1 (disgust)   508.50     6.00     7.00
  1 (disgust)   521.50     6.00     4.50
  0 (anger)     532.00     6.00     2.50
  1 (disgust)   540.50     6.00     2.25
  1 (disgust)   548.75     6.00     4.00
  1 (disgust)   558.75     6.00     3.00
  1 (disgust)   567.75     6.00     2.25
  0 (anger)     576.00     6.00     4.25
  0 (anger)     586.25     6.00     5.75
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.75
  0 (anger)      17.75     6.00     8.00
  1 (disgust)    31.75     6.00     4.25
  0 (anger)      42.00     6.00     2.75
  0 (anger)      50.75     6.00     4.25
  0 (anger)      61.00     6.00     3.50
  0 (anger)      70.50     6.00     3.75
  1 (disgust)    80.25     6.00     8.50
  1 (disgust)    94.75     6.00     4.00
  0 (anger)     104.75     6.00     3.75
  1 (disgust)   114.50     6.00     2.50
  1 (disgust)   123.00     6.00     4.00
  0 (anger)     133.00     6.00     3.00
  1 (disgust)   142.00     6.00     2.00
  0 (anger)     150.00     6.00     6.00
  0 (anger)     162.00     6.00     9.50
  1 (disgust)   177.50     6.00     2.25
  1 (disgust)   185.75     6.00     4.25
  0 (anger)     196.00     6.00     2.00
  1 (disgust)   204.00     6.00     3.00
  0 (anger)     213.00     6.00     3.50
  1 (disgust)   222.50     6.00     3.00
  1 (disgust)   231.50     6.00     2.25
  1 (disgust)   239.75     6.00     5.25
  0 (anger)     251.00     6.00     2.75
  1 (disgust)   259.75     6.00     2.75
  0 (anger)     268.50     6.00     2.25
  1 (disgust)   276.75     6.00     2.50
  1 (disgust)   285.25     6.00     2.50
  0 (anger)     293.75     6.00     3.25
  0 (anger)     303.00     6.00     4.75
  0 (anger)     313.75     6.00     2.25
  0 (anger)     322.00     6.00     2.50
  1 (disgust)   330.50     6.00     6.50
  1 (disgust)   343.00     6.00     4.50
  1 (disgust)   353.50     6.00     4.50
  0 (anger)     364.00     6.00     5.00
  1 (disgust)   375.00     6.00     5.75
  1 (disgust)   386.75     6.00     3.25
  1 (disgust)   396.00     6.00     3.75
  0 (anger)     405.75     6.00     7.50
  1 (disgust)   419.25     6.00     5.50
  0 (anger)     430.75     6.00     3.00
  0 (anger)     439.75     6.00     2.00
  1 (disgust)   447.75     6.00     5.50
  0 (anger)     459.25     6.00     2.50
  1 (disgust)   467.75     6.00     3.25
  1 (disgust)   477.00     6.00     6.25
  0 (anger)     489.25     6.00     6.75
  1 (disgust)   502.00     6.00     2.25
  0 (anger)     510.25     6.00     2.75
  0 (anger)     519.00     6.00     2.75
  0 (anger)     527.75     6.00     4.75
  0 (anger)     538.50     6.00     7.00
  1 (disgust)   551.50     6.00     2.50
  0 (anger)     560.00     6.00     2.25
  0 (anger)     568.25     6.00     3.25
  1 (disgust)   577.50     6.00     5.00
  1 (disgust)   588.50     6.00     3.50
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.00
  0 (anger)      17.00     6.00     3.75
  0 (anger)      26.75     6.00     3.75
  1 (disgust)    36.50     6.00     2.25
  1 (disgust)    44.75     6.00     4.25
  1 (disgust)    55.00     6.00     2.50
  1 (disgust)    63.50     6.00     5.25
  1 (disgust)    74.75     6.00     2.50
  1 (disgust)    83.25     6.00     4.75
  0 (anger)      94.00     6.00     5.50
  0 (anger)     105.50     6.00     2.75
  0 (anger)     114.25     6.00     4.25
  0 (anger)     124.50     6.00     7.00
  1 (disgust)   137.50     6.00     6.00
  0 (anger)     149.50     6.00     3.50
  1 (disgust)   159.00     6.00     6.25
  0 (anger)     171.25     6.00     9.50
  0 (anger)     186.75     6.00     5.75
  1 (disgust)   198.50     6.00     2.75
  0 (anger)     207.25     6.00     2.00
  0 (anger)     215.25     6.00     3.25
  1 (disgust)   224.50     6.00     4.50
  1 (disgust)   235.00     6.00     2.00
  1 (disgust)   243.00     6.00     2.75
  0 (anger)     251.75     6.00     3.50
  0 (anger)     261.25     6.00     2.25
  1 (disgust)   269.50     6.00     2.25
  0 (anger)     277.75     6.00     2.00
  1 (disgust)   285.75     6.00     8.00
  1 (disgust)   299.75     6.00     2.75
  1 (disgust)   308.50     6.00     3.00
  1 (disgust)   317.50     6.00     8.50
  0 (anger)     332.00     6.00     3.25
  1 (disgust)   341.25     6.00     4.50
  0 (anger)     351.75     6.00     5.00
  1 (disgust)   362.75     6.00     5.00
  1 (disgust)   373.75     6.00     3.25
  1 (disgust)   383.00     6.00     2.25
  0 (anger)     391.25     6.00     3.00
  0 (anger)     400.25     6.00     6.50
  0 (anger)     412.75     6.00     3.25
  0 (anger)     422.00     6.00     4.25
  1 (disgust)   432.25     6.00     3.00
  1 (disgust)   441.25     6.00     2.25
  0 (anger)     449.50     6.00     5.50
  0 (anger)     461.00     6.00     2.75
  0 (anger)     469.75     6.00     2.50
  0 (anger)     478.25     6.00     7.50
  0 (anger)     491.75     6.00     3.50
  1 (disgust)   501.25     6.00     3.75
  1 (disgust)   511.00     6.00     3.75
  0 (anger)     520.75     6.00     2.50
  0 (anger)     529.25     6.00     2.50
  0 (anger)     537.75     6.00     4.00
  1 (disgust)   547.75     6.00     4.00
  0 (anger)     557.75     6.00     4.75
  1 (disgust)   568.50     6.00     2.50
  0 (anger)     577.00     6.00     6.75
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

