-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.75
  1 (disgust)    17.75     6.00     2.75
  0 (anger)      26.50     6.00     2.25
  1 (disgust)    34.75     6.00     6.50
  1 (disgust)    47.25     6.00     2.50
  1 (disgust)    55.75     6.00     2.75
  1 (disgust)    64.50     6.00     4.50
  0 (anger)      75.00     6.00     3.75
  0 (anger)      84.75     6.00     5.50
  0 (anger)      96.25     6.00     3.75
  0 (anger)     106.00     6.00     3.75
  1 (disgust)   115.75     6.00     5.00
  0 (anger)     126.75     6.00     4.50
  0 (anger)     137.25     6.00     4.75
  0 (anger)     148.00     6.00     3.25
  0 (anger)     157.25     6.00     3.00
  1 (disgust)   166.25     6.00     9.50
  0 (anger)     181.75     6.00     2.00
  1 (disgust)   189.75     6.00     2.25
  0 (anger)     198.00     6.00     2.50
  0 (anger)     206.50     6.00     4.25
  0 (anger)     216.75     6.00     3.25
  0 (anger)     226.00     6.00     8.50
  0 (anger)     240.50     6.00     3.50
  1 (disgust)   250.00     6.00     4.75
  1 (disgust)   260.75     6.00     5.75
  0 (anger)     272.50     6.00     2.50
  1 (disgust)   281.00     6.00     2.75
  1 (disgust)   289.75     6.00     4.25
  1 (disgust)   300.00     6.00     2.50
  0 (anger)     308.50     6.00     6.75
  1 (disgust)   321.25     6.00     4.00
  1 (disgust)   331.25     6.00     3.00
  1 (disgust)   340.25     6.00     2.00
  1 (disgust)   348.25     6.00     2.75
  0 (anger)     357.00     6.00     6.00
  0 (anger)     369.00     6.00     8.00
  0 (anger)     383.00     6.00     6.25
  0 (anger)     395.25     6.00     2.00
  1 (disgust)   403.25     6.00     5.50
  1 (disgust)   414.75     6.00     2.25
  0 (anger)     423.00     6.00     4.00
  1 (disgust)   433.00     6.00     3.50
  1 (disgust)   442.50     6.00     7.50
  0 (anger)     456.00     6.00     7.00
  0 (anger)     469.00     6.00     2.50
  1 (disgust)   477.50     6.00     5.00
  1 (disgust)   488.50     6.00     4.25
  0 (anger)     498.75     6.00     3.00
  0 (anger)     507.75     6.00     2.25
  1 (disgust)   516.00     6.00     2.75
  1 (disgust)   524.75     6.00     3.00
  1 (disgust)   533.75     6.00     3.25
  0 (anger)     543.00     6.00     5.25
  1 (disgust)   554.25     6.00     3.25
  1 (disgust)   563.50     6.00     2.50
  1 (disgust)   572.00     6.00     2.25
  0 (anger)     580.25     6.00     2.25
  0 (anger)     588.50     6.00     3.50
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  0 (anger)      16.50     6.00     2.50
  1 (disgust)    25.00     6.00     3.25
  0 (anger)      34.25     6.00     2.50
  1 (disgust)    42.75     6.00     6.75
  1 (disgust)    55.50     6.00     6.25
  1 (disgust)    67.75     6.00     3.75
  1 (disgust)    77.50     6.00     3.25
  1 (disgust)    86.75     6.00     3.50
  0 (anger)      96.25     6.00     2.50
  0 (anger)     104.75     6.00     4.50
  0 (anger)     115.25     6.00     2.00
  0 (anger)     123.25     6.00     5.00
  1 (disgust)   134.25     6.00     3.00
  1 (disgust)   143.25     6.00     3.75
  1 (disgust)   153.00     6.00     4.25
  1 (disgust)   163.25     6.00     8.50
  0 (anger)     177.75     6.00     9.50
  1 (disgust)   193.25     6.00     4.25
  0 (anger)     203.50     6.00     2.75
  0 (anger)     212.25     6.00     2.00
  0 (anger)     220.25     6.00     6.50
  1 (disgust)   232.75     6.00     3.00
  0 (anger)     241.75     6.00     2.25
  0 (anger)     250.00     6.00     3.25
  1 (disgust)   259.25     6.00     8.00
  1 (disgust)   273.25     6.00     3.50
  0 (anger)     282.75     6.00     4.25
  1 (disgust)   293.00     6.00     2.00
  1 (disgust)   301.00     6.00     2.25
  0 (anger)     309.25     6.00     6.00
  1 (disgust)   321.25     6.00     2.75
  1 (disgust)   330.00     6.00     5.50
  1 (disgust)   341.50     6.00     4.75
  1 (disgust)   352.25     6.00     2.50
  0 (anger)     360.75     6.00     2.75
  1 (disgust)   369.50     6.00     4.00
  1 (disgust)   379.50     6.00     5.25
  0 (anger)     390.75     6.00     7.00
  1 (disgust)   403.75     6.00     3.00
  0 (anger)     412.75     6.00     2.75
  0 (anger)     421.50     6.00     2.25
  0 (anger)     429.75     6.00     3.25
  0 (anger)     439.00     6.00     2.25
  1 (disgust)   447.25     6.00     5.50
  0 (anger)     458.75     6.00     3.75
  0 (anger)     468.50     6.00     3.00
  1 (disgust)   477.50     6.00     3.50
  0 (anger)     487.00     6.00     4.75
  1 (disgust)   497.75     6.00     4.50
  1 (disgust)   508.25     6.00     5.00
  0 (anger)     519.25     6.00     7.50
  0 (anger)     532.75     6.00     2.25
  1 (disgust)   541.00     6.00     2.75
  1 (disgust)   549.75     6.00     2.25
  1 (disgust)   558.00     6.00     2.50
  1 (disgust)   566.50     6.00     5.75
  1 (disgust)   578.25     6.00     3.75
  0 (anger)     588.00     6.00     4.00
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     4.75
  0 (anger)      18.75     6.00     2.75
  0 (anger)      27.50     6.00     2.25
  1 (disgust)    35.75     6.00     3.50
  0 (anger)      45.25     6.00     6.75
  1 (disgust)    58.00     6.00     7.00
  0 (anger)      71.00     6.00     3.00
  1 (disgust)    80.00     6.00     3.25
  0 (anger)      89.25     6.00     3.00
  0 (anger)      98.25     6.00     2.00
  1 (disgust)   106.25     6.00     2.50
  1 (disgust)   114.75     6.00     3.75
  0 (anger)     124.50     6.00     2.50
  1 (disgust)   133.00     6.00     3.75
  0 (anger)     142.75     6.00     3.75
  1 (disgust)   152.50     6.00     6.50
  0 (anger)     165.00     6.00     8.50
  1 (disgust)   179.50     6.00     2.75
  0 (anger)     188.25     6.00     2.75
  0 (anger)     197.00     6.00     3.50
