-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  0 (anger)      16.25     6.00     2.50
  1 (disgust)    24.75     6.00     5.75
  1 (disgust)    36.50     6.00     3.75
  1 (disgust)    46.25     6.00     2.75
  1 (disgust)    55.00     6.00     3.25
  0 (anger)      64.25     6.00     4.25
  1 (disgust)    74.50     6.00     3.50
  0 (anger)      84.00     6.00     3.00
  1 (disgust)    93.00     6.00     4.00
  0 (anger)     103.00     6.00     3.25
  1 (disgust)   112.25     6.00     4.75
  1 (disgust)   123.00     6.00     2.25
  0 (anger)     131.25     6.00     3.25
  0 (anger)     140.50     6.00     4.75
  0 (anger)     151.25     6.00     2.50
  0 (anger)     159.75     6.00     2.25
  0 (anger)     168.00     6.00     6.25
  1 (disgust)   180.25     6.00     7.50
  1 (disgust)   193.75     6.00     5.25
  1 (disgust)   205.00     6.00     4.50
  1 (disgust)   215.50     6.00     3.75
  1 (disgust)   225.25     6.00     2.00
  0 (anger)     233.25     6.00     2.50
  0 (anger)     241.75     6.00     5.00
  1 (disgust)   252.75     6.00     2.00
  1 (disgust)   260.75     6.00     2.25
  0 (anger)     269.00     6.00     2.75
  1 (disgust)   277.75     6.00     8.50
  1 (disgust)   292.25     6.00     2.75
  0 (anger)     301.00     6.00     6.75
  0 (anger)     313.75     6.00     3.50
  0 (anger)     323.25     6.00     6.50
  1 (disgust)   335.75     6.00     2.50
  1 (disgust)   344.25     6.00     2.00
  0 (anger)     352.25     6.00     2.25
  1 (disgust)   360.50     6.00     7.00
  0 (anger)     373.50     6.00     6.00
  0 (anger)     385.50     6.00     5.00
  1 (disgust)   396.50     6.00     8.00
  1 (disgust)   410.50     6.00     3.00
  0 (anger)     419.50     6.00     3.75
  0 (anger)     429.25     6.00     3.75
  1 (disgust)   439.00     6.00     9.50
  1 (disgust)   454.50     6.00     2.75
  1 (disgust)   463.25     6.00     3.00
  1 (disgust)   472.25     6.00     2.25
  1 (disgust)   480.50     6.00     2.75
  1 (disgust)   489.25     6.00     2.50
  0 (anger)     497.75     6.00     5.50
  0 (anger)     509.25     6.00     4.50
  0 (anger)     519.75     6.00     4.00
  1 (disgust)   529.75     6.00     4.25
  1 (disgust)   540.00     6.00     3.50
  1 (disgust)   549.50     6.00     5.50
  1 (disgust)   561.00     6.00     2.50
  1 (disgust)   569.50     6.00     3.25
  0 (anger)     578.75     6.00     4.25
  0 (anger)     589.00     6.00     3.00
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     4.00
  0 (anger)      18.00     6.00     5.50
  1 (disgust)    29.50     6.00     2.25
  1 (disgust)    37.75     6.00     2.25
  1 (disgust)    46.00     6.00     4.75
  0 (anger)      56.75     6.00     4.25
  0 (anger)      67.00     6.00     3.00
  1 (disgust)    76.00     6.00     6.50
  0 (anger)      88.50     6.00     5.00
  1 (disgust)    99.50     6.00     2.25
  1 (disgust)   107.75     6.00     3.50
  0 (anger)     117.25     6.00     3.00
  0 (anger)     126.25     6.00     3.75
  0 (anger)     136.00     6.00     2.25
  0 (anger)     144.25     6.00     2.50
  0 (anger)     152.75     6.00     5.25
  0 (anger)     164.00     6.00     9.50
  0 (anger)     179.50     6.00     2.50
  0 (anger)     188.00     6.00     4.25
  0 (anger)     198.25     6.00     6.00
  1 (disgust)   210.25     6.00     3.75
  0 (anger)     220.00     6.00     4.50
  0 (anger)     230.50     6.00     3.25
  1 (disgust)   239.75     6.00     3.50
  0 (anger)     249.25     6.00     2.50
  0 (anger)     257.75     6.00     5.50
  0 (anger)     269.25     6.00     2.75
  0 (anger)     278.00     6.00     2.00
  1 (disgust)   286.00     6.00     2.50
  1 (disgust)   294.50     6.00     3.00
  1 (disgust)   303.50     6.00     3.25
  1 (disgust)   312.75     6.00     4.25
  1 (disgust)   323.00     6.00     5.00
  0 (anger)     334.00     6.00     3.00
  1 (disgust)   343.00     6.00     7.00
  0 (anger)     356.00     6.00     2.75
  0 (anger)     364.75     6.00     4.75
  0 (anger)     375.50     6.00     7.50
  1 (disgust)   389.00     6.00     2.50
  0 (anger)     397.50     6.00     2.75
  0 (anger)     406.25     6.00     5.75
  1 (disgust)   418.00     6.00     3.75
  0 (anger)     427.75     6.00     4.00
  1 (disgust)   437.75     6.00     6.75
  1 (disgust)   450.50     6.00     2.00
  0 (anger)     458.50     6.00     8.50
  0 (anger)     473.00     6.00     3.25
  0 (anger)     482.25     6.00     6.25
  1 (disgust)   494.50     6.00     2.50
  0 (anger)     503.00     6.00     3.75
  1 (disgust)   512.75     6.00     2.00
  0 (anger)     520.75     6.00     8.00
  1 (disgust)   534.75     6.00     3.50
  0 (anger)     544.25     6.00     2.75
  0 (anger)     553.00     6.00     2.75
  1 (disgust)   561.75     6.00     2.25
  1 (disgust)   570.00     6.00     3.25
  1 (disgust)   579.25     6.00     4.50
  1 (disgust)   589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     4.25
  0 (anger)      18.25     6.00     2.50
  1 (disgust)    26.75     6.00     2.75
  0 (anger)      35.50     6.00     5.75
  0 (anger)      47.25     6.00     2.50
  1 (disgust)    55.75     6.00     2.00
  1 (disgust)    63.75     6.00     2.25
  1 (disgust)    72.00     6.00     3.75
  0 (anger)      81.75     6.00     4.75
  1 (disgust)    92.50     6.00     2.50
  1 (disgust)   101.00     6.00     2.75
  0 (anger)     109.75     6.00     4.00
  0 (anger)     119.75     6.00     9.50
  0 (anger)     135.25     6.00     2.75
  0 (anger)     144.00     6.00     5.50
  1 (disgust)   155.50     6.00     4.50
  0 (anger)     166.00     6.00     5.50
  1 (disgust)   177.50     6.00     3.50
  0 (anger)     187.00     6.00     2.25
  1 (disgust)   195.25     6.00     3.75
  1 (disgust)   205.00     6.00     6.75
  1 (disgust)   217.75     6.00     2.25
  0 (anger)     226.00     6.00     2.50
  1 (disgust)   234.50     6.00     3.00
  0 (anger)     243.50     6.00     5.00
  1 (disgust)   254.50     6.00     2.50
  1 (disgust)   263.00     6.00     3.25
  1 (disgust)   272.25     6.00     8.50
  0 (anger)     286.75     6.00     3.25
  1 (disgust)   296.00     6.00     2.00
  1 (disgust)   304.00     6.00     3.00
  0 (anger)     313.00     6.00     5.25
  1 (disgust)   324.25     6.00     2.50
  0 (anger)     332.75     6.00     2.25
  1 (disgust)   341.00     6.00     7.50
  1 (disgust)   354.50     6.00     4.25
  0 (anger)     364.75     6.00     3.00
  0 (anger)     373.75     6.00     4.00
  0 (anger)     383.75     6.00     3.25
  1 (disgust)   393.00     6.00     7.00
  1 (disgust)   406.00     6.00     5.00
  1 (disgust)   417.00     6.00     3.50
  1 (disgust)   426.50     6.00     2.25
  0 (anger)     434.75     6.00     2.75
  1 (disgust)   443.50     6.00     6.50
  0 (anger)     456.00     6.00     3.00
  0 (anger)     465.00     6.00     4.50
  1 (disgust)   475.50     6.00     2.75
  0 (anger)     484.25     6.00     2.25
  1 (disgust)   492.50     6.00     6.25
  0 (anger)     504.75     6.00     8.00
  1 (disgust)   518.75     6.00     3.75
  1 (disgust)   528.50     6.00     3.25
  0 (anger)     537.75     6.00     2.00
  0 (anger)     545.75     6.00     4.75
  0 (anger)     556.50     6.00     3.75
  0 (anger)     566.25     6.00     4.25
  0 (anger)     576.50     6.00     6.00
  1 (disgust)   588.50     6.00     3.50
  0 (anger)     598.00     6.00     0.00

