-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  0 (anger)      16.25     6.00     3.25
  0 (anger)      25.50     6.00     6.75
  0 (anger)      38.25     6.00     2.75
  1 (disgust)    47.00     6.00     3.50
  1 (disgust)    56.50     6.00     2.75
  0 (anger)      65.25     6.00     3.75
  0 (anger)      75.00     6.00     2.50
  0 (anger)      83.50     6.00     2.00
  0 (anger)      91.50     6.00     4.50
  0 (anger)     102.00     6.00     9.50
  1 (disgust)   117.50     6.00     6.00
  0 (anger)     129.50     6.00     2.25
  0 (anger)     137.75     6.00     8.50
  1 (disgust)   152.25     6.00     3.50
  0 (anger)     161.75     6.00     5.00
  1 (disgust)   172.75     6.00     2.00
  0 (anger)     180.75     6.00     3.75
  1 (disgust)   190.50     6.00     4.50
  1 (disgust)   201.00     6.00     2.25
  1 (disgust)   209.25     6.00     2.25
  0 (anger)     217.50     6.00     3.00
  0 (anger)     226.50     6.00     3.25
  1 (disgust)   235.75     6.00     5.50
  0 (anger)     247.25     6.00     3.00
  0 (anger)     256.25     6.00     4.75
  1 (disgust)   267.00     6.00     3.00
  1 (disgust)   276.00     6.00     3.50
  0 (anger)     285.50     6.00     2.50
  0 (anger)     294.00     6.00     5.00
  0 (anger)     305.00     6.00     5.75
  1 (disgust)   316.75     6.00     2.50
  1 (disgust)   325.25     6.00     5.25
  1 (disgust)   336.50     6.00     6.25
  0 (anger)     348.75     6.00     3.75
  0 (anger)     358.50     6.00     2.00
  0 (anger)     366.50     6.00     4.00
  0 (anger)     376.50     6.00     3.75
  1 (disgust)   386.25     6.00     2.50
  1 (disgust)   394.75     6.00     2.25
  1 (disgust)   403.00     6.00     7.00
  1 (disgust)   416.00     6.00     4.25
  0 (anger)     426.25     6.00     2.75
  1 (disgust)   435.00     6.00     2.50
  1 (disgust)   443.50     6.00     4.75
  1 (disgust)   454.25     6.00     4.25
  1 (disgust)   464.50     6.00     8.00
  0 (anger)     478.50     6.00     2.25
  1 (disgust)   486.75     6.00     4.00
  0 (anger)     496.75     6.00     7.50
  0 (anger)     510.25     6.00     6.50
  0 (anger)     522.75     6.00     3.00
  1 (disgust)   531.75     6.00     2.50
  0 (anger)     540.25     6.00     2.75
  1 (disgust)   549.00     6.00     4.25
  1 (disgust)   559.25     6.00     3.25
  1 (disgust)   568.50     6.00     5.50
  0 (anger)     580.00     6.00     3.25
  1 (disgust)   589.25     6.00     2.75
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  1 (disgust)    17.25     6.00     2.75
  0 (anger)      26.00     6.00     3.50
  0 (anger)      35.50     6.00     4.75
  1 (disgust)    46.25     6.00     2.00
  1 (disgust)    54.25     6.00     5.00
  1 (disgust)    65.25     6.00     2.75
  0 (anger)      74.00     6.00     4.50
  0 (anger)      84.50     6.00     8.50
  1 (disgust)    99.00     6.00     5.00
  1 (disgust)   110.00     6.00     2.75
  0 (anger)     118.75     6.00     2.25
  0 (anger)     127.00     6.00     2.25
  1 (disgust)   135.25     6.00     3.00
  0 (anger)     144.25     6.00     2.75
  1 (disgust)   153.00     6.00     5.50
  0 (anger)     164.50     6.00     2.50
  1 (disgust)   173.00     6.00     5.75
  1 (disgust)   184.75     6.00     2.25
  0 (anger)     193.00     6.00     6.00
  1 (disgust)   205.00     6.00     4.00
  0 (anger)     215.00     6.00     2.50
  0 (anger)     223.50     6.00     8.00
  1 (disgust)   237.50     6.00     6.75
  1 (disgust)   250.25     6.00     3.75
  0 (anger)     260.00     6.00     3.50
  1 (disgust)   269.50     6.00     2.50
  1 (disgust)   278.00     6.00     3.00
  1 (disgust)   287.00     6.00     4.25
  1 (disgust)   297.25     6.00     2.25
  1 (disgust)   305.50     6.00     2.25
  0 (anger)     313.75     6.00     7.00
  0 (anger)     326.75     6.00     3.50
  0 (anger)     336.25     6.00     3.25
  0 (anger)     345.50     6.00     3.75
  0 (anger)     355.25     6.00     2.00
  1 (disgust)   363.25     6.00     2.50
  1 (disgust)   371.75     6.00     4.25
  1 (disgust)   382.00     6.00     4.50
  1 (disgust)   392.50     6.00     3.00
  1 (disgust)   401.50     6.00     2.50
  1 (disgust)   410.00     6.00     2.00
  0 (anger)     418.00     6.00     4.75
  0 (anger)     428.75     6.00     3.75
  1 (disgust)   438.50     6.00     4.25
  1 (disgust)   448.75     6.00     6.25
  0 (anger)     461.00     6.00     4.00
  1 (disgust)   471.00     6.00     3.25
  0 (anger)     480.25     6.00     2.50
  1 (disgust)   488.75     6.00     6.50
  0 (anger)     501.25     6.00     9.50
  0 (anger)     516.75     6.00     3.00
  1 (disgust)   525.75     6.00     7.50
  1 (disgust)   539.25     6.00     3.75
  1 (disgust)   549.00     6.00     2.75
  0 (anger)     557.75     6.00     5.50
  0 (anger)     569.25     6.00     5.25
  0 (anger)     580.50     6.00     3.25
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.25
  0 (anger)      16.25     6.00     5.50
  0 (anger)      27.75     6.00     5.75
  0 (anger)      39.50     6.00     3.00
  1 (disgust)    48.50     6.00     6.75
  0 (anger)      61.25     6.00     4.75
  0 (anger)      72.00     6.00     5.50
  1 (disgust)    83.50     6.00     6.25
  0 (anger)      95.75     6.00     3.00
  1 (disgust)   104.75     6.00     3.75
  1 (disgust)   114.50     6.00     2.50
  1 (disgust)   123.00     6.00     5.25
  1 (disgust)   134.25     6.00     6.00
  1 (disgust)   146.25     6.00     2.75
  0 (anger)     155.00     6.00     3.75
  0 (anger)     164.75     6.00     9.50
  1 (disgust)   180.25     6.00     2.50
  0 (anger)     188.75     6.00     4.25
  1 (disgust)   199.00     6.00     3.00
  0 (anger)     208.00     6.00     3.00
  0 (anger)     217.00     6.00     2.50
  1 (disgust)   225.50     6.00     2.50
  0 (anger)     234.00     6.00     7.00
  1 (disgust)   247.00     6.00     3.25
  1 (disgust)   256.25     6.00     3.50
  1 (disgust)   265.75     6.00     2.75
  0 (anger)     274.50     6.00     2.00
  1 (disgust)   282.50     6.00     3.25
  1 (disgust)   291.75     6.00     3.25
  0 (anger)     301.00     6.00     2.75
  0 (anger)     309.75     6.00     2.25
  0 (anger)     318.00     6.00     7.50
  0 (anger)     331.50     6.00     4.00
  0 (anger)     341.50     6.00     2.25
  0 (anger)     349.75     6.00     5.00
  1 (disgust)   360.75     6.00     4.25
  1 (disgust)   371.00     6.00     6.50
  0 (anger)     383.50     6.00     3.50
  0 (anger)     393.00     6.00     4.00
  1 (disgust)   403.00     6.00     8.00
  0 (anger)     417.00     6.00     3.25
  0 (anger)     426.25     6.00     2.50
  1 (disgust)   434.75     6.00     3.75
  1 (disgust)   444.50     6.00     4.75
  1 (disgust)   455.25     6.00     4.50
  1 (disgust)   465.75     6.00     5.00
  1 (disgust)   476.75     6.00     4.50
  0 (anger)     487.25     6.00     2.00
  0 (anger)     495.25     6.00     2.25
  0 (anger)     503.50     6.00     2.75
  1 (disgust)   512.25     6.00     2.00
  0 (anger)     520.25     6.00     2.75
  0 (anger)     529.00     6.00     2.50
  0 (anger)     537.50     6.00     8.50
  1 (disgust)   552.00     6.00     4.25
  0 (anger)     562.25     6.00     3.50
  1 (disgust)   571.75     6.00     3.75
  1 (disgust)   581.50     6.00     2.25
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

