-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.50
  1 (disgust)    16.50     6.00     2.00
  0 (anger)      24.50     6.00     4.00
  1 (disgust)    34.50     6.00     2.50
  1 (disgust)    43.00     6.00     8.50
  0 (anger)      57.50     6.00     6.00
  1 (disgust)    69.50     6.00     8.00
  1 (disgust)    83.50     6.00     3.75
  1 (disgust)    93.25     6.00     4.50
  0 (anger)     103.75     6.00     2.75
  0 (anger)     112.50     6.00     5.75
  0 (anger)     124.25     6.00     3.25
  1 (disgust)   133.50     6.00     7.00
  1 (disgust)   146.50     6.00     2.00
  1 (disgust)   154.50     6.00     3.25
  0 (anger)     163.75     6.00     4.75
  0 (anger)     174.50     6.00     3.50
  1 (disgust)   184.00     6.00     2.75
  1 (disgust)   192.75     6.00     2.25
  0 (anger)     201.00     6.00     5.00
  0 (anger)     212.00     6.00     3.00
  0 (anger)     221.00     6.00     3.00
  0 (anger)     230.00     6.00     2.50
  0 (anger)     238.50     6.00     3.00
  1 (disgust)   247.50     6.00     2.25
  1 (disgust)   255.75     6.00     2.75
  0 (anger)     264.50     6.00     3.25
  1 (disgust)   273.75     6.00     6.75
  1 (disgust)   286.50     6.00     2.75
  0 (anger)     295.25     6.00     6.50
  1 (disgust)   307.75     6.00     2.50
  0 (anger)     316.25     6.00     2.25
  0 (anger)     324.50     6.00     3.75
  0 (anger)     334.25     6.00     2.25
  1 (disgust)   342.50     6.00     2.25
  0 (anger)     350.75     6.00     5.00
  0 (anger)     361.75     6.00     3.50
  1 (disgust)   371.25     6.00     6.25
  1 (disgust)   383.50     6.00     3.75
  0 (anger)     393.25     6.00     5.25
  0 (anger)     404.50     6.00     9.50
  0 (anger)     420.00     6.00     2.50
  1 (disgust)   428.50     6.00     3.25
  0 (anger)     437.75     6.00     3.00
  0 (anger)     446.75     6.00     4.25
  0 (anger)     457.00     6.00     7.50
  1 (disgust)   470.50     6.00     3.75
  1 (disgust)   480.25     6.00     2.00
  1 (disgust)   488.25     6.00     2.75
  0 (anger)     497.00     6.00     5.50
  1 (disgust)   508.50     6.00     2.50
  0 (anger)     517.00     6.00     2.25
  0 (anger)     525.25     6.00     3.50
  1 (disgust)   534.75     6.00     4.75
  1 (disgust)   545.50     6.00     4.25
  0 (anger)     555.75     6.00     5.50
  1 (disgust)   567.25     6.00     4.00
  0 (anger)     577.25     6.00     4.50
  0 (anger)     587.75     6.00     4.25
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  0 (anger)      17.50     6.00     5.50
  0 (anger)      29.00     6.00     2.50
  1 (disgust)    37.50     6.00     2.50
  0 (anger)      46.00     6.00     4.50
  1 (disgust)    56.50     6.00     3.75
  1 (disgust)    66.25     6.00     2.75
  0 (anger)      75.00     6.00     9.50
  0 (anger)      90.50     6.00     3.50
  0 (anger)     100.00     6.00     2.75
  1 (disgust)   108.75     6.00     3.25
  1 (disgust)   118.00     6.00     2.50
  1 (disgust)   126.50     6.00     3.25
  1 (disgust)   135.75     6.00     2.25
  1 (disgust)   144.00     6.00     2.00
  0 (anger)     152.00     6.00     7.50
  1 (disgust)   165.50     6.00     8.00
  1 (disgust)   179.50     6.00     6.00
  0 (anger)     191.50     6.00     5.50
  0 (anger)     203.00     6.00     4.00
  1 (disgust)   213.00     6.00     5.75
  1 (disgust)   224.75     6.00     4.00
  1 (disgust)   234.75     6.00     2.75
  0 (anger)     243.50     6.00     2.25
  1 (disgust)   251.75     6.00     2.00
  0 (anger)     259.75     6.00     5.00
  0 (anger)     270.75     6.00     3.75
  0 (anger)     280.50     6.00     7.00
  1 (disgust)   293.50     6.00     6.50
  1 (disgust)   306.00     6.00     4.25
  0 (anger)     316.25     6.00     2.25
  0 (anger)     324.50     6.00     5.00
  1 (disgust)   335.50     6.00     4.75
  0 (anger)     346.25     6.00     2.50
  0 (anger)     354.75     6.00     5.25
  0 (anger)     366.00     6.00     4.75
  0 (anger)     376.75     6.00     3.00
  1 (disgust)   385.75     6.00     2.00
  0 (anger)     393.75     6.00     2.25
  1 (disgust)   402.00     6.00     2.75
  1 (disgust)   410.75     6.00     4.25
  1 (disgust)   421.00     6.00     3.00
  0 (anger)     430.00     6.00     4.50
  1 (disgust)   440.50     6.00     2.75
  0 (anger)     449.25     6.00     2.50
  1 (disgust)   457.75     6.00     6.25
  1 (disgust)   470.00     6.00     3.25
  0 (anger)     479.25     6.00     6.75
  0 (anger)     492.00     6.00     3.50
  0 (anger)     501.50     6.00     3.25
  0 (anger)     510.75     6.00     2.25
  1 (disgust)   519.00     6.00     8.50
  0 (anger)     533.50     6.00     3.00
  1 (disgust)   542.50     6.00     2.50
  1 (disgust)   551.00     6.00     3.75
  0 (anger)     560.75     6.00     2.25
  1 (disgust)   569.00     6.00     4.25
  0 (anger)     579.25     6.00     3.75
  1 (disgust)   589.00     6.00     3.00
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.75
  0 (anger)      16.75     6.00     2.00
  1 (disgust)    24.75     6.00     2.25
  1 (disgust)    33.00     6.00     8.50
  1 (disgust)    47.50     6.00     3.50
  0 (anger)      57.00     6.00     4.25
  0 (anger)      67.25     6.00     2.00
  1 (disgust)    75.25     6.00     3.00
  1 (disgust)    84.25     6.00     2.50
  1 (disgust)    92.75     6.00     2.50
  1 (disgust)   101.25     6.00     4.00
  0 (anger)     111.25     6.00     2.25
  1 (disgust)   119.50     6.00     9.50
  0 (anger)     135.00     6.00     8.00
  1 (disgust)   149.00     6.00     3.00
  0 (anger)     158.00     6.00     5.00
  1 (disgust)   169.00     6.00     5.25
  0 (anger)     180.25     6.00     3.50
  1 (disgust)   189.75     6.00     3.75
  1 (disgust)   199.50     6.00     4.00
  0 (anger)     209.50     6.00     6.75
  0 (anger)     222.25     6.00     4.50
  1 (disgust)   232.75     6.00     5.50
  0 (anger)     244.25     6.00     2.25
  1 (disgust)   252.50     6.00     2.75
  0 (anger)     261.25     6.00     2.50
  0 (anger)     269.75     6.00     2.50
  0 (anger)     278.25     6.00     6.25
  0 (anger)     290.50     6.00     3.00
  0 (anger)     299.50     6.00     4.25
  1 (disgust)   309.75     6.00     3.25
  0 (anger)     319.00     6.00     3.75
  1 (disgust)   328.75     6.00     3.75
  1 (disgust)   338.50     6.00     2.00
  1 (disgust)   346.50     6.00     2.50
  0 (anger)     355.00     6.00     2.25
  1 (disgust)   363.25     6.00     6.50
  0 (anger)     375.75     6.00     5.50
  1 (disgust)   387.25     6.00     3.25
  1 (disgust)   396.50     6.00     3.75
  0 (anger)     406.25     6.00     7.00
  0 (anger)     419.25     6.00     5.00
  1 (disgust)   430.25     6.00     2.25
  0 (anger)     438.50     6.00     4.50
  1 (disgust)   449.00     6.00     6.00
  0 (anger)     461.00     6.00     7.50
  0 (anger)     474.50     6.00     3.25
  1 (disgust)   483.75     6.00     2.25
  0 (anger)     492.00     6.00     3.25
  1 (disgust)   501.25     6.00     2.75
  1 (disgust)   510.00     6.00     2.50
  1 (disgust)   518.50     6.00     4.25
  0 (anger)     528.75     6.00     2.75
  0 (anger)     537.50     6.00     4.75
  1 (disgust)   548.25     6.00     3.00
  1 (disgust)   557.25     6.00     5.75
  0 (anger)     569.00     6.00     4.75
  1 (disgust)   579.75     6.00     2.75
  1 (disgust)   588.50     6.00     3.50
  1 (disgust)   598.00     6.00     0.00

