-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.25
  1 (disgust)    17.25     6.00     3.75
  0 (anger)      27.00     6.00     2.25
  0 (anger)      35.25     6.00     3.75
  0 (anger)      45.00     6.00     3.50
  1 (disgust)    54.50     6.00     7.50
  0 (anger)      68.00     6.00     2.25
  1 (disgust)    76.25     6.00     2.00
  0 (anger)      84.25     6.00     9.50
  0 (anger)      99.75     6.00     2.00
  0 (anger)     107.75     6.00     5.25
  0 (anger)     119.00     6.00     3.00
  0 (anger)     128.00     6.00     4.00
  1 (disgust)   138.00     6.00     3.00
  0 (anger)     147.00     6.00     2.25
  1 (disgust)   155.25     6.00     3.25
  0 (anger)     164.50     6.00     6.75
  0 (anger)     177.25     6.00     4.25
  1 (disgust)   187.50     6.00     4.75
  1 (disgust)   198.25     6.00     5.50
  0 (anger)     209.75     6.00     2.75
  1 (disgust)   218.50     6.00     4.00
  0 (anger)     228.50     6.00     5.50
  1 (disgust)   240.00     6.00     2.50
  1 (disgust)   248.50     6.00     4.25
  1 (disgust)   258.75     6.00     3.25
  0 (anger)     268.00     6.00     3.00
  1 (disgust)   277.00     6.00     3.25
  1 (disgust)   286.25     6.00     4.25
  0 (anger)     296.50     6.00     2.50
  0 (anger)     305.00     6.00     8.50
  0 (anger)     319.50     6.00     2.75
  1 (disgust)   328.25     6.00     3.50
  1 (disgust)   337.75     6.00     6.25
  0 (anger)     350.00     6.00     2.75
  0 (anger)     358.75     6.00     8.00
  1 (disgust)   372.75     6.00     2.25
  1 (disgust)   381.00     6.00     2.25
  1 (disgust)   389.25     6.00     6.00
  1 (disgust)   401.25     6.00     3.75
  1 (disgust)   411.00     6.00     5.75
  0 (anger)     422.75     6.00     5.00
  1 (disgust)   433.75     6.00     4.50
  1 (disgust)   444.25     6.00     2.50
  1 (disgust)   452.75     6.00     2.25
  0 (anger)     461.00     6.00     6.50
  0 (anger)     473.50     6.00     7.00
  0 (anger)     486.50     6.00     4.75
  0 (anger)     497.25     6.00     2.50
  0 (anger)     505.75     6.00     2.00
  1 (disgust)   513.75     6.00     3.00
  0 (anger)     522.75     6.00     2.75
  1 (disgust)   531.50     6.00     2.50
  1 (disgust)   540.00     6.00     5.00
  1 (disgust)   551.00     6.00     3.75
  1 (disgust)   560.75     6.00     2.50
  0 (anger)     569.25     6.00     3.50
  0 (anger)     578.75     6.00     4.50
  1 (disgust)   589.25     6.00     2.75
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.25
  0 (anger)      16.25     6.00     2.50
  0 (anger)      24.75     6.00     6.50
