-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  1 (disgust)    17.25     6.00     3.75
  1 (disgust)    27.00     6.00     2.25
  1 (disgust)    35.25     6.00     4.50
  0 (anger)      45.75     6.00     3.50
  0 (anger)      55.25     6.00     5.50
  1 (disgust)    66.75     6.00     6.25
  0 (anger)      79.00     6.00     2.25
  1 (disgust)    87.25     6.00     3.50
  0 (anger)      96.75     6.00     9.50
  1 (disgust)   112.25     6.00     4.50
  1 (disgust)   122.75     6.00     3.25
  1 (disgust)   132.00     6.00     2.50
  1 (disgust)   140.50     6.00     3.00
  1 (disgust)   149.50     6.00     3.00
  0 (anger)     158.50     6.00     2.25
  0 (anger)     166.75     6.00     3.25
  0 (anger)     176.00     6.00     4.25
  0 (anger)     186.25     6.00     6.50
  1 (disgust)   198.75     6.00     6.00
  1 (disgust)   210.75     6.00     4.25
  0 (anger)     221.00     6.00     2.50
  0 (anger)     229.50     6.00     2.75
  0 (anger)     238.25     6.00     5.00
  1 (disgust)   249.25     6.00     2.50
  1 (disgust)   257.75     6.00     8.00
  0 (anger)     271.75     6.00     2.25
  0 (anger)     280.00     6.00     2.75
  1 (disgust)   288.75     6.00     5.75
  1 (disgust)   300.50     6.00     8.50
  1 (disgust)   315.00     6.00     2.50
  1 (disgust)   323.50     6.00     3.75
  1 (disgust)   333.25     6.00     2.75
  1 (disgust)   342.00     6.00     6.75
  1 (disgust)   354.75     6.00     2.75
  0 (anger)     363.50     6.00     3.75
  0 (anger)     373.25     6.00     4.25
  0 (anger)     383.50     6.00     4.00
  1 (disgust)   393.50     6.00     2.00
  1 (disgust)   401.50     6.00     3.50
  0 (anger)     411.00     6.00     3.00
  0 (anger)     420.00     6.00     3.75
  0 (anger)     429.75     6.00     7.50
  1 (disgust)   443.25     6.00     2.00
  1 (disgust)   451.25     6.00     2.75
  1 (disgust)   460.00     6.00     2.25
  0 (anger)     468.25     6.00     5.00
  1 (disgust)   479.25     6.00     2.00
  1 (disgust)   487.25     6.00     3.00
  1 (disgust)   496.25     6.00     4.75
  1 (disgust)   507.00     6.00     5.50
  1 (disgust)   518.50     6.00     3.25
  1 (disgust)   527.75     6.00     5.25
  0 (anger)     539.00     6.00     2.25
  0 (anger)     547.25     6.00     2.50
  0 (anger)     555.75     6.00     7.00
  1 (disgust)   568.75     6.00     4.75
  1 (disgust)   579.50     6.00     4.00
  0 (anger)     589.50     6.00     2.50
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     6.25
  0 (anger)      20.25     6.00     2.25
  1 (disgust)    28.50     6.00     3.50
  1 (disgust)    38.00     6.00     2.75
  0 (anger)      46.75     6.00     3.25
  0 (anger)      56.00     6.00     3.00
  1 (disgust)    65.00     6.00     2.00
  1 (disgust)    73.00     6.00     3.50
  1 (disgust)    82.50     6.00     4.75
  0 (anger)      93.25     6.00     3.50
  1 (disgust)   102.75     6.00     5.50
  1 (disgust)   114.25     6.00     7.50
  1 (disgust)   127.75     6.00     4.25
  0 (anger)     138.00     6.00     2.50
  0 (anger)     146.50     6.00     4.00
  1 (disgust)   156.50     6.00     2.50
  1 (disgust)   165.00     6.00     2.75
  0 (anger)     173.75     6.00     6.00
  0 (anger)     185.75     6.00     3.25
  1 (disgust)   195.00     6.00     3.25
  0 (anger)     204.25     6.00     4.25
  0 (anger)     214.50     6.00     3.00
  1 (disgust)   223.50     6.00     3.25
  0 (anger)     232.75     6.00     4.25
  0 (anger)     243.00     6.00     8.00
  1 (disgust)   257.00     6.00     8.50
  1 (disgust)   271.50     6.00     2.25
  1 (disgust)   279.75     6.00     2.00
  0 (anger)     287.75     6.00     2.75
  1 (disgust)   296.50     6.00     5.75
  0 (anger)     308.25     6.00     3.00
  1 (disgust)   317.25     6.00     2.50
  1 (disgust)   325.75     6.00     2.25
  1 (disgust)   334.00     6.00     3.75
  0 (anger)     343.75     6.00     4.75
  0 (anger)     354.50     6.00     3.75
  0 (anger)     364.25     6.00     2.25
  1 (disgust)   372.50     6.00     3.75
  0 (anger)     382.25     6.00     2.50
  0 (anger)     390.75     6.00     9.50
  1 (disgust)   406.25     6.00     7.00
  0 (anger)     419.25     6.00     5.00
  0 (anger)     430.25     6.00     6.50
  0 (anger)     442.75     6.00     4.00
  1 (disgust)   452.75     6.00     5.50
  0 (anger)     464.25     6.00     4.50
  0 (anger)     474.75     6.00     2.50
  0 (anger)     483.25     6.00     2.75
  0 (anger)     492.00     6.00     5.00
  1 (disgust)   503.00     6.00     2.75
  1 (disgust)   511.75     6.00     2.50
  1 (disgust)   520.25     6.00     4.50
  1 (disgust)   530.75     6.00     2.25
  0 (anger)     539.00     6.00     2.25
  0 (anger)     547.25     6.00     6.75
  0 (anger)     560.00     6.00     2.00
  1 (disgust)   568.00     6.00     3.00
  0 (anger)     577.00     6.00     3.75
  1 (disgust)   586.75     6.00     5.25
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     4.25
  0 (anger)      18.25     6.00     2.25
  1 (disgust)    26.50     6.00     2.75
  0 (anger)      35.25     6.00     4.00
  0 (anger)      45.25     6.00     4.25
  1 (disgust)    55.50     6.00     4.75
  1 (disgust)    66.25     6.00     4.25
  1 (disgust)    76.50     6.00     4.50
  0 (anger)      87.00     6.00     2.25
  1 (disgust)    95.25     6.00     6.00
  1 (disgust)   107.25     6.00     8.00
  0 (anger)     121.25     6.00     5.00
  0 (anger)     132.25     6.00     3.00
  1 (disgust)   141.25     6.00     2.00
  0 (anger)     149.25     6.00     6.75
  0 (anger)     162.00     6.00     2.25
  1 (disgust)   170.25     6.00     7.00
  0 (anger)     183.25     6.00     3.00
  0 (anger)     192.25     6.00     2.75
  1 (disgust)   201.00     6.00     2.00
  0 (anger)     209.00     6.00     5.25
  0 (anger)     220.25     6.00     3.75
  0 (anger)     230.00     6.00     2.25
  0 (anger)     238.25     6.00     2.50
  0 (anger)     246.75     6.00     3.25
  1 (disgust)   256.00     6.00     5.00
  0 (anger)     267.00     6.00     8.50
  0 (anger)     281.50     6.00     3.75
  0 (anger)     291.25     6.00     7.50
  0 (anger)     304.75     6.00     6.50
  0 (anger)     317.25     6.00     2.50
  0 (anger)     325.75     6.00     5.50
  1 (disgust)   337.25     6.00     4.50
  1 (disgust)   347.75     6.00     4.75
  1 (disgust)   358.50     6.00     3.25
  1 (disgust)   367.75     6.00     2.50
  1 (disgust)   376.25     6.00     3.25
  0 (anger)     385.50     6.00     2.25
  1 (disgust)   393.75     6.00     2.75
  1 (disgust)   402.50     6.00     3.50
  0 (anger)     412.00     6.00     5.50
  1 (disgust)   423.50     6.00     2.75
  0 (anger)     432.25     6.00     3.50
  1 (disgust)   441.75     6.00     3.25
  0 (anger)     451.00     6.00     2.50
  1 (disgust)   459.50     6.00     2.25
  0 (anger)     467.75     6.00     3.00
  0 (anger)     476.75     6.00     9.50
  1 (disgust)   492.25     6.00     6.25
  1 (disgust)   504.50     6.00     2.50
  0 (anger)     513.00     6.00     5.75
  1 (disgust)   524.75     6.00     3.75
  0 (anger)     534.50     6.00     2.75
  0 (anger)     543.25     6.00     2.50
  1 (disgust)   551.75     6.00     3.75
  1 (disgust)   561.50     6.00     2.00
  1 (disgust)   569.50     6.00     3.50
  0 (anger)     579.00     6.00     4.00
  1 (disgust)   589.00     6.00     3.00
  0 (anger)     598.00     6.00     0.00

