-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.75
  1 (disgust)    16.75     6.00     2.75
  1 (disgust)    25.50     6.00     3.25
  0 (anger)      34.75     6.00     4.75
  0 (anger)      45.50     6.00     2.25
  0 (anger)      53.75     6.00     9.50
  1 (disgust)    69.25     6.00     3.75
  1 (disgust)    79.00     6.00     5.50
  1 (disgust)    90.50     6.00     8.00
  0 (anger)     104.50     6.00     6.75
  1 (disgust)   117.25     6.00     2.75
  0 (anger)     126.00     6.00     3.75
  1 (disgust)   135.75     6.00     5.00
  1 (disgust)   146.75     6.00     2.75
  0 (anger)     155.50     6.00     4.75
  0 (anger)     166.25     6.00     4.50
  1 (disgust)   176.75     6.00     3.00
  0 (anger)     185.75     6.00     2.50
  0 (anger)     194.25     6.00     2.50
  1 (disgust)   202.75     6.00     5.50
  1 (disgust)   214.25     6.00     5.75
  1 (disgust)   226.00     6.00     6.00
  0 (anger)     238.00     6.00     3.00
  0 (anger)     247.00     6.00     2.50
  0 (anger)     255.50     6.00     3.75
  1 (disgust)   265.25     6.00     2.25
  0 (anger)     273.50     6.00     2.00
  0 (anger)     281.50     6.00     3.25
  1 (disgust)   290.75     6.00     2.50
  1 (disgust)   299.25     6.00     7.00
  0 (anger)     312.25     6.00     4.25
  0 (anger)     322.50     6.00     3.50
  1 (disgust)   332.00     6.00     6.25
  1 (disgust)   344.25     6.00     2.50
  0 (anger)     352.75     6.00     3.75
  0 (anger)     362.50     6.00     2.50
  0 (anger)     371.00     6.00     3.50
  0 (anger)     380.50     6.00     2.00
  1 (disgust)   388.50     6.00     4.00
  0 (anger)     398.50     6.00     3.25
  1 (disgust)   407.75     6.00     3.25
  0 (anger)     417.00     6.00     2.25
  0 (anger)     425.25     6.00     8.50
  1 (disgust)   439.75     6.00     2.25
  0 (anger)     448.00     6.00     3.50
  1 (disgust)   457.50     6.00     6.50
  0 (anger)     470.00     6.00     4.50
  1 (disgust)   480.50     6.00     4.00
  0 (anger)     490.50     6.00     5.00
  0 (anger)     501.50     6.00     5.25
  0 (anger)     512.75     6.00     4.25
  1 (disgust)   523.00     6.00     4.25
  0 (anger)     533.25     6.00     3.00
  1 (disgust)   542.25     6.00     2.75
  1 (disgust)   551.00     6.00     2.25
  0 (anger)     559.25     6.00     7.50
  1 (disgust)   572.75     6.00     2.25
  0 (anger)     581.00     6.00     3.00
  0 (anger)     590.00     6.00     2.00
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.25
  1 (disgust)    16.25     6.00     2.00
  0 (anger)      24.25     6.00     2.50
  1 (disgust)    32.75     6.00     2.50
  1 (disgust)    41.25     6.00     3.25
  0 (anger)      50.50     6.00     2.25
  1 (disgust)    58.75     6.00     2.75
  0 (anger)      67.50     6.00     2.75
  1 (disgust)    76.25     6.00     3.00
  1 (disgust)    85.25     6.00     2.50
  0 (anger)      93.75     6.00     2.50
  0 (anger)     102.25     6.00     2.25
  1 (disgust)   110.50     6.00     3.75
  1 (disgust)   120.25     6.00     2.25
  1 (disgust)   128.50     6.00     9.50
  0 (anger)     144.00     6.00     3.00
  1 (disgust)   153.00     6.00     5.00
  0 (anger)     164.00     6.00     2.00
  0 (anger)     172.00     6.00     4.50
  0 (anger)     182.50     6.00     6.25
  0 (anger)     194.75     6.00     3.75
  0 (anger)     204.50     6.00     4.25
  0 (anger)     214.75     6.00     7.00
  1 (disgust)   227.75     6.00     3.50
  1 (disgust)   237.25     6.00     2.25
  1 (disgust)   245.50     6.00     6.75
  1 (disgust)   258.25     6.00     2.50
  0 (anger)     266.75     6.00     5.00
  0 (anger)     277.75     6.00     3.50
  1 (disgust)   287.25     6.00     5.25
  0 (anger)     298.50     6.00     8.50
  1 (disgust)   313.00     6.00     3.00
  0 (anger)     322.00     6.00     5.50
  0 (anger)     333.50     6.00     3.50
  0 (anger)     343.00     6.00     2.25
  1 (disgust)   351.25     6.00     4.50
  0 (anger)     361.75     6.00     8.00
  1 (disgust)   375.75     6.00     2.75
  1 (disgust)   384.50     6.00     4.75
  1 (disgust)   395.25     6.00     4.00
  0 (anger)     405.25     6.00     3.75
  0 (anger)     415.00     6.00     7.50
  1 (disgust)   428.50     6.00     6.50
  0 (anger)     441.00     6.00     4.25
  0 (anger)     451.25     6.00     4.75
  1 (disgust)   462.00     6.00     3.25
  1 (disgust)   471.25     6.00     6.00
  1 (disgust)   483.25     6.00     2.50
  1 (disgust)   491.75     6.00     2.00
  1 (disgust)   499.75     6.00     3.25
  0 (anger)     509.00     6.00     3.00
  0 (anger)     518.00     6.00     4.25
  0 (anger)     528.25     6.00     3.75
  0 (anger)     538.00     6.00     4.00
  1 (disgust)   548.00     6.00     3.25
  1 (disgust)   557.25     6.00     2.75
  0 (anger)     566.00     6.00     5.75
  1 (disgust)   577.75     6.00     5.50
  0 (anger)     589.25     6.00     2.75
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  0 (anger)      16.50     6.00     2.25
  0 (anger)      24.75     6.00     3.00
  0 (anger)      33.75     6.00     3.50
  0 (anger)      43.25     6.00     4.25
  1 (disgust)    53.50     6.00     4.00
  0 (anger)      63.50     6.00     6.75
  0 (anger)      76.25     6.00     2.25
  1 (disgust)    84.50     6.00     6.50
  0 (anger)      97.00     6.00     2.25
  0 (anger)     105.25     6.00     5.50
  1 (disgust)   116.75     6.00     2.50
  0 (anger)     125.25     6.00     2.75
  1 (disgust)   134.00     6.00     9.50
  0 (anger)     149.50     6.00     4.25
  1 (disgust)   159.75     6.00     2.25
  0 (anger)     168.00     6.00     2.00
  0 (anger)     176.00     6.00     3.00
  1 (disgust)   185.00     6.00     2.50
  1 (disgust)   193.50     6.00     4.00
  1 (disgust)   203.50     6.00     8.00
  1 (disgust)   217.50     6.00     4.75
  1 (disgust)   228.25     6.00     2.25
  0 (anger)     236.50     6.00     2.75
  1 (disgust)   245.25     6.00     4.25
  1 (disgust)   255.50     6.00     2.25
  1 (disgust)   263.75     6.00     3.25
  0 (anger)     273.00     6.00     4.50
  0 (anger)     283.50     6.00     3.75
  1 (disgust)   293.25     6.00     3.50
  1 (disgust)   302.75     6.00     2.00
  1 (disgust)   310.75     6.00     3.75
  0 (anger)     320.50     6.00     5.50
  0 (anger)     332.00     6.00     3.00
  1 (disgust)   341.00     6.00     7.00
  1 (disgust)   354.00     6.00     5.00
  1 (disgust)   365.00     6.00     3.75
  0 (anger)     374.75     6.00     5.75
  0 (anger)     386.50     6.00     6.25
  1 (disgust)   398.75     6.00     3.75
  0 (anger)     408.50     6.00     2.75
  1 (disgust)   417.25     6.00     3.00
  0 (anger)     426.25     6.00     8.50
  1 (disgust)   440.75     6.00     2.75
  1 (disgust)   449.50     6.00     2.00
  0 (anger)     457.50     6.00     2.50
  1 (disgust)   466.00     6.00     3.25
  0 (anger)     475.25     6.00     5.00
  1 (disgust)   486.25     6.00     4.75
  0 (anger)     497.00     6.00     3.25
  1 (disgust)   506.25     6.00     2.75
  1 (disgust)   515.00     6.00     6.00
  0 (anger)     527.00     6.00     3.25
  1 (disgust)   536.25     6.00     4.50
  1 (disgust)   546.75     6.00     3.50
  0 (anger)     556.25     6.00     2.50
  0 (anger)     564.75     6.00     2.50
  0 (anger)     573.25     6.00     5.25
  1 (disgust)   584.50     6.00     7.50
  0 (anger)     598.00     6.00     0.00

