-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  1 (disgust)    16.25     6.00     2.50
  1 (disgust)    24.75     6.00     2.25
  1 (disgust)    33.00     6.00     7.50
  0 (anger)      46.50     6.00     2.50
  1 (disgust)    55.00     6.00     4.25
  1 (disgust)    65.25     6.00     3.25
  1 (disgust)    74.50     6.00     3.75
  0 (anger)      84.25     6.00     2.50
  0 (anger)      92.75     6.00     2.75
  1 (disgust)   101.50     6.00     2.25
  1 (disgust)   109.75     6.00     3.50
  0 (anger)     119.25     6.00     3.75
  1 (disgust)   129.00     6.00     8.50
  0 (anger)     143.50     6.00     2.25
  0 (anger)     151.75     6.00     3.50
  1 (disgust)   161.25     6.00     6.75
  1 (disgust)   174.00     6.00     6.00
  1 (disgust)   186.00     6.00     2.25
  1 (disgust)   194.25     6.00     2.75
  1 (disgust)   203.00     6.00     2.50
  1 (disgust)   211.50     6.00     3.75
  0 (anger)     221.25     6.00     3.00
  0 (anger)     230.25     6.00     4.00
  0 (anger)     240.25     6.00     4.50
  1 (disgust)   250.75     6.00     8.00
  1 (disgust)   264.75     6.00     3.25
  1 (disgust)   274.00     6.00     4.75
  1 (disgust)   284.75     6.00     3.25
  0 (anger)     294.00     6.00     7.00
  1 (disgust)   307.00     6.00     2.75
  0 (anger)     315.75     6.00     2.00
  1 (disgust)   323.75     6.00     2.75
  1 (disgust)   332.50     6.00     3.00
  0 (anger)     341.50     6.00     3.00
  0 (anger)     350.50     6.00     3.50
  0 (anger)     360.00     6.00     6.50
  0 (anger)     372.50     6.00     9.50
  1 (disgust)   388.00     6.00     3.25
  1 (disgust)   397.25     6.00     2.25
  0 (anger)     405.50     6.00     2.75
  0 (anger)     414.25     6.00     3.00
  0 (anger)     423.25     6.00     5.50
  0 (anger)     434.75     6.00     2.00
  1 (disgust)   442.75     6.00     5.00
  0 (anger)     453.75     6.00     5.25
  0 (anger)     465.00     6.00     4.25
  0 (anger)     475.25     6.00     5.00
  1 (disgust)   486.25     6.00     3.75
  1 (disgust)   496.00     6.00     2.50
  1 (disgust)   504.50     6.00     4.75
  0 (anger)     515.25     6.00     5.75
  1 (disgust)   527.00     6.00     5.50
  0 (anger)     538.50     6.00     6.25
  0 (anger)     550.75     6.00     2.50
  1 (disgust)   559.25     6.00     4.50
  0 (anger)     569.75     6.00     4.25
  1 (disgust)   580.00     6.00     4.00
  0 (anger)     590.00     6.00     2.00
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.75
  0 (anger)      16.75     6.00     2.50
  0 (anger)      25.25     6.00     2.00
  1 (disgust)    33.25     6.00     6.75
  0 (anger)      46.00     6.00     2.00
  0 (anger)      54.00     6.00     2.00
  0 (anger)      62.00     6.00     3.50
  0 (anger)      71.50     6.00     3.50
  0 (anger)      81.00     6.00     3.50
  0 (anger)      90.50     6.00     2.50
  1 (disgust)    99.00     6.00     5.50
  1 (disgust)   110.50     6.00     4.75
  1 (disgust)   121.25     6.00     3.75
  1 (disgust)   131.00     6.00     4.25
  0 (anger)     141.25     6.00     4.50
  0 (anger)     151.75     6.00     5.50
  0 (anger)     163.25     6.00     2.50
  1 (disgust)   171.75     6.00     2.50
  0 (anger)     180.25     6.00     2.75
  1 (disgust)   189.00     6.00     3.00
  1 (disgust)   198.00     6.00     2.50
  1 (disgust)   206.50     6.00     3.00
  1 (disgust)   215.50     6.00     3.25
  1 (disgust)   224.75     6.00     2.75
  0 (anger)     233.50     6.00     2.25
  0 (anger)     241.75     6.00     5.75
  1 (disgust)   253.50     6.00     4.00
  0 (anger)     263.50     6.00     2.75
  1 (disgust)   272.25     6.00     4.50
  1 (disgust)   282.75     6.00     6.00
  1 (disgust)   294.75     6.00     3.25
  0 (anger)     304.00     6.00     3.25
  1 (disgust)   313.25     6.00     4.25
  1 (disgust)   323.50     6.00     4.25
  1 (disgust)   333.75     6.00     2.25
  0 (anger)     342.00     6.00     5.25
  0 (anger)     353.25     6.00     4.75
  0 (anger)     364.00     6.00     6.50
  1 (disgust)   376.50     6.00     8.50
  0 (anger)     391.00     6.00     2.25
  0 (anger)     399.25     6.00     7.50
  1 (disgust)   412.75     6.00     3.75
  0 (anger)     422.50     6.00     7.00
  1 (disgust)   435.50     6.00     3.25
  1 (disgust)   444.75     6.00     3.75
  1 (disgust)   454.50     6.00     2.50
  0 (anger)     463.00     6.00     3.00
  0 (anger)     472.00     6.00     9.50
  1 (disgust)   487.50     6.00     3.00
  0 (anger)     496.50     6.00     4.00
  0 (anger)     506.50     6.00     2.25
  0 (anger)     514.75     6.00     2.25
  0 (anger)     523.00     6.00     3.75
  1 (disgust)   532.75     6.00     5.00
  0 (anger)     543.75     6.00     8.00
  1 (disgust)   557.75     6.00     2.75
  1 (disgust)   566.50     6.00     6.25
  0 (anger)     578.75     6.00     5.00
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  0 (anger)      17.25     6.00     2.50
  0 (anger)      25.75     6.00     2.75
  1 (disgust)    34.50     6.00     6.25
  1 (disgust)    46.75     6.00     2.25
  1 (disgust)    55.00     6.00     3.25
  1 (disgust)    64.25     6.00     4.50
  1 (disgust)    74.75     6.00     3.50
  1 (disgust)    84.25     6.00     4.75
  0 (anger)      95.00     6.00     5.00
  1 (disgust)   106.00     6.00     9.50
  0 (anger)     121.50     6.00     2.50
  1 (disgust)   130.00     6.00     7.50
  0 (anger)     143.50     6.00     3.75
  1 (disgust)   153.25     6.00     2.75
  1 (disgust)   162.00     6.00     3.25
  1 (disgust)   171.25     6.00     2.25
  0 (anger)     179.50     6.00     2.25
  0 (anger)     187.75     6.00     3.50
  1 (disgust)   197.25     6.00     4.00
  1 (disgust)   207.25     6.00     6.75
  1 (disgust)   220.00     6.00     5.25
  1 (disgust)   231.25     6.00     4.25
  0 (anger)     241.50     6.00     6.50
  0 (anger)     254.00     6.00     2.75
  1 (disgust)   262.75     6.00     6.00
  1 (disgust)   274.75     6.00     2.25
  0 (anger)     283.00     6.00     3.00
  1 (disgust)   292.00     6.00     2.50
  0 (anger)     300.50     6.00     4.75
  1 (disgust)   311.25     6.00     4.50
  0 (anger)     321.75     6.00     5.00
  1 (disgust)   332.75     6.00     8.00
  1 (disgust)   346.75     6.00     2.50
  1 (disgust)   355.25     6.00     2.50
  0 (anger)     363.75     6.00     3.25
  0 (anger)     373.00     6.00     2.75
  0 (anger)     381.75     6.00     3.00
  0 (anger)     390.75     6.00     2.25
  0 (anger)     399.00     6.00     3.75
  1 (disgust)   408.75     6.00     2.00
  0 (anger)     416.75     6.00     3.75
  1 (disgust)   426.50     6.00     5.50
  0 (anger)     438.00     6.00     4.25
  0 (anger)     448.25     6.00     8.50
  0 (anger)     462.75     6.00     4.25
  1 (disgust)   473.00     6.00     2.50
  1 (disgust)   481.50     6.00     2.00
  0 (anger)     489.50     6.00     2.75
  0 (anger)     498.25     6.00     4.00
  0 (anger)     508.25     6.00     3.00
  1 (disgust)   517.25     6.00     3.00
  0 (anger)     526.25     6.00     5.50
  0 (anger)     537.75     6.00     7.00
  1 (disgust)   550.75     6.00     2.00
  0 (anger)     558.75     6.00     3.50
  1 (disgust)   568.25     6.00     5.75
  0 (anger)     580.00     6.00     3.75
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

