-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.25
  1 (disgust)    16.25     6.00     3.25
  1 (disgust)    25.50     6.00     2.50
  0 (anger)      34.00     6.00     2.75
  1 (disgust)    42.75     6.00     2.25
  0 (anger)      51.00     6.00     3.75
  0 (anger)      60.75     6.00     3.50
  1 (disgust)    70.25     6.00     3.75
  1 (disgust)    80.00     6.00     2.00
  1 (disgust)    88.00     6.00     4.00
  0 (anger)      98.00     6.00     8.50
  0 (anger)     112.50     6.00     3.25
  1 (disgust)   121.75     6.00     5.75
  0 (anger)     133.50     6.00     4.75
  1 (disgust)   144.25     6.00     2.25
  1 (disgust)   152.50     6.00     3.25
  0 (anger)     161.75     6.00     2.75
  1 (disgust)   170.50     6.00     2.50
  1 (disgust)   179.00     6.00     3.00
  1 (disgust)   188.00     6.00     6.00
  0 (anger)     200.00     6.00     3.75
  1 (disgust)   209.75     6.00     4.25
  0 (anger)     220.00     6.00     3.00
  1 (disgust)   229.00     6.00     5.50
  1 (disgust)   240.50     6.00     2.25
  0 (anger)     248.75     6.00     9.50
  0 (anger)     264.25     6.00     2.00
  1 (disgust)   272.25     6.00     4.50
  1 (disgust)   282.75     6.00     3.00
  0 (anger)     291.75     6.00     2.00
  1 (disgust)   299.75     6.00     7.50
  0 (anger)     313.25     6.00     3.25
  0 (anger)     322.50     6.00     6.75
  1 (disgust)   335.25     6.00     2.75
  0 (anger)     344.00     6.00     2.50
  0 (anger)     352.50     6.00     4.00
  1 (disgust)   362.50     6.00     3.00
  0 (anger)     371.50     6.00     5.25
  1 (disgust)   382.75     6.00     3.75
  0 (anger)     392.50     6.00     5.00
  1 (disgust)   403.50     6.00     2.75
  1 (disgust)   412.25     6.00     3.50
  1 (disgust)   421.75     6.00     2.25
  1 (disgust)   430.00     6.00     7.00
  1 (disgust)   443.00     6.00     4.50
  0 (anger)     453.50     6.00     8.00
  1 (disgust)   467.50     6.00     2.50
  0 (anger)     476.00     6.00     6.25
  0 (anger)     488.25     6.00     6.50
  0 (anger)     500.75     6.00     5.50
  1 (disgust)   512.25     6.00     4.25
  0 (anger)     522.50     6.00     3.50
  1 (disgust)   532.00     6.00     2.50
  0 (anger)     540.50     6.00     2.75
  0 (anger)     549.25     6.00     5.00
  0 (anger)     560.25     6.00     4.75
  0 (anger)     571.00     6.00     4.25
  1 (disgust)   581.25     6.00     2.50
  1 (disgust)   589.75     6.00     2.25
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.50
  0 (anger)      16.50     6.00     2.50
  0 (anger)      25.00     6.00     3.25
  1 (disgust)    34.25     6.00     6.25
  1 (disgust)    46.50     6.00     2.00
  1 (disgust)    54.50     6.00     4.00
  0 (anger)      64.50     6.00     4.25
  1 (disgust)    74.75     6.00     2.75
  0 (anger)      83.50     6.00     4.50
  1 (disgust)    94.00     6.00     3.75
  1 (disgust)   103.75     6.00     2.25
  0 (anger)     112.00     6.00     3.00
  0 (anger)     121.00     6.00     4.25
  0 (anger)     131.25     6.00     3.25
  1 (disgust)   140.50     6.00     5.25
  1 (disgust)   151.75     6.00     6.00
  0 (anger)     163.75     6.00     2.50
  1 (disgust)   172.25     6.00     2.75
  1 (disgust)   181.00     6.00     3.50
  0 (anger)     190.50     6.00     4.50
  0 (anger)     201.00     6.00     2.25
  0 (anger)     209.25     6.00     4.75
  1 (disgust)   220.00     6.00     3.25
  0 (anger)     229.25     6.00     2.50
  0 (anger)     237.75     6.00     3.00
  0 (anger)     246.75     6.00     5.50
  0 (anger)     258.25     6.00     2.50
  0 (anger)     266.75     6.00     2.25
  0 (anger)     275.00     6.00     2.25
  0 (anger)     283.25     6.00     3.50
  1 (disgust)   292.75     6.00     2.50
  0 (anger)     301.25     6.00     3.50
  1 (disgust)   310.75     6.00     4.25
  1 (disgust)   321.00     6.00     3.00
  1 (disgust)   330.00     6.00     5.75
  1 (disgust)   341.75     6.00     3.00
  0 (anger)     350.75     6.00     2.75
  1 (disgust)   359.50     6.00     2.25
  1 (disgust)   367.75     6.00     7.00
  1 (disgust)   380.75     6.00     9.50
  0 (anger)     396.25     6.00     4.75
  0 (anger)     407.00     6.00     3.75
  0 (anger)     416.75     6.00     3.75
  1 (disgust)   426.50     6.00     2.25
  0 (anger)     434.75     6.00     3.75
  1 (disgust)   444.50     6.00     2.75
  0 (anger)     453.25     6.00     6.50
  0 (anger)     465.75     6.00     6.75
  1 (disgust)   478.50     6.00     2.00
  1 (disgust)   486.50     6.00     5.00
  0 (anger)     497.50     6.00     3.25
  1 (disgust)   506.75     6.00     5.50
  1 (disgust)   518.25     6.00     8.50
  1 (disgust)   532.75     6.00     4.00
  1 (disgust)   542.75     6.00     2.75
  0 (anger)     551.50     6.00     8.00
  1 (disgust)   565.50     6.00     5.00
  1 (disgust)   576.50     6.00     7.50
  0 (anger)     590.00     6.00     2.00
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  1 (disgust)    17.50     6.00     3.25
  0 (anger)      26.75     6.00     2.25
  0 (anger)      35.00     6.00     3.00
  0 (anger)      44.00     6.00     4.25
  0 (anger)      54.25     6.00     2.00
  0 (anger)      62.25     6.00     3.75
  0 (anger)      72.00     6.00     9.50
  0 (anger)      87.50     6.00     2.75
  1 (disgust)    96.25     6.00     4.00
  1 (disgust)   106.25     6.00     3.25
  0 (anger)     115.50     6.00     4.50
  1 (disgust)   126.00     6.00     6.75
  1 (disgust)   138.75     6.00     4.25
  0 (anger)     149.00     6.00     3.75
  1 (disgust)   158.75     6.00     3.00
  1 (disgust)   167.75     6.00     2.50
  1 (disgust)   176.25     6.00     5.50
  1 (disgust)   187.75     6.00     2.75
  1 (disgust)   196.50     6.00     2.25
  0 (anger)     204.75     6.00     3.75
