-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.00
  0 (anger)      17.00     6.00     3.50
  1 (disgust)    26.50     6.00     2.50
  0 (anger)      35.00     6.00     2.00
  0 (anger)      43.00     6.00     4.75
  0 (anger)      53.75     6.00     3.50
  1 (disgust)    63.25     6.00     8.50
  1 (disgust)    77.75     6.00     2.00
  1 (disgust)    85.75     6.00     3.25
  0 (anger)      95.00     6.00     3.75
  1 (disgust)   104.75     6.00     3.75
  0 (anger)     114.50     6.00     3.00
  1 (disgust)   123.50     6.00     2.75
  1 (disgust)   132.25     6.00     5.75
  0 (anger)     144.00     6.00     2.50
  1 (disgust)   152.50     6.00     5.25
  1 (disgust)   163.75     6.00     5.00
  1 (disgust)   174.75     6.00     3.50
  0 (anger)     184.25     6.00     2.25
  1 (disgust)   192.50     6.00     3.75
  0 (anger)     202.25     6.00     2.25
  0 (anger)     210.50     6.00     2.75
  0 (anger)     219.25     6.00     6.75
  0 (anger)     232.00     6.00     7.50
  1 (disgust)   245.50     6.00     3.75
  0 (anger)     255.25     6.00     2.25
  0 (anger)     263.50     6.00     6.25
  1 (disgust)   275.75     6.00     2.75
  1 (disgust)   284.50     6.00     4.50
  1 (disgust)   295.00     6.00     2.50
  0 (anger)     303.50     6.00     2.50
  0 (anger)     312.00     6.00     6.50
  0 (anger)     324.50     6.00     2.50
  0 (anger)     333.00     6.00     3.25
  1 (disgust)   342.25     6.00     2.00
  0 (anger)     350.25     6.00     5.50
  0 (anger)     361.75     6.00     4.50
  0 (anger)     372.25     6.00     3.00
  0 (anger)     381.25     6.00     5.00
  1 (disgust)   392.25     6.00     3.25
  1 (disgust)   401.50     6.00     4.75
  0 (anger)     412.25     6.00     4.00
  0 (anger)     422.25     6.00     7.00
  1 (disgust)   435.25     6.00     9.50
  0 (anger)     450.75     6.00     3.25
  1 (disgust)   460.00     6.00     2.25
  1 (disgust)   468.25     6.00     2.50
  0 (anger)     476.75     6.00     2.75
  1 (disgust)   485.50     6.00     8.00
  1 (disgust)   499.50     6.00     4.25
  1 (disgust)   509.75     6.00     2.25
  0 (anger)     518.00     6.00     5.50
  1 (disgust)   529.50     6.00     4.25
  0 (anger)     539.75     6.00     4.00
  0 (anger)     549.75     6.00     6.00
  0 (anger)     561.75     6.00     2.75
  0 (anger)     570.50     6.00     4.25
  0 (anger)     580.75     6.00     2.25
  1 (disgust)   589.00     6.00     3.00
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.75
  0 (anger)      16.75     6.00     2.00
  0 (anger)      24.75     6.00     5.00
  0 (anger)      35.75     6.00     3.50
  1 (disgust)    45.25     6.00     2.00
  1 (disgust)    53.25     6.00     3.75
  1 (disgust)    63.00     6.00     2.75
  0 (anger)      71.75     6.00     2.50
  1 (disgust)    80.25     6.00     2.25
  0 (anger)      88.50     6.00     9.50
  1 (disgust)   104.00     6.00     8.00
  0 (anger)     118.00     6.00     6.00
