-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.00
  1 (disgust)    16.00     6.00     5.75
  0 (anger)      27.75     6.00     2.25
  0 (anger)      36.00     6.00     4.75
  0 (anger)      46.75     6.00     2.50
  0 (anger)      55.25     6.00     2.25
  0 (anger)      63.50     6.00     6.75
  0 (anger)      76.25     6.00     2.50
  1 (disgust)    84.75     6.00     6.50
  1 (disgust)    97.25     6.00     3.25
  1 (disgust)   106.50     6.00     3.75
  1 (disgust)   116.25     6.00     4.50
  0 (anger)     126.75     6.00     5.00
  0 (anger)     137.75     6.00     4.75
  1 (disgust)   148.50     6.00     2.75
  1 (disgust)   157.25     6.00     3.00
  1 (disgust)   166.25     6.00     8.00
  1 (disgust)   180.25     6.00     2.25
  0 (anger)     188.50     6.00     4.50
  0 (anger)     199.00     6.00     7.50
  0 (anger)     212.50     6.00     2.25
  1 (disgust)   220.75     6.00     2.00
  0 (anger)     228.75     6.00     3.75
  0 (anger)     238.50     6.00     3.50
  1 (disgust)   248.00     6.00     9.50
  0 (anger)     263.50     6.00     2.75
  1 (disgust)   272.25     6.00     2.50
  0 (anger)     280.75     6.00     8.50
  0 (anger)     295.25     6.00     3.50
  0 (anger)     304.75     6.00     7.00
  1 (disgust)   317.75     6.00     4.25
  1 (disgust)   328.00     6.00     3.75
  1 (disgust)   337.75     6.00     6.25
  0 (anger)     350.00     6.00     2.75
  0 (anger)     358.75     6.00     5.00
  1 (disgust)   369.75     6.00     2.25
  1 (disgust)   378.00     6.00     3.00
  0 (anger)     387.00     6.00     2.50
  0 (anger)     395.50     6.00     2.25
  1 (disgust)   403.75     6.00     2.75
  1 (disgust)   412.50     6.00     2.50
  1 (disgust)   421.00     6.00     5.50
  0 (anger)     432.50     6.00     6.00
  1 (disgust)   444.50     6.00     5.50
  0 (anger)     456.00     6.00     4.00
  1 (disgust)   466.00     6.00     3.50
  1 (disgust)   475.50     6.00     3.75
  1 (disgust)   485.25     6.00     5.25
  1 (disgust)   496.50     6.00     4.25
  1 (disgust)   506.75     6.00     3.25
  1 (disgust)   516.00     6.00     3.25
  0 (anger)     525.25     6.00     2.50
  1 (disgust)   533.75     6.00     2.75
  0 (anger)     542.50     6.00     4.25
  1 (disgust)   552.75     6.00     4.00
  1 (disgust)   562.75     6.00     3.25
  0 (anger)     572.00     6.00     3.00
  0 (anger)     581.00     6.00     2.00
  0 (anger)     589.00     6.00     3.00
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.50
  1 (disgust)    16.50     6.00     2.00
  0 (anger)      24.50     6.00     3.25
  0 (anger)      33.75     6.00     2.25
  0 (anger)      42.00     6.00     4.50
  0 (anger)      52.50     6.00     4.75
  1 (disgust)    63.25     6.00     7.00
  0 (anger)      76.25     6.00     5.50
  0 (anger)      87.75     6.00     5.00
  0 (anger)      98.75     6.00     2.25
  1 (disgust)   107.00     6.00     4.75
  0 (anger)     117.75     6.00     5.75
  1 (disgust)   129.50     6.00     2.50
  0 (anger)     138.00     6.00     5.25
  0 (anger)     149.25     6.00     7.50
  1 (disgust)   162.75     6.00     3.25
  1 (disgust)   172.00     6.00     2.50
  0 (anger)     180.50     6.00     2.00
  1 (disgust)   188.50     6.00     6.00
  1 (disgust)   200.50     6.00     2.75
  0 (anger)     209.25     6.00     3.00
  0 (anger)     218.25     6.00     9.50
  1 (disgust)   233.75     6.00     8.50
  0 (anger)     248.25     6.00     4.25
  1 (disgust)   258.50     6.00     3.75
  0 (anger)     268.25     6.00     2.25
  1 (disgust)   276.50     6.00     2.75
  0 (anger)     285.25     6.00     3.50
  0 (anger)     294.75     6.00     2.50
  1 (disgust)   303.25     6.00     3.75
  0 (anger)     313.00     6.00     3.00
  0 (anger)     322.00     6.00     8.00
  1 (disgust)   336.00     6.00     2.25
  0 (anger)     344.25     6.00     3.50
  1 (disgust)   353.75     6.00     2.50
  1 (disgust)   362.25     6.00     6.75
  1 (disgust)   375.00     6.00     6.25
  0 (anger)     387.25     6.00     4.50
  1 (disgust)   397.75     6.00     3.50
  1 (disgust)   407.25     6.00     3.25
  1 (disgust)   416.50     6.00     2.75
  1 (disgust)   425.25     6.00     6.50
  1 (disgust)   437.75     6.00     2.50
  0 (anger)     446.25     6.00     2.25
  1 (disgust)   454.50     6.00     5.00
  1 (disgust)   465.50     6.00     3.75
