-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.00
  1 (disgust)    16.00     6.00     2.50
  0 (anger)      24.50     6.00     2.75
  1 (disgust)    33.25     6.00     4.50
  1 (disgust)    43.75     6.00     3.75
  1 (disgust)    53.50     6.00     3.75
  0 (anger)      63.25     6.00     2.75
  1 (disgust)    72.00     6.00     5.50
  1 (disgust)    83.50     6.00     2.50
  1 (disgust)    92.00     6.00     3.25
  0 (anger)     101.25     6.00     2.50
  0 (anger)     109.75     6.00     2.25
  0 (anger)     118.00     6.00     4.75
  1 (disgust)   128.75     6.00     6.25
  1 (disgust)   141.00     6.00     8.50
  1 (disgust)   155.50     6.00     3.00
  1 (disgust)   164.50     6.00     5.25
  0 (anger)     175.75     6.00     3.25
  0 (anger)     185.00     6.00     2.50
  0 (anger)     193.50     6.00     5.75
  1 (disgust)   205.25     6.00     4.25
  1 (disgust)   215.50     6.00     4.25
  0 (anger)     225.75     6.00     9.50
  0 (anger)     241.25     6.00     2.75
  0 (anger)     250.00     6.00     2.75
  0 (anger)     258.75     6.00     3.50
  1 (disgust)   268.25     6.00     4.25
  0 (anger)     278.50     6.00     2.50
  1 (disgust)   287.00     6.00     3.25
  0 (anger)     296.25     6.00     2.25
  1 (disgust)   304.50     6.00     8.00
  1 (disgust)   318.50     6.00     3.00
  1 (disgust)   327.50     6.00     3.00
  1 (disgust)   336.50     6.00     5.00
  0 (anger)     347.50     6.00     5.00
  1 (disgust)   358.50     6.00     4.00
  0 (anger)     368.50     6.00     4.50
  0 (anger)     379.00     6.00     4.75
  1 (disgust)   389.75     6.00     3.50
  0 (anger)     399.25     6.00     6.00
  0 (anger)     411.25     6.00     4.00
  0 (anger)     421.25     6.00     2.25
  1 (disgust)   429.50     6.00     7.00
  0 (anger)     442.50     6.00     3.50
  0 (anger)     452.00     6.00     6.50
  1 (disgust)   464.50     6.00     3.25
  0 (anger)     473.75     6.00     2.75
  1 (disgust)   482.50     6.00     2.25
  0 (anger)     490.75     6.00     2.00
  0 (anger)     498.75     6.00     7.50
  1 (disgust)   512.25     6.00     3.75
  0 (anger)     522.00     6.00     3.75
  0 (anger)     531.75     6.00     5.50
  1 (disgust)   543.25     6.00     3.00
  1 (disgust)   552.25     6.00     2.25
  0 (anger)     560.50     6.00     2.25
  1 (disgust)   568.75     6.00     6.75
  0 (anger)     581.50     6.00     2.00
  1 (disgust)   589.50     6.00     2.50
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  1 (disgust)    17.25     6.00     3.00
  0 (anger)      26.25     6.00     2.00
  0 (anger)      34.25     6.00     9.50
  0 (anger)      49.75     6.00     3.25
  1 (disgust)    59.00     6.00     6.50
  0 (anger)      71.50     6.00     5.75
  0 (anger)      83.25     6.00     4.25
  1 (disgust)    93.50     6.00     2.75
  1 (disgust)   102.25     6.00     6.00
  0 (anger)     114.25     6.00     4.75
  1 (disgust)   125.00     6.00     3.50
  0 (anger)     134.50     6.00     6.25
  1 (disgust)   146.75     6.00     2.50
  1 (disgust)   155.25     6.00     8.00
  1 (disgust)   169.25     6.00     2.75
  1 (disgust)   178.00     6.00     7.50
  1 (disgust)   191.50     6.00     3.25
  1 (disgust)   200.75     6.00     2.75
  0 (anger)     209.50     6.00     5.50
  0 (anger)     221.00     6.00     3.50
  1 (disgust)   230.50     6.00     2.25
  1 (disgust)   238.75     6.00     3.75
  1 (disgust)   248.50     6.00     3.75
  0 (anger)     258.25     6.00     4.00
  0 (anger)     268.25     6.00     2.50
  1 (disgust)   276.75     6.00     2.50
  1 (disgust)   285.25     6.00     3.50
  1 (disgust)   294.75     6.00     7.00
  1 (disgust)   307.75     6.00     2.50
  1 (disgust)   316.25     6.00     6.75
  1 (disgust)   329.00     6.00     4.50
  0 (anger)     339.50     6.00     4.25
  0 (anger)     349.75     6.00     2.00
  1 (disgust)   357.75     6.00     2.75
  1 (disgust)   366.50     6.00     5.00
  0 (anger)     377.50     6.00     3.75
  1 (disgust)   387.25     6.00     5.50
  1 (disgust)   398.75     6.00     2.75
  0 (anger)     407.50     6.00     2.50
  1 (disgust)   416.00     6.00     2.25
  1 (disgust)   424.25     6.00     5.00
  0 (anger)     435.25     6.00     2.50
  1 (disgust)   443.75     6.00     3.00
  0 (anger)     452.75     6.00     8.50
  1 (disgust)   467.25     6.00     4.75
