-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  1 (disgust)    17.50     6.00     2.50
  0 (anger)      26.00     6.00     3.00
  0 (anger)      35.00     6.00     2.25
  0 (anger)      43.25     6.00     3.50
  0 (anger)      52.75     6.00     3.75
  1 (disgust)    62.50     6.00     2.00
  0 (anger)      70.50     6.00     5.00
  0 (anger)      81.50     6.00     2.75
  0 (anger)      90.25     6.00     3.25
  0 (anger)      99.50     6.00     2.50
  0 (anger)     108.00     6.00     6.50
  1 (disgust)   120.50     6.00     4.75
  1 (disgust)   131.25     6.00     7.00
  0 (anger)     144.25     6.00     4.25
  0 (anger)     154.50     6.00     3.75
  0 (anger)     164.25     6.00     2.75
  0 (anger)     173.00     6.00     5.50
  1 (disgust)   184.50     6.00     3.25
  1 (disgust)   193.75     6.00     6.00
  1 (disgust)   205.75     6.00     4.75
  0 (anger)     216.50     6.00     4.00
  1 (disgust)   226.50     6.00     6.75
  0 (anger)     239.25     6.00     2.25
  1 (disgust)   247.50     6.00     4.25
  1 (disgust)   257.75     6.00     2.25
  0 (anger)     266.00     6.00     2.00
  0 (anger)     274.00     6.00     5.50
  0 (anger)     285.50     6.00     2.25
  0 (anger)     293.75     6.00     4.25
  0 (anger)     304.00     6.00     5.00
  1 (disgust)   315.00     6.00     2.25
  1 (disgust)   323.25     6.00     3.75
  0 (anger)     333.00     6.00     7.50
  1 (disgust)   346.50     6.00     4.00
  1 (disgust)   356.50     6.00     3.25
  0 (anger)     365.75     6.00     2.00
  0 (anger)     373.75     6.00     3.00
  1 (disgust)   382.75     6.00     4.50
  0 (anger)     393.25     6.00     2.75
  0 (anger)     402.00     6.00     2.50
  0 (anger)     410.50     6.00     9.50
  1 (disgust)   426.00     6.00     4.50
  1 (disgust)   436.50     6.00     3.00
  1 (disgust)   445.50     6.00     3.50
  1 (disgust)   455.00     6.00     8.00
  1 (disgust)   469.00     6.00     3.00
  0 (anger)     478.00     6.00     6.25
  1 (disgust)   490.25     6.00     2.50
  0 (anger)     498.75     6.00     5.25
