-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.00
  0 (anger)      17.00     6.00     3.50
  1 (disgust)    26.50     6.00     3.75
  0 (anger)      36.25     6.00     2.50
  0 (anger)      44.75     6.00     5.00
  0 (anger)      55.75     6.00     3.75
  0 (anger)      65.50     6.00     2.25
  1 (disgust)    73.75     6.00     8.50
  1 (disgust)    88.25     6.00     2.25
  1 (disgust)    96.50     6.00     3.25
  1 (disgust)   105.75     6.00     3.25
  1 (disgust)   115.00     6.00     6.50
  1 (disgust)   127.50     6.00     3.75
  0 (anger)     137.25     6.00     6.00
  0 (anger)     149.25     6.00     4.50
  1 (disgust)   159.75     6.00     8.00
  1 (disgust)   173.75     6.00     4.50
  0 (anger)     184.25     6.00     9.50
  0 (anger)     199.75     6.00     2.00
  1 (disgust)   207.75     6.00     3.25
  0 (anger)     217.00     6.00     2.25
  1 (disgust)   225.25     6.00     2.75
  0 (anger)     234.00     6.00     2.00
  1 (disgust)   242.00     6.00     2.50
  1 (disgust)   250.50     6.00     2.75
  1 (disgust)   259.25     6.00     6.25
  0 (anger)     271.50     6.00     3.75
  1 (disgust)   281.25     6.00     7.50
  0 (anger)     294.75     6.00     6.75
  1 (disgust)   307.50     6.00     4.75
  1 (disgust)   318.25     6.00     3.25
  0 (anger)     327.50     6.00     5.00
  0 (anger)     338.50     6.00     5.50
  1 (disgust)   350.00     6.00     3.00
  1 (disgust)   359.00     6.00     3.50
  0 (anger)     368.50     6.00     5.75
  0 (anger)     380.25     6.00     4.25
  0 (anger)     390.50     6.00     5.50
  0 (anger)     402.00     6.00     4.00
  1 (disgust)   412.00     6.00     2.75
  1 (disgust)   420.75     6.00     2.50
  0 (anger)     429.25     6.00     5.25
  0 (anger)     440.50     6.00     3.00
  1 (disgust)   449.50     6.00     2.00
  0 (anger)     457.50     6.00     4.25
  1 (disgust)   467.75     6.00     2.50
  1 (disgust)   476.25     6.00     4.25
  0 (anger)     486.50     6.00     2.25
  0 (anger)     494.75     6.00     4.00
  0 (anger)     504.75     6.00     3.00
  0 (anger)     513.75     6.00     4.75
  0 (anger)     524.50     6.00     2.50
  1 (disgust)   533.00     6.00     3.50
  1 (disgust)   542.50     6.00     7.00
  1 (disgust)   555.50     6.00     2.75
  0 (anger)     564.25     6.00     2.75
  1 (disgust)   573.00     6.00     2.25
  0 (anger)     581.25     6.00     2.25
  1 (disgust)   589.50     6.00     2.50
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  0 (anger)      16.25     6.00     3.00
  0 (anger)      25.25     6.00     2.25
  1 (disgust)    33.50     6.00     5.50
  0 (anger)      45.00     6.00     2.50
  0 (anger)      53.50     6.00     8.00
  0 (anger)      67.50     6.00     3.00
  0 (anger)      76.50     6.00     2.25
  1 (disgust)    84.75     6.00     4.25
  0 (anger)      95.00     6.00     4.25
  1 (disgust)   105.25     6.00     4.75
  1 (disgust)   116.00     6.00     4.50
  0 (anger)     126.50     6.00     3.25
  1 (disgust)   135.75     6.00     4.50
  1 (disgust)   146.25     6.00     5.00
  0 (anger)     157.25     6.00     4.00
  1 (disgust)   167.25     6.00     2.50
  0 (anger)     175.75     6.00     9.50
  0 (anger)     191.25     6.00     3.50
  0 (anger)     200.75     6.00     3.75
  0 (anger)     210.50     6.00     2.25
  0 (anger)     218.75     6.00     2.50
  0 (anger)     227.25     6.00     3.25
  1 (disgust)   236.50     6.00     5.00
  0 (anger)     247.50     6.00     6.25
  1 (disgust)   259.75     6.00     5.25
  0 (anger)     271.00     6.00     2.00
  0 (anger)     279.00     6.00     2.00
  0 (anger)     287.00     6.00     2.75
  0 (anger)     295.75     6.00     2.50
  1 (disgust)   304.25     6.00     2.25
  1 (disgust)   312.50     6.00     2.75
  0 (anger)     321.25     6.00     3.50
  1 (disgust)   330.75     6.00     7.50
  1 (disgust)   344.25     6.00     3.75
  1 (disgust)   354.00     6.00     5.75
  0 (anger)     365.75     6.00     4.25
  1 (disgust)   376.00     6.00     2.50
  0 (anger)     384.50     6.00     2.75
  0 (anger)     393.25     6.00     3.00
  1 (disgust)   402.25     6.00     3.50
  0 (anger)     411.75     6.00     8.50
  0 (anger)     426.25     6.00     6.00
  0 (anger)     438.25     6.00     3.75
  0 (anger)     448.00     6.00     2.75
  1 (disgust)   456.75     6.00     3.25
  1 (disgust)   466.00     6.00     5.50
  0 (anger)     477.50     6.00     6.75
  0 (anger)     490.25     6.00     6.50
  0 (anger)     502.75     6.00     3.25
  1 (disgust)   512.00     6.00     3.00
  1 (disgust)   521.00     6.00     3.75
  0 (anger)     530.75     6.00     2.25
  1 (disgust)   539.00     6.00     7.00
  0 (anger)     552.00     6.00     2.50
  0 (anger)     560.50     6.00     4.00
  0 (anger)     570.50     6.00     2.00
  1 (disgust)   578.50     6.00     4.75
  1 (disgust)   589.25     6.00     2.75
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  1 (disgust)    16.50     6.00     3.25
  0 (anger)      25.75     6.00     3.50
  1 (disgust)    35.25     6.00     3.00
  1 (disgust)    44.25     6.00     4.50
  1 (disgust)    54.75     6.00     4.00
  1 (disgust)    64.75     6.00     2.25
  1 (disgust)    73.00     6.00     3.50
  1 (disgust)    82.50     6.00     6.50
  0 (anger)      95.00     6.00     2.25
  0 (anger)     103.25     6.00     7.50
  1 (disgust)   116.75     6.00     2.00
  0 (anger)     124.75     6.00     2.75
  0 (anger)     133.50     6.00     7.00
  1 (disgust)   146.50     6.00     2.75
  0 (anger)     155.25     6.00     5.25
  1 (disgust)   166.50     6.00     4.00
  1 (disgust)   176.50     6.00     6.25
  0 (anger)     188.75     6.00     6.00
  1 (disgust)   200.75     6.00     3.00
  1 (disgust)   209.75     6.00     2.75
  1 (disgust)   218.50     6.00     3.25
  0 (anger)     227.75     6.00     4.75
  0 (anger)     238.50     6.00     2.50
  0 (anger)     247.00     6.00     2.50
  0 (anger)     255.50     6.00     4.75
  1 (disgust)   266.25     6.00     3.25
  1 (disgust)   275.50     6.00     3.50
  1 (disgust)   285.00     6.00     2.75
  0 (anger)     293.75     6.00     3.75
  1 (disgust)   303.50     6.00     9.50
  1 (disgust)   319.00     6.00     8.50
  1 (disgust)   333.50     6.00     2.25
  1 (disgust)   341.75     6.00     5.75
  1 (disgust)   353.50     6.00     6.75
  1 (disgust)   366.25     6.00     3.75
  1 (disgust)   376.00     6.00     3.00
  0 (anger)     385.00     6.00     2.50
  1 (disgust)   393.50     6.00     4.25
  0 (anger)     403.75     6.00     2.00
  1 (disgust)   411.75     6.00     2.25
  0 (anger)     420.00     6.00     4.50
  0 (anger)     430.50     6.00     5.00
  0 (anger)     441.50     6.00     2.75
  0 (anger)     450.25     6.00     5.50
  1 (disgust)   461.75     6.00     2.25
  1 (disgust)   470.00     6.00     5.00
  1 (disgust)   481.00     6.00     5.50
  1 (disgust)   492.50     6.00     2.50
  0 (anger)     501.00     6.00     3.00
  1 (disgust)   510.00     6.00     2.00
  1 (disgust)   518.00     6.00     8.00
  0 (anger)     532.00     6.00     3.75
  1 (disgust)   541.75     6.00     3.75
  0 (anger)     551.50     6.00     3.25
  0 (anger)     560.75     6.00     2.25
  1 (disgust)   569.00     6.00     4.25
  0 (anger)     579.25     6.00     4.25
  1 (disgust)   589.50     6.00     2.50
  0 (anger)     598.00     6.00     0.00

