-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  1 (disgust)    16.50     6.00     2.25
  1 (disgust)    24.75     6.00     2.25
  0 (anger)      33.00     6.00     8.00
  0 (anger)      47.00     6.00     4.25
  1 (disgust)    57.25     6.00     2.00
  0 (anger)      65.25     6.00     6.75
  1 (disgust)    78.00     6.00     5.25
  0 (anger)      89.25     6.00     3.75
  0 (anger)      99.00     6.00     3.75
  0 (anger)     108.75     6.00     5.50
  0 (anger)     120.25     6.00     2.50
  0 (anger)     128.75     6.00     3.75
  0 (anger)     138.50     6.00     2.50
  0 (anger)     147.00     6.00     2.00
  1 (disgust)   155.00     6.00     7.50
  0 (anger)     168.50     6.00     2.50
  0 (anger)     177.00     6.00     3.50
  0 (anger)     186.50     6.00     2.50
  1 (disgust)   195.00     6.00     3.50
  0 (anger)     204.50     6.00     3.00
  0 (anger)     213.50     6.00     4.75
  1 (disgust)   224.25     6.00     4.25
  0 (anger)     234.50     6.00     3.25
  1 (disgust)   243.75     6.00     5.75
  1 (disgust)   255.50     6.00     7.00
  0 (anger)     268.50     6.00     2.25
  0 (anger)     276.75     6.00     3.25
  1 (disgust)   286.00     6.00     3.00
  1 (disgust)   295.00     6.00     2.75
  1 (disgust)   303.75     6.00     2.25
  0 (anger)     312.00     6.00     2.25
  1 (disgust)   320.25     6.00     3.50
  0 (anger)     329.75     6.00     4.00
  1 (disgust)   339.75     6.00     2.75
  0 (anger)     348.50     6.00     2.75
  1 (disgust)   357.25     6.00     6.00
  1 (disgust)   369.25     6.00     5.00
  0 (anger)     380.25     6.00     3.00
  1 (disgust)   389.25     6.00     8.50
  1 (disgust)   403.75     6.00     2.50
  0 (anger)     412.25     6.00     6.25
  0 (anger)     424.50     6.00     9.50
  0 (anger)     440.00     6.00     4.50
  0 (anger)     450.50     6.00     3.25
  0 (anger)     459.75     6.00     2.00
  1 (disgust)   467.75     6.00     4.75
  0 (anger)     478.50     6.00     6.50
  0 (anger)     491.00     6.00     2.25
  1 (disgust)   499.25     6.00     3.25
  0 (anger)     508.50     6.00     5.50
  0 (anger)     520.00     6.00     4.00
  0 (anger)     530.00     6.00     3.00
  0 (anger)     539.00     6.00     5.00
  1 (disgust)   550.00     6.00     4.25
  1 (disgust)   560.25     6.00     4.50
  1 (disgust)   570.75     6.00     2.75
  1 (disgust)   579.50     6.00     2.75
  1 (disgust)   588.25     6.00     3.75
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  1 (disgust)    16.25     6.00     4.50
  0 (anger)      26.75     6.00     5.75
  0 (anger)      38.50     6.00     3.75
  0 (anger)      48.25     6.00     3.50
  1 (disgust)    57.75     6.00     2.25
  1 (disgust)    66.00     6.00     3.75
  1 (disgust)    75.75     6.00     3.25
  1 (disgust)    85.00     6.00     2.25
  0 (anger)      93.25     6.00     2.25
  1 (disgust)   101.50     6.00     9.50
  1 (disgust)   117.00     6.00     2.50
  0 (anger)     125.50     6.00     5.50
  1 (disgust)   137.00     6.00     8.00
  0 (anger)     151.00     6.00     2.50
  0 (anger)     159.50     6.00     3.00
  1 (disgust)   168.50     6.00     3.75
  1 (disgust)   178.25     6.00     3.75
  1 (disgust)   188.00     6.00     8.50
  0 (anger)     202.50     6.00     3.25
  1 (disgust)   211.75     6.00     3.00
  0 (anger)     220.75     6.00     3.50
  0 (anger)     230.25     6.00     2.50
  1 (disgust)   238.75     6.00     3.25
  0 (anger)     248.00     6.00     2.50
  1 (disgust)   256.50     6.00     5.25
  1 (disgust)   267.75     6.00     2.50
  1 (disgust)   276.25     6.00     2.50
  1 (disgust)   284.75     6.00     7.00
  0 (anger)     297.75     6.00     4.25
  1 (disgust)   308.00     6.00     3.50
  1 (disgust)   317.50     6.00     2.25
  0 (anger)     325.75     6.00     2.25
  1 (disgust)   334.00     6.00     5.00
  0 (anger)     345.00     6.00     4.50
  1 (disgust)   355.50     6.00     6.50
  0 (anger)     368.00     6.00     7.50
  0 (anger)     381.50     6.00     4.75
  1 (disgust)   392.25     6.00     4.75
  1 (disgust)   403.00     6.00     3.00
  0 (anger)     412.00     6.00     4.00
  1 (disgust)   422.00     6.00     2.75
  1 (disgust)   430.75     6.00     6.00
  1 (disgust)   442.75     6.00     3.25
  0 (anger)     452.00     6.00     5.00
  0 (anger)     463.00     6.00     2.00
  1 (disgust)   471.00     6.00     2.00
  1 (disgust)   479.00     6.00     6.75
  0 (anger)     491.75     6.00     4.25
  0 (anger)     502.00     6.00     3.00
  0 (anger)     511.00     6.00     2.75
  1 (disgust)   519.75     6.00     2.75
  0 (anger)     528.50     6.00     4.00
  0 (anger)     538.50     6.00     5.50
  1 (disgust)   550.00     6.00     6.25
  1 (disgust)   562.25     6.00     2.75
  0 (anger)     571.00     6.00     2.75
  1 (disgust)   579.75     6.00     2.00
  1 (disgust)   587.75     6.00     4.25
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     3.50
  0 (anger)      17.50     6.00     2.50
  0 (anger)      26.00     6.00     2.50
  0 (anger)      34.50     6.00     9.50
  0 (anger)      50.00     6.00     2.25
  1 (disgust)    58.25     6.00     3.00
  0 (anger)      67.25     6.00     2.25
  1 (disgust)    75.50     6.00     8.50
  1 (disgust)    90.00     6.00     4.00
  1 (disgust)   100.00     6.00     3.00
  0 (anger)     109.00     6.00     6.75
  1 (disgust)   121.75     6.00     2.75
  1 (disgust)   130.50     6.00     4.25
  0 (anger)     140.75     6.00     2.00
  1 (disgust)   148.75     6.00     3.75
  0 (anger)     158.50     6.00     2.75
  0 (anger)     167.25     6.00     3.25
  0 (anger)     176.50     6.00     5.50
  1 (disgust)   188.00     6.00     2.25
  1 (disgust)   196.25     6.00     3.75
  1 (disgust)   206.00     6.00     5.00
  1 (disgust)   217.00     6.00     3.25
  1 (disgust)   226.25     6.00     3.75
  1 (disgust)   236.00     6.00     2.75
  1 (disgust)   244.75     6.00     2.25
  0 (anger)     253.00     6.00     3.75
  0 (anger)     262.75     6.00     5.50
  1 (disgust)   274.25     6.00     6.25
  0 (anger)     286.50     6.00     3.50
  0 (anger)     296.00     6.00     4.00
  1 (disgust)   306.00     6.00     2.00
  1 (disgust)   314.00     6.00     8.00
  1 (disgust)   328.00     6.00     3.00
  0 (anger)     337.00     6.00     2.75
  1 (disgust)   345.75     6.00     2.50
  1 (disgust)   354.25     6.00     5.75
  0 (anger)     366.00     6.00     4.75
  0 (anger)     376.75     6.00     2.25
  1 (disgust)   385.00     6.00     2.50
  0 (anger)     393.50     6.00     4.50
  0 (anger)     404.00     6.00     3.25
  0 (anger)     413.25     6.00     6.00
  1 (disgust)   425.25     6.00     3.25
  0 (anger)     434.50     6.00     5.00
  0 (anger)     445.50     6.00     2.50
  1 (disgust)   454.00     6.00     3.50
  1 (disgust)   463.50     6.00     4.75
  0 (anger)     474.25     6.00     5.25
  1 (disgust)   485.50     6.00     2.50
  1 (disgust)   494.00     6.00     6.50
  0 (anger)     506.50     6.00     7.50
  0 (anger)     520.00     6.00     4.25
  0 (anger)     530.25     6.00     4.25
  1 (disgust)   540.50     6.00     3.00
  0 (anger)     549.50     6.00     2.00
  1 (disgust)   557.50     6.00     7.00
  1 (disgust)   570.50     6.00     2.75
  0 (anger)     579.25     6.00     4.50
  0 (anger)     589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

