-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.25
  0 (anger)      17.25     6.00     2.75
  0 (anger)      26.00     6.00     2.00
  1 (disgust)    34.00     6.00     2.25
  1 (disgust)    42.25     6.00     2.50
  1 (disgust)    50.75     6.00     2.50
  1 (disgust)    59.25     6.00     3.75
  1 (disgust)    69.00     6.00     8.00
  1 (disgust)    83.00     6.00     6.50
  0 (anger)      95.50     6.00     3.50
  0 (anger)     105.00     6.00     2.25
  1 (disgust)   113.25     6.00     5.00
  0 (anger)     124.25     6.00     2.25
  0 (anger)     132.50     6.00     3.00
  1 (disgust)   141.50     6.00     2.75
  0 (anger)     150.25     6.00     4.50
  0 (anger)     160.75     6.00     3.00
  0 (anger)     169.75     6.00     2.50
  0 (anger)     178.25     6.00     3.00
  1 (disgust)   187.25     6.00     9.50
  1 (disgust)   202.75     6.00     3.50
  1 (disgust)   212.25     6.00     5.75
  0 (anger)     224.00     6.00     4.75
  0 (anger)     234.75     6.00     3.75
  0 (anger)     244.50     6.00     2.75
  0 (anger)     253.25     6.00     2.25
  1 (disgust)   261.50     6.00     4.50
  1 (disgust)   272.00     6.00     7.00
  0 (anger)     285.00     6.00     6.75
  0 (anger)     297.75     6.00     5.00
  1 (disgust)   308.75     6.00     5.50
  1 (disgust)   320.25     6.00     5.50
  1 (disgust)   331.75     6.00     2.25
  0 (anger)     340.00     6.00     3.25
  1 (disgust)   349.25     6.00     2.25
  1 (disgust)   357.50     6.00     3.00
  0 (anger)     366.50     6.00     4.25
  0 (anger)     376.75     6.00     2.50
  1 (disgust)   385.25     6.00     4.00
  0 (anger)     395.25     6.00     5.25
  0 (anger)     406.50     6.00     2.50
  0 (anger)     415.00     6.00     7.50
  1 (disgust)   428.50     6.00     4.00
  1 (disgust)   438.50     6.00     3.25
  0 (anger)     447.75     6.00     2.75
  0 (anger)     456.50     6.00     4.25
  0 (anger)     466.75     6.00     6.25
  1 (disgust)   479.00     6.00     4.75
  0 (anger)     489.75     6.00     6.00
  1 (disgust)   501.75     6.00     4.25
  1 (disgust)   512.00     6.00     2.00
  1 (disgust)   520.00     6.00     3.25
  0 (anger)     529.25     6.00     3.75
  1 (disgust)   539.00     6.00     3.75
  1 (disgust)   548.75     6.00     3.50
  0 (anger)     558.25     6.00     2.50
  1 (disgust)   566.75     6.00     2.75
  1 (disgust)   575.50     6.00     8.50
  1 (disgust)   590.00     6.00     2.00
  0 (anger)     598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     7.00
  0 (anger)      21.00     6.00     2.00
  0 (anger)      29.00     6.00     2.50
  1 (disgust)    37.50     6.00     2.50
  1 (disgust)    46.00     6.00     2.75
  1 (disgust)    54.75     6.00     4.50
  0 (anger)      65.25     6.00     2.50
  0 (anger)      73.75     6.00     3.75
  0 (anger)      83.50     6.00     3.75
  1 (disgust)    93.25     6.00     3.25
  1 (disgust)   102.50     6.00     4.00
  1 (disgust)   112.50     6.00     5.00
  0 (anger)     123.50     6.00     2.25
  1 (disgust)   131.75     6.00     7.50
  0 (anger)     145.25     6.00     4.00
  1 (disgust)   155.25     6.00     3.25
  0 (anger)     164.50     6.00     6.25
  1 (disgust)   176.75     6.00     8.00
  1 (disgust)   190.75     6.00     2.25
  1 (disgust)   199.00     6.00     6.50
  1 (disgust)   211.50     6.00     2.25
  1 (disgust)   219.75     6.00     5.25
  0 (anger)     231.00     6.00     4.75
  0 (anger)     241.75     6.00     3.50
  1 (disgust)   251.25     6.00     4.50
  0 (anger)     261.75     6.00     3.25
  1 (disgust)   271.00     6.00     2.50
  1 (disgust)   279.50     6.00     4.25
  1 (disgust)   289.75     6.00     3.00
  0 (anger)     298.75     6.00     2.25
  0 (anger)     307.00     6.00     4.75
  1 (disgust)   317.75     6.00     6.00
  0 (anger)     329.75     6.00     2.75
  0 (anger)     338.50     6.00     2.00
  0 (anger)     346.50     6.00     2.50
  0 (anger)     355.00     6.00     5.75
  1 (disgust)   366.75     6.00     2.75
  1 (disgust)   375.50     6.00     2.25
  1 (disgust)   383.75     6.00     9.50
  0 (anger)     399.25     6.00     3.00
  0 (anger)     408.25     6.00     3.00
  0 (anger)     417.25     6.00     3.50
  0 (anger)     426.75     6.00     8.50
  0 (anger)     441.25     6.00     2.00
  1 (disgust)   449.25     6.00     5.50
  1 (disgust)   460.75     6.00     6.75
  1 (disgust)   473.50     6.00     3.25
  1 (disgust)   482.75     6.00     3.00
  0 (anger)     491.75     6.00     3.50
  1 (disgust)   501.25     6.00     5.50
  1 (disgust)   512.75     6.00     4.25
  1 (disgust)   523.00     6.00     4.25
  0 (anger)     533.25     6.00     3.75
  0 (anger)     543.00     6.00     3.75
  0 (anger)     552.75     6.00     5.00
  1 (disgust)   563.75     6.00     2.50
  0 (anger)     572.25     6.00     2.75
  0 (anger)     581.00     6.00     2.25
  0 (anger)     589.25     6.00     2.75
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.50
  0 (anger)      16.50     6.00     4.00
  1 (disgust)    26.50     6.00     2.75
  0 (anger)      35.25     6.00     4.50
  0 (anger)      45.75     6.00     2.75
  1 (disgust)    54.50     6.00     6.25
  1 (disgust)    66.75     6.00     4.25
  1 (disgust)    77.00     6.00     6.00
  1 (disgust)    89.00     6.00     3.50
  0 (anger)      98.50     6.00     4.25
  0 (anger)     108.75     6.00     2.75
  0 (anger)     117.50     6.00     2.25
  1 (disgust)   125.75     6.00     2.50
  0 (anger)     134.25     6.00     3.50
  1 (disgust)   143.75     6.00     5.00
  1 (disgust)   154.75     6.00     8.00
  1 (disgust)   168.75     6.00     3.75
  0 (anger)     178.50     6.00     2.25
  0 (anger)     186.75     6.00     2.75
  1 (disgust)   195.50     6.00     7.50
  0 (anger)     209.00     6.00     8.50
  0 (anger)     223.50     6.00     2.00
  0 (anger)     231.50     6.00     2.50
  1 (disgust)   240.00     6.00     9.50
  1 (disgust)   255.50     6.00     3.25
  1 (disgust)   264.75     6.00     3.25
  0 (anger)     274.00     6.00     6.75
  1 (disgust)   286.75     6.00     2.25
  1 (disgust)   295.00     6.00     2.25
  1 (disgust)   303.25     6.00     2.50
  1 (disgust)   311.75     6.00     2.75
  1 (disgust)   320.50     6.00     2.00
  0 (anger)     328.50     6.00     3.00
  0 (anger)     337.50     6.00     2.50
  0 (anger)     346.00     6.00     4.75
  0 (anger)     356.75     6.00     4.00
  0 (anger)     366.75     6.00     2.25
  1 (disgust)   375.00     6.00     3.00
  1 (disgust)   384.00     6.00     5.75
  1 (disgust)   395.75     6.00     3.75
  0 (anger)     405.50     6.00     5.50
  0 (anger)     417.00     6.00     3.50
  0 (anger)     426.50     6.00     5.50
  1 (disgust)   438.00     6.00     3.25
  1 (disgust)   447.25     6.00     4.75
  1 (disgust)   458.00     6.00     2.50
  1 (disgust)   466.50     6.00     5.25
  0 (anger)     477.75     6.00     2.25
  0 (anger)     486.00     6.00     3.75
  1 (disgust)   495.75     6.00     2.00
  1 (disgust)   503.75     6.00     3.00
  1 (disgust)   512.75     6.00     6.50
  1 (disgust)   525.25     6.00     5.00
  0 (anger)     536.25     6.00     4.25
  0 (anger)     546.50     6.00     4.50
  1 (disgust)   557.00     6.00     3.75
  0 (anger)     566.75     6.00     7.00
  0 (anger)     579.75     6.00     3.00
  0 (anger)     588.75     6.00     3.25
  0 (anger)     598.00     6.00     0.00

