-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     4.75
  0 (anger)      18.75     6.00     3.75
  0 (anger)      28.50     6.00     7.50
  0 (anger)      42.00     6.00     2.50
  1 (disgust)    50.50     6.00     5.00
  0 (anger)      61.50     6.00     3.00
  0 (anger)      70.50     6.00     3.75
  0 (anger)      80.25     6.00     8.50
  0 (anger)      94.75     6.00     2.50
  1 (disgust)   103.25     6.00     4.25
  0 (anger)     113.50     6.00     2.25
  1 (disgust)   121.75     6.00     2.25
  1 (disgust)   130.00     6.00     9.50
  1 (disgust)   145.50     6.00     2.50
  0 (anger)     154.00     6.00     6.25
  1 (disgust)   166.25     6.00     3.00
  0 (anger)     175.25     6.00     4.00
  0 (anger)     185.25     6.00     2.75
  1 (disgust)   194.00     6.00     7.00
  0 (anger)     207.00     6.00     3.25
  0 (anger)     216.25     6.00     3.00
  1 (disgust)   225.25     6.00     2.50
  1 (disgust)   233.75     6.00     2.00
  0 (anger)     241.75     6.00     2.75
  0 (anger)     250.50     6.00     4.25
  0 (anger)     260.75     6.00     5.75
  0 (anger)     272.50     6.00     2.75
  1 (disgust)   281.25     6.00     4.50
  0 (anger)     291.75     6.00     2.25
  0 (anger)     300.00     6.00     3.00
  1 (disgust)   309.00     6.00     5.50
  1 (disgust)   320.50     6.00     3.50
  1 (disgust)   330.00     6.00     3.25
  0 (anger)     339.25     6.00     3.50
  0 (anger)     348.75     6.00     3.25
  0 (anger)     358.00     6.00     4.25
  0 (anger)     368.25     6.00     2.75
  0 (anger)     377.00     6.00     4.75
  1 (disgust)   387.75     6.00     2.50
  1 (disgust)   396.25     6.00     4.50
  0 (anger)     406.75     6.00     4.00
  1 (disgust)   416.75     6.00     2.75
  0 (anger)     425.50     6.00     5.00
  1 (disgust)   436.50     6.00     3.25
  1 (disgust)   445.75     6.00     2.25
  1 (disgust)   454.00     6.00     5.50
  1 (disgust)   465.50     6.00     6.00
  0 (anger)     477.50     6.00     5.25
  1 (disgust)   488.75     6.00     2.00
  1 (disgust)   496.75     6.00     6.75
  0 (anger)     509.50     6.00     3.75
  0 (anger)     519.25     6.00     2.50
  0 (anger)     527.75     6.00     6.50
  1 (disgust)   540.25     6.00     8.00
  1 (disgust)   554.25     6.00     2.00
  0 (anger)     562.25     6.00     2.25
  0 (anger)     570.50     6.00     2.25
  0 (anger)     578.75     6.00     3.50
  1 (disgust)   588.25     6.00     3.75
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     2.25
  1 (disgust)    16.25     6.00     3.50
  0 (anger)      25.75     6.00     2.75
  1 (disgust)    34.50     6.00     4.75
  0 (anger)      45.25     6.00     8.50
  0 (anger)      59.75     6.00     2.00
  1 (disgust)    67.75     6.00     5.75
  0 (anger)      79.50     6.00     3.00
  0 (anger)      88.50     6.00     9.50
  1 (disgust)   104.00     6.00     4.00
  1 (disgust)   114.00     6.00     2.50
  1 (disgust)   122.50     6.00     2.00
  0 (anger)     130.50     6.00     5.25
  0 (anger)     141.75     6.00     6.75
  1 (disgust)   154.50     6.00     4.25
  0 (anger)     164.75     6.00     4.25
  1 (disgust)   175.00     6.00     5.00
  1 (disgust)   186.00     6.00     2.50
  0 (anger)     194.50     6.00     6.00
  1 (disgust)   206.50     6.00     3.00
  0 (anger)     215.50     6.00     3.25
  1 (disgust)   224.75     6.00     2.00
  1 (disgust)   232.75     6.00     7.50
  0 (anger)     246.25     6.00     2.75
  1 (disgust)   255.00     6.00     3.50
  0 (anger)     264.50     6.00     6.50
  1 (disgust)   277.00     6.00     2.25
  0 (anger)     285.25     6.00     2.25
  1 (disgust)   293.50     6.00     7.00
  1 (disgust)   306.50     6.00     2.25
  1 (disgust)   314.75     6.00     2.75
  0 (anger)     323.50     6.00     5.50
  0 (anger)     335.00     6.00     6.25
  1 (disgust)   347.25     6.00     3.75
  0 (anger)     357.00     6.00     5.00
  0 (anger)     368.00     6.00     4.00
  1 (disgust)   378.00     6.00     4.25
  1 (disgust)   388.25     6.00     3.50
  0 (anger)     397.75     6.00     2.75
