-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     3.50
  1 (disgust)    17.50     6.00     3.75
  1 (disgust)    27.25     6.00     2.00
  0 (anger)      35.25     6.00     2.50
  0 (anger)      43.75     6.00     2.25
  1 (disgust)    52.00     6.00     3.00
  1 (disgust)    61.00     6.00     3.50
  1 (disgust)    70.50     6.00     5.00
  1 (disgust)    81.50     6.00     4.25
  0 (anger)      91.75     6.00     6.25
  0 (anger)     104.00     6.00     3.25
  1 (disgust)   113.25     6.00     5.00
  0 (anger)     124.25     6.00     2.75
  1 (disgust)   133.00     6.00     7.00
  0 (anger)     146.00     6.00     3.25
  0 (anger)     155.25     6.00     2.25
  0 (anger)     163.50     6.00     2.25
  1 (disgust)   171.75     6.00     8.50
  0 (anger)     186.25     6.00     3.25
  1 (disgust)   195.50     6.00     3.75
  0 (anger)     205.25     6.00     2.75
  0 (anger)     214.00     6.00     5.50
  0 (anger)     225.50     6.00     2.50
  1 (disgust)   234.00     6.00     6.00
  0 (anger)     246.00     6.00     3.25
  1 (disgust)   255.25     6.00     3.00
  0 (anger)     264.25     6.00     4.50
  1 (disgust)   274.75     6.00     7.50
  0 (anger)     288.25     6.00     3.75
  0 (anger)     298.00     6.00     2.50
  0 (anger)     306.50     6.00     3.00
  0 (anger)     315.50     6.00     2.75
  0 (anger)     324.25     6.00     2.00
  1 (disgust)   332.25     6.00     4.00
  0 (anger)     342.25     6.00     4.75
  0 (anger)     353.00     6.00     2.50
  1 (disgust)   361.50     6.00     5.25
  0 (anger)     372.75     6.00     2.75
  1 (disgust)   381.50     6.00     6.50
  1 (disgust)   394.00     6.00     4.25
  1 (disgust)   404.25     6.00     2.00
  0 (anger)     412.25     6.00     3.00
  0 (anger)     421.25     6.00     3.75
  0 (anger)     431.00     6.00     2.50
  1 (disgust)   439.50     6.00     6.75
  1 (disgust)   452.25     6.00     4.50
  0 (anger)     462.75     6.00     2.25
  0 (anger)     471.00     6.00     2.75
  0 (anger)     479.75     6.00     3.50
  1 (disgust)   489.25     6.00     4.75
  1 (disgust)   500.00     6.00     9.50
  0 (anger)     515.50     6.00     2.25
  1 (disgust)   523.75     6.00     5.75
  1 (disgust)   535.50     6.00     4.25
  0 (anger)     545.75     6.00     4.00
  1 (disgust)   555.75     6.00     8.00
  1 (disgust)   569.75     6.00     2.50
  0 (anger)     578.25     6.00     5.50
  1 (disgust)   589.75     6.00     2.25
  1 (disgust)   598.00     6.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (disgust)     8.00     6.00     4.00
  0 (anger)      18.00     6.00     2.50
  1 (disgust)    26.50     6.00     2.25
  1 (disgust)    34.75     6.00     9.50
  0 (anger)      50.25     6.00     4.25
  0 (anger)      60.50     6.00     3.00
  1 (disgust)    69.50     6.00     2.00
  0 (anger)      77.50     6.00     2.25
  1 (disgust)    85.75     6.00     5.00
  1 (disgust)    96.75     6.00     7.00
  1 (disgust)   109.75     6.00     6.00
  1 (disgust)   121.75     6.00     8.00
  1 (disgust)   135.75     6.00     4.50
  0 (anger)     146.25     6.00     3.75
  0 (anger)     156.00     6.00     6.75
  0 (anger)     168.75     6.00     4.00
  0 (anger)     178.75     6.00     2.25
  1 (disgust)   187.00     6.00     2.25
  0 (anger)     195.25     6.00     8.50
  0 (anger)     209.75     6.00     3.25
  1 (disgust)   219.00     6.00     2.75
  1 (disgust)   227.75     6.00     2.50
  0 (anger)     236.25     6.00     2.25
  0 (anger)     244.50     6.00     2.75
  1 (disgust)   253.25     6.00     5.50
  1 (disgust)   264.75     6.00     4.25
  1 (disgust)   275.00     6.00     6.25
  0 (anger)     287.25     6.00     2.75
  0 (anger)     296.00     6.00     4.75
  0 (anger)     306.75     6.00     2.50
  0 (anger)     315.25     6.00     2.75
  1 (disgust)   324.00     6.00     5.00
  0 (anger)     335.00     6.00     4.50
  1 (disgust)   345.50     6.00     2.00
  0 (anger)     353.50     6.00     4.75
  0 (anger)     364.25     6.00     3.50
  0 (anger)     373.75     6.00     7.50
  1 (disgust)   387.25     6.00     3.25
  1 (disgust)   396.50     6.00     3.00
  0 (anger)     405.50     6.00     3.25
  1 (disgust)   414.75     6.00     6.50
  1 (disgust)   427.25     6.00     2.50
  0 (anger)     435.75     6.00     3.50
  0 (anger)     445.25     6.00     4.25
  0 (anger)     455.50     6.00     3.50
  1 (disgust)   465.00     6.00     5.25
  1 (disgust)   476.25     6.00     3.75
  0 (anger)     486.00     6.00     2.75
  1 (disgust)   494.75     6.00     3.00
  1 (disgust)   503.75     6.00     5.50
  1 (disgust)   515.25     6.00     3.75
  1 (disgust)   525.00     6.00     3.75
  0 (anger)     534.75     6.00     3.25
  0 (anger)     544.00     6.00     2.00
  1 (disgust)   552.00     6.00     5.75
  1 (disgust)   563.75     6.00     2.50
  1 (disgust)   572.25     6.00     3.00
  1 (disgust)   581.25     6.00     2.25
  0 (anger)     589.50     6.00     2.50
  0 (anger)     598.00     6.00     0.00

-- run 3 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (anger)       8.00     6.00     2.25
  1 (disgust)    16.25     6.00     2.00
  1 (disgust)    24.25     6.00     4.00
  0 (anger)      34.25     6.00     3.50
  1 (disgust)    43.75     6.00     3.00
  0 (anger)      52.75     6.00     2.25
  1 (disgust)    61.00     6.00     2.50
  1 (disgust)    69.50     6.00     5.00
  0 (anger)      80.50     6.00     2.75
  1 (disgust)    89.25     6.00     8.50
  1 (disgust)   103.75     6.00     2.50
  0 (anger)     112.25     6.00     4.00
  1 (disgust)   122.25     6.00     6.50
  0 (anger)     134.75     6.00     3.50
  0 (anger)     144.25     6.00     7.00
  0 (anger)     157.25     6.00     5.50
  1 (disgust)   168.75     6.00     2.25
  0 (anger)     177.00     6.00     2.50
  1 (disgust)   185.50     6.00     3.00
  1 (disgust)   194.50     6.00     4.50
  0 (anger)     205.00     6.00     2.75
  1 (disgust)   213.75     6.00     4.75
  0 (anger)     224.50     6.00     3.25
  0 (anger)     233.75     6.00     8.00
  1 (disgust)   247.75     6.00     7.50
  0 (anger)     261.25     6.00     2.75
  1 (disgust)   270.00     6.00     2.50
  1 (disgust)   278.50     6.00     3.25
  1 (disgust)   287.75     6.00     4.75
  1 (disgust)   298.50     6.00     3.00
  0 (anger)     307.50     6.00     2.50
  1 (disgust)   316.00     6.00     3.75
  0 (anger)     325.75     6.00     4.50
  1 (disgust)   336.25     6.00     5.00
  0 (anger)     347.25     6.00     2.75
  1 (disgust)   356.00     6.00     2.25
  0 (anger)     364.25     6.00     2.50
  0 (anger)     372.75     6.00     6.25
  1 (disgust)   385.00     6.00     2.25
  0 (anger)     393.25     6.00     3.75
  1 (disgust)   403.00     6.00     3.25
  0 (anger)     412.25     6.00     2.00
  1 (disgust)   420.25     6.00     9.50
  0 (anger)     435.75     6.00     5.25
  1 (disgust)   447.00     6.00     4.25
  1 (disgust)   457.25     6.00     2.25
  0 (anger)     465.50     6.00     3.50
  1 (disgust)   475.00     6.00     6.75
  0 (anger)     487.75     6.00     3.25
  1 (disgust)   497.00     6.00     3.75
  1 (disgust)   506.75     6.00     2.00
  0 (anger)     514.75     6.00     3.00
  1 (disgust)   523.75     6.00     6.00
  0 (anger)     535.75     6.00     5.75
  1 (disgust)   547.50     6.00     4.25
  0 (anger)     557.75     6.00     4.25
  0 (anger)     568.00     6.00     5.50
  0 (anger)     579.50     6.00     3.75
  0 (anger)     589.25     6.00     2.75
  1 (disgust)   598.00     6.00     0.00

